timestamp_utc,ghi_wm2,dhi_wm2,dni_wm2
2024-01-01 00:10:00+00:00,0.0,0.0,-0.0
2024-01-01 00:20:00+00:00,0.0,0.0,-0.0
2024-01-01 00:30:00+00:00,0.0,0.0,-0.0
2024-01-01 00:40:00+00:00,0.0,0.0,-0.0
2024-01-01 00:50:00+00:00,0.0,0.0,-0.0
2024-01-01 01:00:00+00:00,0.0,0.0,-0.0
2024-01-01 01:10:00+00:00,0.0,0.0,-0.0
2024-01-01 01:20:00+00:00,0.0,0.0,-0.0
2024-01-01 01:30:00+00:00,0.0,0.0,-0.0
2024-01-01 01:40:00+00:00,0.0,0.0,-0.0
2024-01-01 01:50:00+00:00,0.0,0.0,-0.0
2024-01-01 02:00:00+00:00,0.0,0.0,-0.0
2024-01-01 02:10:00+00:00,0.0,0.0,-0.0
2024-01-01 02:20:00+00:00,0.0,0.0,-0.0
2024-01-01 02:30:00+00:00,0.0,0.0,-0.0
2024-01-01 02:40:00+00:00,0.0,0.0,-0.0
2024-01-01 02:50:00+00:00,0.0,0.0,-0.0
2024-01-01 03:00:00+00:00,0.0,0.0,-0.0
2024-01-01 03:10:00+00:00,0.0,0.0,-0.0
2024-01-01 03:20:00+00:00,0.0,0.0,-0.0
2024-01-01 03:30:00+00:00,0.0,0.0,-0.0
2024-01-01 03:40:00+00:00,0.0,0.0,-0.0
2024-01-01 03:50:00+00:00,0.0,0.0,-0.0
2024-01-01 04:00:00+00:00,0.0,0.0,-0.0
2024-01-01 04:10:00+00:00,0.0,0.0,-0.0
2024-01-01 04:20:00+00:00,0.0,0.0,-0.0
2024-01-01 04:30:00+00:00,0.0,0.0,-0.0
2024-01-01 04:40:00+00:00,0.0,0.0,-0.0
2024-01-01 04:50:00+00:00,0.0,0.0,-0.0
2024-01-01 05:00:00+00:00,0.0,0.0,-0.0
2024-01-01 05:10:00+00:00,0.0,0.0,-0.0
2024-01-01 05:20:00+00:00,0.0,0.0,-0.0
2024-01-01 05:30:00+00:00,0.0,0.0,-0.0
2024-01-01 05:40:00+00:00,0.0,0.0,-0.0
2024-01-01 05:50:00+00:00,0.0,0.0,-0.0
2024-01-01 06:00:00+00:00,0.0,0.0,-0.0
2024-01-01 06:10:00+00:00,0.0,0.0,-0.0
2024-01-01 06:20:00+00:00,0.0,0.0,-0.0
2024-01-01 06:30:00+00:00,0.0,0.0,-0.0
2024-01-01 06:40:00+00:00,0.0,0.0,-0.0
2024-01-01 06:50:00+00:00,0.0,0.0,-0.0
2024-01-01 07:00:00+00:00,0.0,0.0,-0.0
2024-01-01 07:10:00+00:00,0.0,0.0,-0.0
2024-01-01 07:20:00+00:00,5.0,5.0,0.0
2024-01-01 07:30:00+00:00,13.333333333333336,13.333333333333336,0.0
2024-01-01 07:40:00+00:00,25.0,20.0,104.77721619677467
2024-01-01 07:50:00+00:00,46.666666666666664,25.0,311.7004211046238
2024-01-01 08:00:00+00:00,66.66666666666667,31.666666666666668,386.25731328822627
2024-01-01 08:10:00+00:00,85.0,36.66666666666667,435.48994231637977
2024-01-01 08:20:00+00:00,103.33333333333334,41.66666666666667,472.21134562408616
2024-01-01 08:30:00+00:00,120.00000000000001,46.666666666666664,490.88092667048886
2024-01-01 08:40:00+00:00,138.33333333333334,48.333333333333336,537.7935088958551
2024-01-01 08:50:00+00:00,156.66666666666669,51.66666666666667,569.3073400186564
2024-01-01 09:00:00+00:00,173.33333333333334,55.0,589.8637207594109
2024-01-01 09:10:00+00:00,190.00000000000003,55.0,625.4352515687384
