date,LG 1,LG 2,LG 3,LG 4,LG 5,LG 6,LG 7,LG 8,LG 9,LG 10,LG 11,LG 12,LG 13,LG 14,LG 15,LG 16,LG 17,LG 18,LG 19,LG 20,weekday,month,season
2016-07-05,1736.000,21619.860,378.947,59806.800,1418.640,780.210,8556.645,16829.000,10597.500,1495.740,47968.000,1408.010,35635.600,5386.250,62559.600,1519.722,144.600,6751.800,275.505,23513.500,1,7,summer
2016-07-06,2015.250,21155.220,335.801,50110.900,1322.240,789.930,7206.681,12958.000,9681.000,1636.470,52667.900,1369.717,31359.400,5278.000,62631.600,1401.238,146.895,5047.650,234.170,24389.500,2,7,summer
2016-07-07,1791.500,20378.460,299.970,49400.100,1410.080,849.990,6613.702,16426.000,8833.500,1525.440,45430.000,1391.238,26265.400,5159.000,62133.600,1446.772,163.410,5556.900,196.505,23198.500,3,7,summer
2016-07-08,1595.750,17341.740,341.398,53600.500,1471.520,751.470,6219.181,14238.000,9258.000,1543.650,48960.200,1330.565,27282.400,4888.500,59670.000,1227.918,134.430,4458.750,221.720,21003.000,4,7,summer
2016-07-09,369.750,8682.000,154.055,58194.800,719.120,284.910,442.578,8724.000,1760.500,1634.730,11933.800,876.715,24288.600,2931.750,58846.000,135.625,26.190,516.300,129.750,10792.000,5,7,summer
2016-07-10,395.500,8382.600,154.369,55954.900,795.280,10.380,96.022,5385.000,1969.500,1559.670,7699.800,948.628,1079.000,2348.250,58335.200,185.157,21.690,581.850,112.750,8873.000,6,7,summer
2016-07-11,1548.750,22869.840,359.204,46818.800,1474.880,847.800,8414.602,16222.000,10208.500,1516.320,58981.300,1532.917,23737.200,5249.000,58999.200,1338.727,119.145,6229.800,207.215,22901.000,0,7,summer
2016-07-12,1586.000,23709.180,404.034,32117.900,1427.440,898.380,6889.078,17831.000,10193.000,1524.810,55571.900,1395.696,22339.800,5608.250,59985.600,1258.765,190.785,6073.200,214.200,23594.000,1,7,summer
2016-07-13,1552.500,24522.360,442.161,35609.500,1456.560,981.450,6985.092,18527.000,10187.500,1485.840,46501.700,1313.076,34201.400,5702.750,61323.200,1288.304,201.000,6238.950,226.415,24424.000,2,7,summer
2016-07-14,1581.750,23039.220,363.132,37769.600,1365.360,982.200,7315.630,16834.000,8657.000,1515.480,53382.300,1249.051,33190.200,5482.250,60569.600,1088.622,198.750,5735.550,257.465,22442.500,3,7,summer
2016-07-15,1183.250,17735.580,448.641,38422.800,1229.920,826.620,8200.643,18480.000,7432.500,1591.350,56766.400,1124.241,31925.200,5332.750,59722.400,926.488,92.460,5431.500,249.760,21283.500,4,7,summer
2016-07-16,341.000,10060.260,161.001,37131.200,445.840,237.600,528.591,11123.000,1050.500,1598.310,9796.200,724.168,23228.800,2606.750,60341.200,139.050,45.630,533.850,119.330,10620.000,5,7,summer
2016-07-17,340.000,7771.080,173.714,37669.100,476.480,11.730,73.024,3779.000,855.500,1612.470,8009.700,792.678,677.600,2578.500,60475.600,184.751,22.065,646.650,113.260,8485.000,6,7,summer
2016-07-18,1584.000,24202.980,342.093,51771.800,1254.240,997.500,8351.185,16702.000,7923.000,1491.210,44001.400,1426.329,36932.000,5412.500,62648.000,1535.056,139.515,6713.700,200.790,21274.500,0,7,summer
2016-07-19,1579.500,24783.300,347.281,57380.300,1282.880,769.890,7636.690,19288.000,9397.500,1416.990,47442.500,1526.138,35368.400,5612.500,64221.200,1625.146,137.655,5244.150,198.850,22511.500,1,7,summer
2016-07-20,1602.000,25445.100,352.879,51388.000,1339.440,1021.290,7524.680,15945.000,9331.500,1528.020,45268.600,1577.187,28790.400,5300.000,65153.200,1079.566,147.810,6367.950,236.940,22912.500,2,7,summer
2016-07-21,1688.500,26411.940,816.123,45526.300,1298.400,950.970,8071.177,16803.000,10299.500,1479.690,52835.800,1494.028,36240.600,5648.250,65037.600,1246.197,168.210,6662.400,251.615,24178.500,3,7,summer
2016-07-22,1353.500,19822.740,547.632,54627.500,1256.320,899.460,7136.596,15057.000,8916.000,1541.970,47969.800,1106.153,34122.400,5540.000,64770.000,1110.170,89.835,5480.100,250.365,23730.000,4,7,summer
2016-07-23,389.750,9175.260,158.256,54246.300,403.680,327.420,677.589,7743.000,2267.000,1529.520,17996.900,808.224,24516.000,2190.250,63820.800,135.545,48.600,624.750,123.755,10885.000,5,7,summer
2016-07-24,387.250,8435.700,173.560,56370.600,449.440,12.120,89.534,7019.000,1946.500,1536.930,8180.700,853.180,641.600,1446.000,62245.600,167.870,29.265,500.700,112.490,8695.000,6,7,summer
2016-07-25,1447.250,25560.360,444.021,56254.900,1336.720,902.220,6126.159,15410.000,9967.500,1486.680,49356.900,1520.404,37524.000,5230.750,63307.200,1284.466,97.500,4278.150,223.230,24017.000,0,7,summer
2016-07-26,1699.250,23910.600,398.446,50432.500,1308.720,900.930,6091.666,15796.000,10438.000,1452.840,50062.500,1541.540,39011.800,5318.500,62360.000,1279.729,87.555,4562.850,293.605,24078.500,1,7,summer
2016-07-27,1422.500,25102.920,398.492,50880.900,1176.160,874.890,5176.157,14415.000,10431.000,1595.520,46584.900,1475.146,37486.400,5470.500,61874.400,1351.377,103.365,3611.100,250.005,26035.000,2,7,summer
2016-07-28,1886.250,24505.740,432.492,49439.900,1246.400,976.860,4229.636,17237.000,10869.500,1521.540,48587.400,1318.803,34913.800,5321.750,60937.600,1382.957,138.975,4758.300,202.975,22849.000,3,7,summer
2016-07-29,1227.000,17863.080,691.232,49787.300,1216.080,792.000,1042.606,15521.000,9671.500,1617.180,44270.700,1056.566,34461.600,4796.250,59721.200,1309.440,93.495,4705.350,275.630,19623.500,4,7,summer
2016-07-30,368.000,8788.140,196.899,50767.000,438.480,324.510,120.558,8914.000,1972.500,1593.480,8500.400,882.346,2337.400,2449.500,59745.200,132.532,23.580,1044.750,123.540,8702.500,5,7,summer
2016-07-31,356.500,6956.340,206.228,52535.800,334.240,12.360,94.534,5477.000,1698.500,1681.260,8370.500,800.273,667.000,2023.500,59316.000,129.597,28.470,602.550,113.130,8257.500,6,7,summer
2016-08-01,1281.750,21097.620,611.608,56405.600,1146.160,590.580,75.530,16426.000,8877.500,1495.800,57820.700,1353.490,39561.000,5274.000,60242.400,132.040,120.000,4693.200,190.830,23596.000,0,8,summer
2016-08-02,1597.000,22017.960,385.785,57528.200,1208.800,544.080,164.550,15019.000,9925.500,1665.150,52583.400,1338.438,37806.000,5313.250,61272.400,146.635,153.180,4824.900,230.740,23883.500,1,8,summer
2016-08-03,1655.000,23400.660,415.835,57642.200,1247.680,520.710,85.066,15242.000,9172.000,1593.570,51464.400,1476.044,33740.000,5455.500,61252.800,140.517,141.285,5593.050,239.555,24191.500,2,8,summer
2016-08-04,1790.250,22514.340,423.349,53727.400,1296.640,556.860,186.062,16647.000,9198.000,1605.000,46747.500,1431.577,39896.000,5135.000,61383.200,136.684,121.140,5225.250,294.530,24084.000,3,8,summer
2016-08-05,1231.250,18559.380,661.582,55925.300,1185.200,400.440,109.048,15007.000,8626.500,1687.920,53208.600,1075.050,36455.400,4981.000,60182.400,135.298,181.065,5282.700,297.045,21400.000,4,8,summer
2016-08-06,338.750,9485.220,188.807,45148.000,426.400,9.300,77.531,6407.000,2067.000,1592.370,8964.300,721.755,2390.800,2707.000,60179.200,133.830,69.060,882.300,127.770,9604.000,5,8,summer
2016-08-07,337.000,6790.260,153.799,43497.500,495.760,9.960,67.515,12786.000,1696.500,1644.660,8377.800,748.328,700.000,2130.500,59809.600,133.260,70.530,495.000,116.765,8273.000,6,8,summer
2016-08-08,1429.000,22701.720,613.533,44530.700,1236.000,9.510,75.516,14598.000,6986.500,1593.900,54058.800,1301.591,32128.000,4946.750,60681.600,132.616,146.685,5207.550,205.470,23213.000,0,8,summer
2016-08-09,1505.000,20486.460,861.382,42854.800,1167.840,10.110,171.057,13491.000,8297.000,1675.650,41675.900,1182.429,36969.400,5140.000,62833.600,133.506,179.565,4906.200,209.825,23239.500,1,8,summer
2016-08-10,1422.750,20731.980,1074.344,42448.500,1142.080,9.480,77.510,14477.000,8368.500,1667.400,37165.500,1146.541,36821.600,5070.500,63780.400,140.927,217.125,4634.100,236.030,23995.500,2,8,summer
2016-08-11,1486.250,20782.320,698.006,41067.400,1166.240,9.870,1277.666,9928.000,7715.000,1568.820,37170.000,1165.453,41516.800,5039.750,62766.400,134.644,141.390,4959.150,250.250,22287.500,3,8,summer
2016-08-12,1311.500,17269.200,337.742,42472.200,1174.800,10.110,829.115,11699.000,8077.500,1617.390,32924.600,971.439,39966.800,5168.500,61724.800,135.135,158.160,5287.650,268.685,21922.000,4,8,summer
2016-08-13,339.750,9083.160,162.161,44696.200,387.520,9.180,431.072,13327.000,1812.000,1600.260,10881.000,783.688,2396.200,2606.000,61087.200,132.691,56.250,1300.800,119.165,11747.000,5,8,summer
2016-08-14,338.750,7434.480,141.601,38016.600,392.400,10.320,79.523,11301.000,1717.000,1729.200,8506.000,827.389,669.400,2251.750,59028.400,130.165,48.300,439.800,111.110,8501.500,6,8,summer
2016-08-15,1282.250,21274.080,378.128,32981.000,1260.320,556.050,4961.667,15621.000,8644.500,1648.770,31136.900,1504.092,29946.600,5245.500,59837.600,956.767,25.275,573.300,139.720,8608.500,0,8,summer
2016-08-16,1407.500,21830.940,459.245,30870.600,1304.000,467.730,5727.170,16318.000,8134.000,1617.840,31320.500,1483.281,34341.400,5322.750,61736.400,1511.231,138.270,4466.550,283.430,21885.000,1,8,summer
2016-08-17,1439.750,21669.720,409.131,19127.000,1255.520,569.670,6705.091,11924.000,8079.500,1694.340,31861.600,1414.329,35348.800,5336.250,62431.200,1500.782,148.530,6066.150,202.745,22361.500,2,8,summer
2016-08-18,1323.000,21384.720,510.217,14722.700,1270.800,646.320,5401.579,15708.000,7979.000,1637.970,29951.200,1194.175,37810.600,5134.500,63350.000,1460.395,149.115,5311.200,262.200,22622.000,3,8,summer
2016-08-19,1107.000,16852.740,456.199,18285.600,1292.640,563.250,5616.618,12381.000,7317.000,1587.300,22165.300,1018.825,24558.800,4823.750,64219.200,1420.976,94.260,4705.200,275.670,21969.500,4,8,summer
2016-08-20,352.500,12103.740,213.904,32169.600,506.960,303.300,130.034,16180.000,1996.000,1582.680,10080.500,712.876,2622.000,2519.500,64411.600,530.649,44.805,866.100,120.860,9377.500,5,8,summer
2016-08-21,340.500,7216.740,196.485,30657.400,463.600,45.180,85.536,6446.000,1727.000,1660.650,7388.500,691.851,1214.800,1804.500,63142.400,177.488,23.520,758.550,114.245,7736.500,6,8,summer
2016-08-22,1489.250,23823.300,423.403,35443.200,1196.800,983.970,6114.141,11879.000,7762.000,1477.350,26273.000,1194.153,11464.000,4782.250,64288.800,1309.514,107.205,5948.550,183.260,20686.000,0,8,summer
2016-08-23,1468.000,23416.380,518.096,31571.200,1330.720,969.900,5730.168,13409.000,9427.500,1617.060,51331.700,1338.283,17700.000,5411.750,64553.600,1386.707,125.265,6235.350,228.875,22849.500,1,8,summer
2016-08-24,1449.500,24485.700,703.455,38644.400,1341.920,959.940,7205.165,15897.000,9331.000,1535.190,50541.800,1390.255,22826.200,5294.750,64424.400,1402.212,101.415,6104.400,281.700,23657.000,2,8,summer
2016-08-25,1510.750,23798.940,389.274,40664.500,1308.160,1089.630,8237.664,13086.000,9334.000,1547.130,65822.600,1417.580,34114.600,5326.750,63748.800,1422.042,114.345,6011.850,288.615,24485.000,3,8,summer
2016-08-26,1216.250,17433.960,377.063,41879.400,1270.000,998.700,6884.660,13971.000,8799.000,1553.880,40896.100,1194.754,29571.400,5121.750,62799.600,1259.903,93.165,5350.800,203.175,20270.500,4,8,summer
2016-08-27,396.250,8312.520,206.923,41549.600,644.800,334.290,83.014,6243.000,2038.500,1600.560,9007.800,914.868,1962.000,2406.000,62961.600,147.615,20.820,1789.950,133.565,9723.000,5,8,summer
2016-08-28,395.250,7352.700,189.973,45987.300,639.120,11.910,88.518,4492.000,1956.000,1640.790,8381.300,890.568,522.200,1864.250,61783.600,176.503,18.015,908.100,124.340,8407.500,6,8,summer
2016-08-29,1562.750,23364.960,383.251,55569.900,1314.800,994.200,9061.108,11038.000,9135.500,1529.490,48348.800,1282.876,31022.600,5207.500,60638.400,1452.888,146.640,5569.950,223.825,23897.500,0,8,summer
2016-08-30,1562.000,24004.860,427.440,58228.300,1326.720,1045.290,6636.159,13817.000,10169.000,1529.250,62335.300,1264.716,30728.200,5176.250,61083.200,1263.820,119.850,5168.550,262.295,23673.000,1,8,summer
2016-08-31,1597.250,24169.200,379.282,57926.800,1282.480,965.700,7350.124,11137.000,10087.000,1505.250,54416.100,1306.178,30430.600,5435.500,63134.000,1395.036,172.425,4870.950,256.015,22977.000,2,8,summer
2016-09-01,1667.500,24899.460,371.609,53432.000,1256.240,997.290,7648.150,13623.000,9938.000,1500.210,53618.500,1301.857,36207.600,5379.750,63542.800,1272.304,150.855,4995.750,228.670,23024.500,3,9,summer
2016-09-02,1485.250,17997.840,362.154,43379.800,1328.080,888.810,6289.640,14167.000,8803.500,1491.150,55999.300,1011.786,33046.200,5081.500,63679.600,1275.330,113.475,4797.150,252.135,19681.000,4,9,summer
2016-09-03,375.250,8380.500,160.498,56238.300,600.720,224.970,181.561,8983.000,1832.000,1601.130,17775.200,769.726,2544.200,2399.250,63090.800,136.277,27.930,2216.850,147.830,9738.500,5,9,summer
2016-09-04,360.750,7834.620,174.384,51423.900,533.920,12.000,123.034,5131.000,1722.500,1568.250,8279.400,720.027,1734.600,2316.500,61687.600,167.609,19.425,746.850,116.295,8511.500,6,9,summer
2016-09-05,1497.000,23783.220,380.429,52977.200,1305.040,965.130,6223.591,14403.000,9884.500,1554.660,46867.700,1149.091,21160.200,4919.250,62120.000,1466.190,182.760,6412.200,253.365,21088.500,0,9,summer
2016-09-06,1731.250,24385.680,494.910,52854.200,1319.520,988.260,6109.649,16116.000,10985.000,1594.920,60280.400,1167.112,36575.400,5189.500,61479.600,1378.548,151.230,5420.250,256.350,23756.000,1,9,summer
2016-09-07,1637.750,25170.960,398.392,47135.000,1331.040,1086.900,7049.656,14548.000,11473.500,1524.600,54003.300,1232.818,33517.000,5364.000,60171.200,1436.655,195.075,6187.500,263.045,21987.000,2,9,summer
2016-09-08,1661.750,25106.340,376.805,50858.900,1374.960,942.480,6575.650,14874.000,11504.000,1584.840,40365.400,1259.771,35908.400,5062.750,60251.600,1438.198,180.330,5471.850,220.685,20899.000,3,9,summer
2016-09-09,1346.750,19165.980,565.797,50655.500,1398.240,1016.550,5157.140,14310.000,10463.000,1611.630,39066.300,998.677,30937.800,4837.250,61006.800,1385.078,82.260,5522.250,262.830,20037.000,4,9,summer
2016-09-10,371.750,10055.340,168.189,49636.300,573.360,298.680,222.039,10067.000,1970.500,1560.630,13415.900,765.836,2642.800,2325.500,61364.000,133.423,28.500,1920.000,138.220,9654.000,5,9,summer
2016-09-11,363.750,7964.040,187.709,46711.300,573.120,12.000,90.506,4981.000,1894.500,1525.860,7912.900,767.457,270.800,2046.500,59880.800,160.269,18.450,872.100,115.930,8089.500,6,9,summer
2016-09-12,1903.500,24354.660,1525.441,41687.200,1351.600,970.530,7006.638,13017.000,10548.000,1530.750,34934.200,1470.501,23211.800,4771.750,60562.800,1436.155,130.260,5723.400,224.185,18536.000,0,9,summer
2016-09-13,1825.000,25676.760,1370.080,38682.400,1428.800,978.090,7648.633,17748.000,11360.000,1535.820,41949.600,1496.527,32960.000,4733.000,62936.000,1521.680,138.855,5340.750,251.780,20601.000,1,9,summer
2016-09-14,2283.000,25912.200,468.422,39257.100,1484.080,1042.980,8313.130,15932.000,11543.500,1577.850,35548.300,1360.714,34695.800,4946.500,63272.800,1395.035,185.085,6196.650,303.485,15346.500,2,9,summer
2016-09-15,1986.250,26635.440,404.127,37320.000,1343.120,1086.600,8401.045,15623.000,10735.000,1574.520,45837.200,1217.989,40115.000,5415.000,63915.200,1295.886,179.085,6432.300,256.445,11693.500,3,9,summer
2016-09-16,1808.500,17594.460,402.081,49032.000,1354.800,977.640,7889.541,16003.000,10764.500,1507.230,34246.900,927.029,35991.200,5209.000,64167.200,1404.010,107.145,5439.300,249.140,13283.500,4,9,summer
2016-09-17,350.250,9549.000,190.543,53787.300,454.640,386.820,106.531,11621.000,2635.500,1524.840,17287.400,676.392,1658.600,2235.750,64575.200,136.601,38.145,2236.050,150.715,6799.500,5,9,summer
2016-09-18,342.500,7123.080,164.868,50455.000,424.640,10.290,134.518,7309.000,1714.500,1544.100,12504.600,667.551,610.000,2253.750,62935.200,135.710,22.980,698.850,126.690,7229.000,6,9,summer
2016-09-19,1799.250,23471.760,395.095,49359.600,1319.520,904.830,4754.575,17168.000,10654.000,1493.670,51305.800,1270.343,38426.600,5112.000,60872.800,1090.019,279.555,6764.250,290.680,21102.500,0,9,summer
2016-09-20,1839.750,23346.720,979.868,51512.200,1323.760,871.260,6748.060,20449.000,10720.000,1541.520,51867.200,1317.242,38499.800,5217.500,59866.000,1147.459,224.505,6706.200,253.535,22929.500,1,9,summer
2016-09-21,1858.500,22919.820,433.396,48388.600,1302.480,915.570,5786.119,15468.000,10710.500,1544.130,61860.600,1307.588,36662.000,5474.000,60405.600,1107.310,202.545,6924.300,291.000,22171.500,2,9,summer
2016-09-22,1711.000,23789.100,373.902,54081.900,1251.440,873.450,7094.629,17552.000,11094.000,1538.670,68183.900,1293.904,31463.200,5366.000,60144.400,1117.184,188.040,6543.600,300.310,21445.000,3,9,summer
2016-09-23,1346.250,17726.580,371.757,55926.900,1232.880,746.610,6617.604,17662.000,9357.000,1550.280,53179.400,1153.568,31167.400,5248.250,59715.600,661.450,143.865,5329.350,266.245,20708.000,4,9,summer
2016-09-24,378.500,8652.600,200.308,56273.400,484.560,343.080,107.519,11458.000,1364.500,1496.430,17339.100,689.318,18301.800,2284.250,59484.800,137.743,19.920,1731.600,156.605,10808.000,5,9,summer
2016-09-25,379.750,7380.120,157.771,55428.400,459.440,10.380,94.506,5693.000,852.500,1555.860,8425.300,699.845,1361.000,2002.500,59296.800,129.996,18.750,776.850,134.730,8329.500,6,9,summer
2016-09-26,1754.500,21872.460,474.074,57582.900,1244.640,995.820,7465.087,14988.000,10223.500,1474.410,59496.900,1264.341,37801.600,5160.750,60221.200,1157.174,185.430,6508.950,243.825,18702.000,0,9,summer
2016-09-27,1845.000,23287.200,533.667,57988.600,1311.280,1058.010,7617.102,16154.000,11994.000,1571.490,49228.900,1159.742,30870.800,5232.250,63071.600,1214.378,241.305,6367.500,285.975,23576.500,1,9,summer
2016-09-28,1683.750,22317.960,485.895,51126.300,1270.080,1053.000,6980.612,13683.000,11879.500,1562.160,39234.800,1192.107,23202.400,5106.500,63318.800,1232.896,220.080,6392.250,301.620,22839.500,2,9,summer
2016-09-29,1550.000,21576.600,440.581,50191.400,1240.880,1025.730,6439.626,17292.000,11376.000,1499.670,39312.300,1282.079,21659.800,5160.750,62793.600,1243.177,185.580,6502.350,264.260,22044.000,3,9,summer
2016-09-30,1329.250,16807.740,434.445,54588.400,1199.520,927.840,5551.555,17951.000,10648.500,1479.840,37905.400,934.616,27522.400,5104.500,61796.000,1164.353,114.150,5873.250,265.230,21220.500,4,9,summer
2016-10-01,346.750,7762.740,210.344,51027.600,441.520,268.110,194.030,11258.000,1269.000,1614.960,9171.700,673.542,16244.800,2494.750,63068.000,136.192,15.075,530.850,128.425,10278.500,5,10,winter
2016-10-02,340.500,6749.760,204.395,53681.000,400.560,9.990,97.014,5007.000,867.000,1606.590,7823.200,661.453,876.000,1992.500,63244.400,134.326,14.730,505.050,164.380,8237.500,6,10,winter
2016-10-03,340.250,8157.480,214.926,52621.100,527.840,10.080,98.020,10795.000,1094.500,1620.450,7546.800,680.015,1076.200,1635.750,63908.400,134.403,19.935,831.300,148.980,8569.500,0,10,winter
2016-10-04,2016.500,19180.200,445.895,48029.100,1311.680,921.180,6835.098,15998.000,10642.000,1495.140,37051.400,1307.618,26059.000,4952.000,65732.000,917.516,283.410,5716.050,318.770,21950.500,1,10,winter
2016-10-05,2371.750,19861.080,458.633,42796.800,1167.600,976.830,7562.622,14113.000,11617.000,1550.640,39349.400,1313.902,31502.000,5107.000,65233.200,837.048,236.400,6362.700,352.855,24804.000,2,10,winter
2016-10-06,2537.750,19334.880,1118.295,34403.300,1395.360,1036.980,7995.061,16402.000,11873.000,1590.090,40463.000,1295.464,32367.000,5198.750,64901.200,852.965,339.540,5649.600,344.780,23232.500,3,10,winter
2016-10-07,2000.000,16207.320,1234.230,34991.800,1424.480,917.070,5552.039,15315.000,10758.000,1632.330,29381.100,1133.136,33110.000,4941.250,63550.400,562.063,202.710,4927.200,390.215,20046.500,4,10,winter
2016-10-08,446.750,7869.720,229.319,46610.400,587.920,420.210,204.046,8036.000,1939.500,1600.380,7815.600,715.218,8937.600,2359.500,62675.200,142.559,25.020,667.050,227.210,13305.000,5,10,winter
2016-10-09,454.750,7428.780,220.841,50655.200,540.320,9.840,126.530,6548.000,769.000,1635.240,7723.200,709.592,1884.000,2033.750,62278.400,138.558,22.095,819.600,198.925,8616.500,6,10,winter
2016-10-10,2199.000,20079.180,727.706,52304.300,1346.160,1017.240,6130.565,16794.000,10319.000,1549.470,29689.100,1280.200,41455.800,5004.250,63264.400,1097.682,278.520,7419.900,315.510,22725.000,0,10,winter
2016-10-11,2219.000,21038.100,575.436,52628.000,1355.760,1065.630,8147.572,14240.000,11258.500,1564.050,35497.400,1294.588,42745.600,5238.000,65097.600,1169.492,296.430,6970.200,353.115,24098.000,1,10,winter
2016-10-12,2277.750,21092.580,698.657,53261.500,1353.760,1069.140,7938.579,13796.000,11748.000,1524.690,39951.100,1269.627,45996.000,4963.750,65400.000,1177.080,303.150,5903.100,365.040,24125.500,2,10,winter
2016-10-13,2467.500,19807.860,746.708,48571.900,1357.280,1044.960,8645.562,14650.000,11840.000,1457.700,37398.800,1149.795,38169.800,5071.000,65214.000,1159.619,337.950,6442.950,425.350,21772.000,3,10,winter
2016-10-14,2188.000,14334.240,410.119,51359.400,1345.840,1045.140,7851.039,14572.000,10405.500,1489.440,33953.300,1042.783,38081.400,4739.000,63135.600,507.058,231.870,5802.300,353.190,22733.000,4,10,winter
2016-10-15,863.500,9595.080,193.680,53345.200,584.640,405.540,172.047,8291.000,1102.500,1594.920,8685.300,654.364,21507.400,2605.750,61635.200,140.843,37.545,514.950,177.445,12466.000,5,10,winter
2016-10-16,585.250,8300.640,195.284,54532.900,564.480,15.000,104.010,6242.000,1513.000,1624.560,8142.600,657.740,745.600,2100.000,61848.000,135.946,25.005,776.100,162.045,10717.500,6,10,winter
2016-10-17,2480.250,19605.480,768.040,52209.100,1352.080,1010.460,6946.026,12941.000,10833.000,1570.560,48936.000,1261.734,41831.200,5214.000,62036.000,994.376,330.555,6428.250,278.580,22968.500,0,10,winter
2016-10-18,2467.000,19184.460,1080.055,54958.200,1390.000,974.700,7231.552,16958.000,10246.500,1612.890,41872.700,1188.866,39476.000,4961.250,65752.800,1036.974,320.130,6879.000,304.500,24693.500,1,10,winter
2016-10-19,2709.500,18597.480,460.299,51888.900,1318.800,1023.210,6881.040,14648.000,10310.000,1529.130,42560.100,1296.000,45406.400,5373.000,67754.400,1083.561,256.560,5528.100,304.330,25041.500,2,10,winter
2016-10-20,2886.500,18818.940,671.297,48735.500,1311.040,961.950,7894.526,15636.000,10643.500,1465.080,54871.800,1280.266,52282.000,5122.750,66032.000,1041.871,296.730,6352.350,378.540,24696.000,3,10,winter
2016-10-21,2204.250,15477.840,412.519,47721.100,1288.720,1005.360,7412.526,16634.000,10435.500,1525.860,37923.200,1109.811,44264.800,5284.500,65930.800,999.677,193.935,5147.700,379.040,19762.500,4,10,winter
2016-10-22,886.250,8993.400,188.697,42171.900,345.200,294.810,304.053,8454.000,2502.500,1564.890,9081.800,703.141,18512.000,2491.250,64603.600,132.851,31.470,979.650,190.300,6345.500,5,10,winter
2016-10-23,648.000,8595.720,233.252,45832.600,304.560,9.990,131.019,10310.000,1800.500,1564.230,8014.500,704.393,706.000,1997.750,63306.800,136.278,21.540,1082.850,207.605,6566.000,6,10,winter
2016-10-24,2906.250,19438.320,407.143,46553.900,1154.640,975.900,7249.530,16602.000,11900.000,1534.440,50414.800,1309.303,46767.400,4896.000,63725.600,973.980,284.130,6124.950,341.965,10576.000,0,10,winter
2016-10-25,2877.500,20428.260,935.644,43397.100,1329.040,1007.610,6658.527,16390.000,12532.500,1592.130,57958.400,1300.888,45987.200,4813.750,64774.800,1006.459,326.385,5303.250,356.755,23503.500,1,10,winter
2016-10-26,2607.750,19375.080,1201.528,54067.600,1278.560,1075.590,8121.047,13759.000,12382.500,1600.920,38937.600,1284.078,36315.800,5180.250,64763.600,992.415,312.780,5340.150,344.670,24710.000,2,10,winter
2016-10-27,2476.500,19862.940,724.721,54005.800,1269.840,1008.360,7559.575,17836.000,11703.000,1547.610,47146.200,1289.396,35916.200,5012.500,65065.200,936.036,251.565,6009.150,317.270,25465.000,3,10,winter
2016-10-28,2232.750,14663.400,570.917,53965.600,1342.960,1152.420,7064.551,15582.000,11455.500,1625.340,24515.400,991.258,32108.400,5103.000,64199.600,970.473,242.580,5030.400,315.280,21863.000,4,10,winter
2016-10-29,754.500,9544.200,237.969,55385.000,555.360,483.420,403.027,7765.000,3504.000,1651.560,8375.600,721.074,21701.000,2569.000,64311.600,132.765,26.445,611.250,190.655,12047.000,5,10,winter
2016-10-30,654.000,8930.220,219.018,55423.800,533.360,10.560,138.037,2900.000,1950.000,1674.840,8294.500,741.499,798.600,1986.250,65401.600,137.260,22.440,616.050,195.895,9142.000,6,10,winter
2016-10-31,809.250,20287.740,412.002,53549.100,1075.600,890.250,172.043,6393.000,9290.000,1574.160,9743.400,721.224,2419.000,2109.750,61774.400,135.463,48.555,618.000,226.920,21001.000,0,10,winter
2016-11-01,679.500,22105.740,211.167,54470.100,663.840,9.360,108.509,3314.000,1844.000,1629.930,7778.600,677.607,1184.400,1675.750,63110.400,132.768,44.340,939.600,207.955,17379.000,1,11,winter
2016-11-02,2450.500,20536.800,420.443,46462.500,1410.160,960.780,7690.504,9652.000,10999.500,1695.030,47462.700,1148.258,42501.200,4556.500,64342.800,1167.862,342.150,5899.800,391.515,21784.000,2,11,winter
2016-11-03,2510.500,20376.840,427.253,48752.500,1402.320,987.780,5817.570,15695.000,11381.000,1674.840,42664.300,1124.423,46469.600,4797.000,64509.600,1099.807,336.735,5468.250,372.955,23209.000,3,11,winter
2016-11-04,2020.750,14842.140,478.934,50107.700,1418.640,1099.830,6281.048,15867.000,11066.500,1682.400,42596.600,903.489,45046.000,4480.250,65103.200,1006.376,207.165,4933.650,422.700,21807.000,4,11,winter
2016-11-05,681.000,9845.700,192.820,48435.900,460.240,566.520,296.502,6461.000,3010.500,1627.650,8433.900,682.658,3130.000,2603.250,66149.200,137.905,30.315,667.650,204.965,11713.000,5,11,winter
2016-11-06,678.500,8689.500,181.232,45797.100,332.000,30.840,146.521,1177.000,1786.500,1552.800,7620.700,652.386,673.800,2031.500,65800.000,134.485,24.930,879.000,250.470,8523.000,6,11,winter
2016-11-07,2989.750,19155.600,402.412,38361.400,1363.120,969.930,7158.040,16025.000,11668.000,1539.150,23971.500,1198.522,50245.200,4915.750,67010.000,1039.664,416.790,6051.750,380.940,22109.000,0,11,winter
2016-11-08,2999.500,20258.100,432.126,31312.800,1413.200,1094.340,6751.016,17388.000,11915.000,1547.100,47044.100,1151.997,42187.200,5288.750,66698.800,1002.043,422.655,6588.600,412.650,24158.000,1,11,winter
2016-11-09,3085.500,20258.460,526.660,30468.800,1412.880,1012.620,6940.526,15454.000,11797.000,1598.550,65693.700,1173.154,42421.400,5179.250,65768.400,1062.922,385.905,6154.800,421.495,24748.000,2,11,winter
