date,LG 1,LG 2,LG 3,LG 4,LG 5,LG 6,LG 7,LG 8,LG 9,LG 10,LG 11,LG 12,LG 13,LG 14,LG 15,LG 16,LG 17,LG 18,LG 19,LG 20,weekday,month,season
2016-11-10,2674.500,20163.840,584.985,41674.100,1411.920,984.870,6111.521,19802.000,11685.500,1558.350,48035.200,1195.299,42489.800,5454.000,67041.200,1154.803,359.010,6719.550,387.415,23295.000,3,11,winter
2016-11-11,2424.500,14349.840,445.402,42103.100,1417.680,935.760,2098.518,18043.000,10120.000,1710.570,54303.600,1022.490,41669.200,5346.250,65911.200,1022.607,248.475,5696.550,449.455,18119.000,4,11,winter
2016-11-12,917.500,10795.140,236.029,41204.000,691.520,263.370,574.018,8277.000,2961.500,1719.420,19031.500,637.365,2704.800,3132.000,62761.600,140.034,45.345,749.700,304.430,12171.000,5,11,winter
2016-11-13,936.750,9175.320,219.212,44707.900,415.120,10.080,160.020,1626.000,1985.000,1746.480,8195.300,651.054,762.200,2020.250,63188.000,137.904,40.185,922.050,300.935,8267.000,6,11,winter
2016-11-14,2963.750,18867.600,448.584,43114.600,1428.240,1112.070,8201.031,15888.000,10746.500,1711.530,33924.700,1190.064,40111.800,5355.500,66474.000,1171.041,352.830,6568.200,411.565,23539.000,0,11,winter
2016-11-15,2961.000,20248.740,726.988,50505.100,1533.440,1090.950,6725.024,15753.000,12486.000,1684.620,43412.300,1194.712,42938.600,5470.000,66439.200,1183.688,303.810,6058.050,362.045,23928.000,1,11,winter
2016-11-16,2983.750,20430.360,476.658,47597.900,1577.760,1039.140,8404.500,13417.000,12429.500,1609.740,44362.100,1196.470,40349.000,5476.500,66950.400,1151.214,371.355,6098.850,352.745,23832.000,2,11,winter
2016-11-17,2728.750,21827.340,472.175,47543.300,1511.920,1089.990,7569.534,16898.000,11913.000,1566.570,35761.000,1243.508,36995.400,5146.750,67766.400,1155.371,271.800,6169.050,342.120,23957.000,3,11,winter
2016-11-18,2455.750,16557.720,573.419,49304.300,1469.600,1043.520,5533.505,17619.000,11300.500,1638.870,40953.300,1008.825,37063.800,5667.250,66607.200,1110.003,226.650,4763.700,327.385,22820.000,4,11,winter
2016-11-19,1082.250,9342.840,206.811,47979.700,788.560,472.470,272.015,8245.000,3077.000,1703.430,11259.500,624.367,2908.400,2982.750,63960.800,139.702,35.580,734.250,284.725,12940.000,5,11,winter
2016-11-20,879.500,8202.720,186.123,43893.600,423.440,10.440,135.016,3039.000,1858.500,1692.120,8022.200,631.490,702.600,2073.000,63862.000,136.603,23.670,844.500,337.410,8803.000,6,11,winter
2016-11-21,2793.250,20380.620,421.484,48229.400,1416.240,988.680,7670.520,15916.000,11240.000,1617.300,42738.400,1106.192,42240.400,5106.000,64765.600,1149.905,332.880,6165.600,372.310,20966.000,0,11,winter
2016-11-22,2556.750,21689.100,468.796,50323.100,1456.960,1037.340,7141.522,16734.000,12066.500,1622.850,60719.200,1112.032,39198.200,5333.330,65243.600,1009.394,331.680,5481.450,412.410,24933.000,1,11,winter
2016-11-23,2604.500,21238.920,538.141,51670.400,1436.080,1056.210,7172.500,15952.000,12326.000,1723.650,69655.300,1129.123,42415.800,5547.550,64726.000,1105.354,318.990,5861.250,448.345,23507.000,2,11,winter
2016-11-24,2647.250,20531.760,582.003,52448.600,1474.800,982.980,7795.010,17064.000,12152.000,1612.140,82077.200,1104.420,37190.400,5549.860,64079.200,1060.965,413.625,6237.300,403.845,22878.000,3,11,winter
2016-11-25,2192.750,15863.460,532.746,48781.800,1375.040,1043.910,7374.518,15866.000,10664.000,1633.050,68957.200,884.497,32508.600,5040.070,62462.800,1026.529,245.010,5181.900,414.185,21048.000,4,11,winter
2016-11-26,704.250,9849.000,274.241,51347.500,869.280,397.020,328.002,5319.000,2232.500,1665.330,17647.500,653.440,2803.600,2749.580,62920.800,138.401,37.890,688.650,237.355,12981.000,5,11,winter
2016-11-27,695.000,8807.220,202.494,52500.200,448.000,11.730,164.015,2274.000,1862.500,1717.890,7520.200,642.759,1229.600,2201.460,62654.400,134.085,27.120,799.500,234.430,8658.000,6,11,winter
2016-11-28,2534.000,20236.860,510.747,53013.900,1451.840,1107.720,6503.554,16807.000,11620.500,1560.660,48829.300,1173.538,34359.200,5086.290,64130.000,1085.522,339.555,6622.950,475.255,23240.000,0,11,winter
2016-11-29,2903.500,20935.320,492.912,39659.400,1462.400,1240.260,2312.552,18141.000,12638.500,1614.390,49070.100,1145.223,35876.400,5382.600,64599.600,1144.119,356.880,6733.350,512.355,21820.000,1,11,winter
2016-11-30,2824.500,21452.820,509.666,43386.100,1338.240,1032.660,7802.550,15361.000,13105.500,1583.520,38311.900,1154.823,34490.200,5096.270,65351.600,1119.714,330.840,5491.950,461.080,24625.000,2,11,winter
2016-12-01,2794.750,21154.620,546.109,45206.800,1377.280,1209.030,6587.544,19442.000,12058.000,1484.700,42291.700,1178.331,30661.800,5090.830,64584.000,1221.796,363.090,5721.450,422.090,24552.000,3,12,winter
2016-12-02,2689.750,16673.340,388.647,48597.900,1389.200,1086.570,6792.524,16963.000,11310.500,1531.200,36477.400,956.537,3083.800,5212.370,62112.400,1214.776,235.980,4872.900,451.535,20924.000,4,12,winter
2016-12-03,1163.500,10283.760,195.946,46230.300,581.600,437.400,210.040,7665.000,2940.500,1682.100,14294.900,608.754,966.600,2413.110,60051.200,156.829,70.845,761.250,317.510,10544.000,5,12,winter
2016-12-04,1225.750,9200.220,174.112,43736.100,519.200,10.620,140.015,2455.000,2028.500,1626.390,7821.900,597.629,560.600,2176.880,59428.000,142.634,48.150,964.650,361.660,8280.000,6,12,winter
2016-12-05,3033.000,20592.600,1136.267,46935.000,1450.640,1123.950,6586.018,13811.000,10865.000,1644.900,32451.100,1139.225,36928.400,5127.790,61517.200,1171.041,486.195,6051.000,492.055,22841.000,0,12,winter
2016-12-06,3064.250,20792.940,636.610,47505.300,1440.960,1049.850,5267.517,17047.000,11798.500,1695.780,41836.200,1145.688,36994.800,5133.920,62410.400,1233.385,438.945,5837.250,507.330,25120.000,1,12,winter
2016-12-07,3056.250,20469.120,603.146,51414.100,1454.480,1247.190,5646.015,14185.000,12781.000,1549.440,29907.500,1145.066,34350.000,5254.970,62236.000,1283.564,474.120,6074.250,532.305,21902.000,2,12,winter
2016-12-08,2929.750,21125.340,491.891,52126.200,1487.840,1266.360,6813.537,16859.000,11652.000,1618.620,43524.900,1144.768,35688.800,5378.230,61796.800,1226.936,324.240,6164.700,492.165,23406.000,3,12,winter
2016-12-09,2364.500,17473.560,402.703,50303.900,1420.800,922.080,6821.538,16216.000,10828.500,1674.330,42755.500,967.823,41184.600,4199.840,62502.400,1239.415,200.940,3993.150,435.495,22327.000,4,12,winter
2016-12-10,1086.500,10622.760,239.092,48122.500,788.160,327.750,179.541,5756.000,2886.000,1621.590,11729.600,624.307,2833.200,2360.510,62913.600,158.950,59.160,715.500,301.315,10937.000,5,12,winter
2016-12-11,1091.500,8597.100,188.862,53123.100,397.760,10.020,172.506,2033.000,1996.500,1652.670,8105.000,612.672,696.200,2328.860,61884.400,139.046,34.845,959.850,278.320,8205.000,6,12,winter
2016-12-12,2676.750,21900.840,432.610,54406.700,1416.720,1089.780,6522.036,16708.000,11147.000,1542.060,40717.100,1135.972,47912.400,4744.430,62824.000,1106.903,511.380,6840.300,436.710,22652.000,0,12,winter
2016-12-13,2864.750,20882.580,448.788,53630.300,1393.600,1077.900,7599.021,16632.000,11182.000,1607.970,43549.400,1143.242,48336.600,5166.430,63030.800,1234.284,405.165,6160.950,495.515,23569.000,1,12,winter
2016-12-14,2659.000,21592.620,479.843,46394.100,1398.160,1076.970,6935.024,14873.000,12111.500,1532.220,55498.400,1172.705,50899.000,4802.160,62744.800,1142.809,374.610,6043.950,388.335,23382.000,2,12,winter
2016-12-15,2771.750,21301.560,415.768,46453.500,1402.640,1029.240,8736.014,17952.000,11892.000,1491.150,65348.300,876.231,49970.600,5160.910,62639.600,1185.896,403.995,4808.100,488.380,21568.000,3,12,winter
2016-12-16,2413.500,17052.720,404.185,45126.500,1250.480,513.690,8495.512,14788.000,10882.000,1670.760,57231.100,898.322,18768.000,5095.620,62040.800,1181.080,302.670,4686.450,517.665,18656.000,4,12,winter
2016-12-17,1156.500,10802.220,230.036,35591.100,715.760,343.650,442.510,2690.000,2473.500,1567.470,11372.200,610.684,908.800,3102.750,61747.600,155.773,37.575,763.500,330.330,8964.000,5,12,winter
2016-12-18,1147.000,8920.860,226.835,31596.200,422.160,10.440,176.000,3467.000,1971.500,1580.610,7684.000,606.883,740.600,2545.110,60510.400,142.713,38.400,772.650,305.585,7722.000,6,12,winter
2016-12-19,2663.000,20771.400,443.843,41377.600,1294.320,996.270,8399.526,16168.000,11954.000,1472.640,9593.400,1163.844,2738.400,5318.990,60435.200,1096.300,487.215,5233.950,482.240,16568.000,0,12,winter
2016-12-20,2707.000,21107.820,450.028,39751.800,1451.360,1091.370,7619.017,13622.000,12483.000,1479.570,9585.200,1182.636,2625.400,4256.130,60165.600,958.226,412.050,5459.850,520.340,14037.000,1,12,winter
2016-12-21,3099.000,20739.960,929.993,38679.900,1418.720,996.390,8072.014,13314.000,11022.500,1475.280,8971.100,1165.651,2846.600,3337.000,59505.600,832.893,458.640,3025.800,507.635,13653.000,2,12,winter
2016-12-22,2806.750,19868.460,1140.024,39309.000,1041.920,913.380,7785.027,5975.000,9778.000,1504.410,8378.900,1175.259,2774.400,2746.150,57369.600,623.990,417.840,1991.700,494.595,12323.000,3,12,winter
2016-12-23,1756.000,16281.840,907.165,40020.500,938.400,401.070,2201.516,529.000,7131.000,1556.550,7885.900,1006.455,2061.400,2002.940,58014.800,136.920,246.705,1084.200,474.690,7277.000,4,12,winter
2016-12-24,667.500,9690.000,166.126,8118.400,355.600,18.510,252.007,1.000,1845.500,1517.550,6769.400,645.691,453.400,1486.430,58727.600,133.013,31.335,673.500,238.405,7371.000,5,12,winter
2016-12-25,659.250,8972.220,185.838,6053.500,292.800,18.900,173.514,153.000,1775.000,1625.340,6769.600,652.823,416.000,1463.590,59170.400,133.338,25.560,650.250,214.885,7156.000,6,12,winter
2016-12-26,655.000,9877.860,202.908,6049.800,366.800,21.480,158.007,0.000,1782.000,1674.750,6765.200,679.516,498.200,1503.410,59653.600,134.644,47.220,592.200,203.790,7162.000,0,12,winter
2016-12-27,726.750,16529.100,311.255,6506.100,370.560,24.180,170.034,2718.000,4598.500,1662.930,7812.100,1093.047,1608.800,1523.240,59293.200,140.023,64.350,708.000,365.740,7854.000,1,12,winter
2016-12-28,764.750,13403.340,302.420,6309.200,366.800,15.060,172.537,4346.000,4416.500,1614.000,7655.100,1046.043,1813.800,1529.100,58807.200,139.615,62.385,728.550,362.630,7810.000,2,12,winter
2016-12-29,782.250,11944.500,290.558,6988.900,366.640,10.140,171.019,2653.000,3317.500,1614.000,8115.700,1013.436,1863.400,1531.440,58656.400,142.875,86.280,812.550,403.080,8245.000,3,12,winter
2016-12-30,791.000,10396.020,297.763,7534.100,369.760,9.480,178.517,2318.000,3762.500,1651.050,8043.100,989.245,2222.600,1535.760,57068.000,139.941,74.340,839.550,416.030,7337.000,4,12,winter
2016-12-31,858.500,9363.600,171.281,7000.000,364.240,9.270,173.515,3169.000,1958.000,1620.660,7238.700,596.225,2855.000,1508.070,56916.400,139.040,43.395,824.850,359.445,6929.000,5,12,winter
2017-01-01,9.250,90.000,2.212,72.500,3.200,0.030,1.500,32.000,21.500,10.950,76.300,6.175,19.800,13.470,589.600,1.469,0.960,11.700,2.985,71.000,6,1,winter
