timestamp_utc,load_kw,grid_import_kw,grid_import_kwh,energy_cost_eur,grid_peak_so_far_kw,demand_increment_kw,demand_increment_cost_eur
2017-03-26 10:15:00+00:00,5.115,5.115,1.279,0.320,7.865,0.000,0.000
2017-03-26 10:30:00+00:00,5.725,5.725,1.431,0.358,7.865,0.000,0.000
2017-03-26 10:45:00+00:00,5.110,5.110,1.278,0.319,7.865,0.000,0.000
2017-03-26 11:00:00+00:00,4.905,4.905,1.226,0.307,7.865,0.000,0.000
2017-03-26 11:15:00+00:00,4.960,4.960,1.240,0.310,7.865,0.000,0.000
2017-03-26 11:30:00+00:00,4.850,4.850,1.212,0.303,7.865,0.000,0.000
2017-03-26 11:45:00+00:00,5.065,5.065,1.266,0.317,7.865,0.000,0.000
2017-03-26 12:00:00+00:00,6.190,6.190,1.548,0.387,7.865,0.000,0.000
2017-03-26 12:15:00+00:00,5.285,5.285,1.321,0.330,7.865,0.000,0.000
2017-03-26 12:30:00+00:00,5.725,5.725,1.431,0.358,7.865,0.000,0.000
2017-03-26 12:45:00+00:00,5.140,5.140,1.285,0.321,7.865,0.000,0.000
2017-03-26 13:00:00+00:00,5.115,5.115,1.279,0.320,7.865,0.000,0.000
2017-03-26 13:15:00+00:00,4.860,4.860,1.215,0.304,7.865,0.000,0.000
2017-03-26 13:30:00+00:00,5.185,5.185,1.296,0.324,7.865,0.000,0.000
2017-03-26 13:45:00+00:00,4.890,4.890,1.222,0.306,7.865,0.000,0.000
2017-03-26 14:00:00+00:00,4.835,4.835,1.209,0.302,7.865,0.000,0.000
2017-03-26 14:15:00+00:00,5.445,5.445,1.361,0.340,7.865,0.000,0.000
2017-03-26 14:30:00+00:00,5.080,5.080,1.270,0.318,7.865,0.000,0.000
2017-03-26 14:45:00+00:00,4.765,4.765,1.191,0.298,7.865,0.000,0.000
2017-03-26 15:00:00+00:00,4.985,4.985,1.246,0.312,7.865,0.000,0.000
2017-03-26 15:15:00+00:00,5.105,5.105,1.276,0.319,7.865,0.000,0.000
2017-03-26 15:30:00+00:00,5.045,5.045,1.261,0.315,7.865,0.000,0.000
2017-03-26 15:45:00+00:00,4.830,4.830,1.208,0.302,7.865,0.000,0.000
2017-03-26 16:00:00+00:00,4.895,4.895,1.224,0.306,7.865,0.000,0.000
2017-03-26 16:15:00+00:00,4.825,4.825,1.206,0.302,7.865,0.000,0.000
2017-03-26 16:30:00+00:00,5.290,5.290,1.323,0.331,7.865,0.000,0.000
2017-03-26 16:45:00+00:00,5.035,5.035,1.259,0.315,7.865,0.000,0.000
2017-03-26 17:00:00+00:00,5.260,5.260,1.315,0.329,7.865,0.000,0.000
2017-03-26 17:15:00+00:00,5.260,5.260,1.315,0.329,7.865,0.000,0.000
2017-03-26 17:30:00+00:00,5.430,5.430,1.357,0.339,7.865,0.000,0.000
2017-03-26 17:45:00+00:00,5.030,5.030,1.258,0.314,7.865,0.000,0.000
2017-03-26 18:00:00+00:00,5.110,5.110,1.278,0.319,7.865,0.000,0.000
2017-03-26 18:15:00+00:00,5.130,5.130,1.282,0.321,7.865,0.000,0.000
2017-03-26 18:30:00+00:00,5.665,5.665,1.416,0.354,7.865,0.000,0.000
2017-03-26 18:45:00+00:00,5.845,5.845,1.461,0.365,7.865,0.000,0.000
2017-03-26 19:00:00+00:00,5.530,5.530,1.383,0.346,7.865,0.000,0.000
2017-03-26 19:15:00+00:00,5.320,5.320,1.330,0.333,7.865,0.000,0.000
2017-03-26 19:30:00+00:00,5.355,5.355,1.339,0.335,7.865,0.000,0.000
2017-03-26 19:45:00+00:00,5.750,5.750,1.438,0.359,7.865,0.000,0.000
2017-03-26 20:00:00+00:00,5.790,5.790,1.448,0.362,7.865,0.000,0.000
2017-03-26 20:15:00+00:00,5.980,5.980,1.495,0.374,7.865,0.000,0.000
2017-03-26 20:30:00+00:00,5.660,5.660,1.415,0.354,7.865,0.000,0.000
2017-03-26 20:45:00+00:00,5.790,5.790,1.448,0.362,7.865,0.000,0.000
2017-03-26 21:00:00+00:00,5.220,5.220,1.305,0.326,7.865,0.000,0.000
2017-03-26 21:15:00+00:00,5.485,5.485,1.371,0.343,7.865,0.000,0.000
2017-03-26 21:30:00+00:00,5.310,5.310,1.327,0.332,7.865,0.000,0.000
2017-03-26 21:45:00+00:00,6.140,6.140,1.535,0.384,7.865,0.000,0.000
2017-03-26 22:00:00+00:00,5.910,5.910,1.478,0.369,7.865,0.000,0.000
2017-03-26 22:15:00+00:00,5.175,5.175,1.294,0.323,7.865,0.000,0.000
2017-03-26 22:30:00+00:00,4.975,4.975,1.244,0.311,7.865,0.000,0.000
2017-03-26 22:45:00+00:00,4.860,4.860,1.215,0.304,7.865,0.000,0.000
2017-03-26 23:00:00+00:00,3.850,3.850,0.963,0.241,7.865,0.000,0.000
2017-03-26 23:15:00+00:00,2.670,2.670,0.667,0.167,7.865,0.000,0.000
2017-03-26 23:30:00+00:00,2.595,2.595,0.649,0.162,7.865,0.000,0.000
2017-03-26 23:45:00+00:00,1.275,1.275,0.319,0.080,7.865,0.000,0.000
2017-03-27 00:00:00+00:00,1.170,1.170,0.292,0.073,7.865,0.000,0.000
2017-03-27 00:15:00+00:00,1.270,1.270,0.318,0.079,7.865,0.000,0.000
2017-03-27 00:30:00+00:00,1.265,1.265,0.316,0.079,7.865,0.000,0.000
2017-03-27 00:45:00+00:00,1.370,1.370,0.343,0.086,7.865,0.000,0.000
2017-03-27 01:00:00+00:00,1.110,1.110,0.278,0.069,7.865,0.000,0.000
2017-03-27 01:15:00+00:00,1.120,1.120,0.280,0.070,7.865,0.000,0.000
2017-03-27 01:30:00+00:00,1.215,1.215,0.304,0.076,7.865,0.000,0.000
2017-03-27 01:45:00+00:00,1.375,1.375,0.344,0.086,7.865,0.000,0.000
2017-03-27 02:00:00+00:00,1.485,1.485,0.371,0.093,7.865,0.000,0.000
2017-03-27 02:15:00+00:00,1.460,1.460,0.365,0.091,7.865,0.000,0.000
2017-03-27 02:30:00+00:00,2.560,2.560,0.640,0.160,7.865,0.000,0.000
2017-03-27 02:45:00+00:00,2.250,2.250,0.562,0.141,7.865,0.000,0.000
2017-03-27 03:00:00+00:00,1.810,1.810,0.453,0.113,7.865,0.000,0.000
2017-03-27 03:15:00+00:00,1.765,1.765,0.441,0.110,7.865,0.000,0.000
2017-03-27 03:30:00+00:00,1.600,1.600,0.400,0.100,7.865,0.000,0.000
2017-03-27 03:45:00+00:00,1.380,1.380,0.345,0.086,7.865,0.000,0.000
2017-03-27 04:00:00+00:00,1.330,1.330,0.333,0.083,7.865,0.000,0.000
2017-03-27 04:15:00+00:00,1.445,1.445,0.361,0.090,7.865,0.000,0.000
2017-03-27 04:30:00+00:00,1.910,1.910,0.477,0.119,7.865,0.000,0.000
2017-03-27 04:45:00+00:00,2.040,2.040,0.510,0.128,7.865,0.000,0.000
2017-03-27 05:00:00+00:00,1.865,1.865,0.466,0.117,7.865,0.000,0.000
2017-03-27 05:15:00+00:00,1.510,1.510,0.378,0.094,7.865,0.000,0.000
2017-03-27 05:30:00+00:00,1.370,1.370,0.343,0.086,7.865,0.000,0.000
2017-03-27 05:45:00+00:00,1.360,1.360,0.340,0.085,7.865,0.000,0.000
2017-03-27 06:00:00+00:00,1.250,1.250,0.312,0.078,7.865,0.000,0.000
2017-03-27 06:15:00+00:00,1.460,1.460,0.365,0.091,7.865,0.000,0.000
2017-03-27 06:30:00+00:00,1.070,1.070,0.268,0.067,7.865,0.000,0.000
2017-03-27 06:45:00+00:00,1.110,1.110,0.278,0.069,7.865,0.000,0.000
2017-03-27 07:00:00+00:00,4.355,4.355,1.089,0.272,7.865,0.000,0.000
2017-03-27 07:15:00+00:00,5.635,5.635,1.409,0.352,7.865,0.000,0.000
2017-03-27 07:30:00+00:00,5.185,5.185,1.296,0.324,7.865,0.000,0.000
2017-03-27 07:45:00+00:00,4.875,4.875,1.219,0.305,7.865,0.000,0.000
2017-03-27 08:00:00+00:00,5.390,5.390,1.347,0.337,7.865,0.000,0.000
2017-03-27 08:15:00+00:00,5.360,5.360,1.340,0.335,7.865,0.000,0.000
2017-03-27 08:30:00+00:00,5.265,5.265,1.316,0.329,7.865,0.000,0.000
2017-03-27 08:45:00+00:00,5.310,5.310,1.327,0.332,7.865,0.000,0.000
2017-03-27 09:00:00+00:00,5.535,5.535,1.384,0.346,7.865,0.000,0.000
2017-03-27 09:15:00+00:00,5.310,5.310,1.327,0.332,7.865,0.000,0.000
2017-03-27 09:30:00+00:00,4.910,4.910,1.228,0.307,7.865,0.000,0.000
2017-03-27 09:45:00+00:00,5.595,5.595,1.399,0.350,7.865,0.000,0.000
2017-03-27 10:00:00+00:00,5.555,5.555,1.389,0.347,7.865,0.000,0.000
2017-03-27 10:15:00+00:00,4.990,4.990,1.248,0.312,7.865,0.000,0.000
2017-03-27 10:30:00+00:00,4.680,4.680,1.170,0.292,7.865,0.000,0.000
2017-03-27 10:45:00+00:00,4.855,4.855,1.214,0.303,7.865,0.000,0.000
2017-03-27 11:00:00+00:00,6.335,6.335,1.584,0.396,7.865,0.000,0.000
2017-03-27 11:15:00+00:00,5.510,5.510,1.377,0.344,7.865,0.000,0.000
2017-03-27 11:30:00+00:00,5.110,5.110,1.278,0.319,7.865,0.000,0.000
2017-03-27 11:45:00+00:00,5.155,5.155,1.289,0.322,7.865,0.000,0.000
2017-03-27 12:00:00+00:00,5.125,5.125,1.281,0.320,7.865,0.000,0.000
2017-03-27 12:15:00+00:00,5.385,5.385,1.346,0.337,7.865,0.000,0.000
2017-03-27 12:30:00+00:00,4.775,4.775,1.194,0.298,7.865,0.000,0.000
2017-03-27 12:45:00+00:00,4.800,4.800,1.200,0.300,7.865,0.000,0.000
2017-03-27 13:00:00+00:00,5.230,5.230,1.308,0.327,7.865,0.000,0.000
2017-03-27 13:15:00+00:00,5.155,5.155,1.289,0.322,7.865,0.000,0.000
2017-03-27 13:30:00+00:00,5.210,5.210,1.302,0.326,7.865,0.000,0.000
2017-03-27 13:45:00+00:00,5.165,5.165,1.291,0.323,7.865,0.000,0.000
2017-03-27 14:00:00+00:00,4.900,4.900,1.225,0.306,7.865,0.000,0.000
2017-03-27 14:15:00+00:00,5.020,5.020,1.255,0.314,7.865,0.000,0.000
2017-03-27 14:30:00+00:00,4.765,4.765,1.191,0.298,7.865,0.000,0.000
2017-03-27 14:45:00+00:00,4.755,4.755,1.189,0.297,7.865,0.000,0.000
2017-03-27 15:00:00+00:00,4.885,4.885,1.221,0.305,7.865,0.000,0.000
2017-03-27 15:15:00+00:00,5.240,5.240,1.310,0.328,7.865,0.000,0.000
2017-03-27 15:30:00+00:00,4.855,4.855,1.214,0.303,7.865,0.000,0.000
2017-03-27 15:45:00+00:00,4.775,4.775,1.194,0.298,7.865,0.000,0.000
2017-03-27 16:00:00+00:00,5.610,5.610,1.403,0.351,7.865,0.000,0.000
2017-03-27 16:15:00+00:00,5.195,5.195,1.299,0.325,7.865,0.000,0.000
2017-03-27 16:30:00+00:00,5.435,5.435,1.359,0.340,7.865,0.000,0.000
2017-03-27 16:45:00+00:00,5.305,5.305,1.326,0.332,7.865,0.000,0.000
2017-03-27 17:00:00+00:00,5.235,5.235,1.309,0.327,7.865,0.000,0.000
2017-03-27 17:15:00+00:00,5.100,5.100,1.275,0.319,7.865,0.000,0.000
2017-03-27 17:30:00+00:00,4.880,4.880,1.220,0.305,7.865,0.000,0.000
2017-03-27 17:45:00+00:00,4.965,4.965,1.241,0.310,7.865,0.000,0.000
2017-03-27 18:00:00+00:00,5.215,5.215,1.304,0.326,7.865,0.000,0.000
2017-03-27 18:15:00+00:00,5.415,5.415,1.354,0.338,7.865,0.000,0.000
2017-03-27 18:30:00+00:00,5.080,5.080,1.270,0.318,7.865,0.000,0.000
2017-03-27 18:45:00+00:00,5.580,5.580,1.395,0.349,7.865,0.000,0.000
2017-03-27 19:00:00+00:00,6.030,6.030,1.508,0.377,7.865,0.000,0.000
2017-03-27 19:15:00+00:00,5.730,5.730,1.433,0.358,7.865,0.000,0.000
2017-03-27 19:30:00+00:00,6.480,6.480,1.620,0.405,7.865,0.000,0.000
2017-03-27 19:45:00+00:00,6.640,6.640,1.660,0.415,7.865,0.000,0.000
2017-03-27 20:00:00+00:00,6.065,6.065,1.516,0.379,7.865,0.000,0.000
2017-03-27 20:15:00+00:00,6.050,6.050,1.512,0.378,7.865,0.000,0.000
2017-03-27 20:30:00+00:00,5.745,5.745,1.436,0.359,7.865,0.000,0.000
2017-03-27 20:45:00+00:00,6.390,6.390,1.597,0.399,7.865,0.000,0.000
2017-03-27 21:00:00+00:00,5.590,5.590,1.397,0.349,7.865,0.000,0.000
2017-03-27 21:15:00+00:00,5.160,5.160,1.290,0.323,7.865,0.000,0.000
2017-03-27 21:30:00+00:00,4.845,4.845,1.211,0.303,7.865,0.000,0.000
2017-03-27 21:45:00+00:00,4.620,4.620,1.155,0.289,7.865,0.000,0.000
2017-03-27 22:00:00+00:00,4.210,4.210,1.052,0.263,7.865,0.000,0.000
2017-03-27 22:15:00+00:00,3.890,3.890,0.973,0.243,7.865,0.000,0.000
2017-03-27 22:30:00+00:00,3.750,3.750,0.938,0.234,7.865,0.000,0.000
2017-03-27 22:45:00+00:00,4.380,4.380,1.095,0.274,7.865,0.000,0.000
2017-03-27 23:00:00+00:00,3.975,3.975,0.994,0.248,7.865,0.000,0.000
2017-03-27 23:15:00+00:00,3.795,3.795,0.949,0.237,7.865,0.000,0.000
2017-03-27 23:30:00+00:00,3.565,3.565,0.891,0.223,7.865,0.000,0.000
2017-03-27 23:45:00+00:00,3.565,3.565,0.891,0.223,7.865,0.000,0.000
2017-03-28 00:00:00+00:00,3.795,3.795,0.949,0.237,7.865,0.000,0.000
2017-03-28 00:15:00+00:00,3.230,3.230,0.807,0.202,7.865,0.000,0.000
2017-03-28 00:30:00+00:00,2.390,2.390,0.598,0.149,7.865,0.000,0.000
2017-03-28 00:45:00+00:00,2.545,2.545,0.636,0.159,7.865,0.000,0.000
2017-03-28 01:00:00+00:00,1.815,1.815,0.454,0.113,7.865,0.000,0.000
2017-03-28 01:15:00+00:00,1.720,1.720,0.430,0.107,7.865,0.000,0.000
2017-03-28 01:30:00+00:00,2.000,2.000,0.500,0.125,7.865,0.000,0.000
2017-03-28 01:45:00+00:00,2.175,2.175,0.544,0.136,7.865,0.000,0.000
2017-03-28 02:00:00+00:00,1.760,1.760,0.440,0.110,7.865,0.000,0.000
2017-03-28 02:15:00+00:00,1.840,1.840,0.460,0.115,7.865,0.000,0.000
2017-03-28 02:30:00+00:00,2.960,2.960,0.740,0.185,7.865,0.000,0.000
2017-03-28 02:45:00+00:00,2.860,2.860,0.715,0.179,7.865,0.000,0.000
2017-03-28 03:00:00+00:00,2.495,2.495,0.624,0.156,7.865,0.000,0.000
2017-03-28 03:15:00+00:00,2.255,2.255,0.564,0.141,7.865,0.000,0.000
2017-03-28 03:30:00+00:00,2.260,2.260,0.565,0.141,7.865,0.000,0.000
2017-03-28 03:45:00+00:00,2.305,2.305,0.576,0.144,7.865,0.000,0.000
2017-03-28 04:00:00+00:00,1.950,1.950,0.487,0.122,7.865,0.000,0.000
2017-03-28 04:15:00+00:00,1.780,1.780,0.445,0.111,7.865,0.000,0.000
2017-03-28 04:30:00+00:00,1.675,1.675,0.419,0.105,7.865,0.000,0.000
2017-03-28 04:45:00+00:00,1.600,1.600,0.400,0.100,7.865,0.000,0.000
2017-03-28 05:00:00+00:00,1.630,1.630,0.407,0.102,7.865,0.000,0.000
2017-03-28 05:15:00+00:00,1.595,1.595,0.399,0.100,7.865,0.000,0.000
2017-03-28 05:30:00+00:00,1.335,1.335,0.334,0.083,7.865,0.000,0.000
2017-03-28 05:45:00+00:00,1.130,1.130,0.282,0.071,7.865,0.000,0.000
2017-03-28 06:00:00+00:00,1.370,1.370,0.343,0.086,7.865,0.000,0.000
2017-03-28 06:15:00+00:00,1.340,1.340,0.335,0.084,7.865,0.000,0.000
2017-03-28 06:30:00+00:00,2.140,2.140,0.535,0.134,7.865,0.000,0.000
2017-03-28 06:45:00+00:00,3.275,3.275,0.819,0.205,7.865,0.000,0.000
2017-03-28 07:00:00+00:00,3.140,3.140,0.785,0.196,7.865,0.000,0.000
2017-03-28 07:15:00+00:00,3.715,3.715,0.929,0.232,7.865,0.000,0.000
2017-03-28 07:30:00+00:00,5.125,5.125,1.281,0.320,7.865,0.000,0.000
2017-03-28 07:45:00+00:00,5.810,5.810,1.452,0.363,7.865,0.000,0.000
2017-03-28 08:00:00+00:00,5.550,5.550,1.387,0.347,7.865,0.000,0.000
2017-03-28 08:15:00+00:00,5.100,5.100,1.275,0.319,7.865,0.000,0.000
2017-03-28 08:30:00+00:00,5.125,5.125,1.281,0.320,7.865,0.000,0.000
2017-03-28 08:45:00+00:00,5.095,5.095,1.274,0.318,7.865,0.000,0.000
2017-03-28 09:00:00+00:00,5.155,5.155,1.289,0.322,7.865,0.000,0.000
2017-03-28 09:15:00+00:00,5.165,5.165,1.291,0.323,7.865,0.000,0.000
2017-03-28 09:30:00+00:00,4.845,4.845,1.211,0.303,7.865,0.000,0.000
2017-03-28 09:45:00+00:00,5.780,5.780,1.445,0.361,7.865,0.000,0.000
2017-03-28 10:00:00+00:00,5.310,5.310,1.327,0.332,7.865,0.000,0.000
2017-03-28 10:15:00+00:00,4.810,4.810,1.202,0.301,7.865,0.000,0.000
2017-03-28 10:30:00+00:00,4.970,4.970,1.242,0.311,7.865,0.000,0.000
2017-03-28 10:45:00+00:00,5.040,5.040,1.260,0.315,7.865,0.000,0.000
2017-03-28 11:00:00+00:00,5.025,5.025,1.256,0.314,7.865,0.000,0.000
2017-03-28 11:15:00+00:00,5.070,5.070,1.268,0.317,7.865,0.000,0.000
2017-03-28 11:30:00+00:00,4.955,4.955,1.239,0.310,7.865,0.000,0.000
2017-03-28 11:45:00+00:00,4.925,4.925,1.231,0.308,7.865,0.000,0.000
2017-03-28 12:00:00+00:00,4.735,4.735,1.184,0.296,7.865,0.000,0.000
2017-03-28 12:15:00+00:00,5.350,5.350,1.337,0.334,7.865,0.000,0.000
2017-03-28 12:30:00+00:00,4.450,4.450,1.113,0.278,7.865,0.000,0.000
2017-03-28 12:45:00+00:00,4.640,4.640,1.160,0.290,7.865,0.000,0.000
2017-03-28 13:00:00+00:00,4.910,4.910,1.228,0.307,7.865,0.000,0.000
2017-03-28 13:15:00+00:00,5.285,5.285,1.321,0.330,7.865,0.000,0.000
2017-03-28 13:30:00+00:00,5.360,5.360,1.340,0.335,7.865,0.000,0.000
2017-03-28 13:45:00+00:00,4.990,4.990,1.248,0.312,7.865,0.000,0.000
2017-03-28 14:00:00+00:00,4.935,4.935,1.234,0.308,7.865,0.000,0.000
2017-03-28 14:15:00+00:00,5.020,5.020,1.255,0.314,7.865,0.000,0.000
2017-03-28 14:30:00+00:00,5.200,5.200,1.300,0.325,7.865,0.000,0.000
2017-03-28 14:45:00+00:00,6.280,6.280,1.570,0.393,7.865,0.000,0.000
2017-03-28 15:00:00+00:00,5.105,5.105,1.276,0.319,7.865,0.000,0.000
2017-03-28 15:15:00+00:00,5.185,5.185,1.296,0.324,7.865,0.000,0.000
2017-03-28 15:30:00+00:00,4.655,4.655,1.164,0.291,7.865,0.000,0.000
2017-03-28 15:45:00+00:00,5.435,5.435,1.359,0.340,7.865,0.000,0.000
2017-03-28 16:00:00+00:00,5.625,5.625,1.406,0.352,7.865,0.000,0.000
2017-03-28 16:15:00+00:00,4.845,4.845,1.211,0.303,7.865,0.000,0.000
2017-03-28 16:30:00+00:00,5.165,5.165,1.291,0.323,7.865,0.000,0.000
2017-03-28 16:45:00+00:00,5.060,5.060,1.265,0.316,7.865,0.000,0.000
2017-03-28 17:00:00+00:00,5.270,5.270,1.317,0.329,7.865,0.000,0.000
2017-03-28 17:15:00+00:00,4.965,4.965,1.241,0.310,7.865,0.000,0.000
2017-03-28 17:30:00+00:00,4.885,4.885,1.221,0.305,7.865,0.000,0.000
2017-03-28 17:45:00+00:00,4.945,4.945,1.236,0.309,7.865,0.000,0.000
2017-03-28 18:00:00+00:00,5.165,5.165,1.291,0.323,7.865,0.000,0.000
2017-03-28 18:15:00+00:00,5.245,5.245,1.311,0.328,7.865,0.000,0.000
2017-03-28 18:30:00+00:00,5.495,5.495,1.374,0.343,7.865,0.000,0.000
2017-03-28 18:45:00+00:00,5.645,5.645,1.411,0.353,7.865,0.000,0.000
2017-03-28 19:00:00+00:00,5.510,5.510,1.377,0.344,7.865,0.000,0.000
2017-03-28 19:15:00+00:00,5.010,5.010,1.252,0.313,7.865,0.000,0.000
2017-03-28 19:30:00+00:00,5.150,5.150,1.288,0.322,7.865,0.000,0.000
2017-03-28 19:45:00+00:00,5.795,5.795,1.449,0.362,7.865,0.000,0.000
2017-03-28 20:00:00+00:00,5.610,5.610,1.403,0.351,7.865,0.000,0.000
2017-03-28 20:15:00+00:00,5.735,5.735,1.434,0.358,7.865,0.000,0.000
2017-03-28 20:30:00+00:00,5.340,5.340,1.335,0.334,7.865,0.000,0.000
2017-03-28 20:45:00+00:00,5.920,5.920,1.480,0.370,7.865,0.000,0.000
2017-03-28 21:00:00+00:00,6.315,6.315,1.579,0.395,7.865,0.000,0.000
2017-03-28 21:15:00+00:00,5.240,5.240,1.310,0.328,7.865,0.000,0.000
2017-03-28 21:30:00+00:00,5.055,5.055,1.264,0.316,7.865,0.000,0.000
2017-03-28 21:45:00+00:00,4.325,4.325,1.081,0.270,7.865,0.000,0.000
2017-03-28 22:00:00+00:00,4.090,4.090,1.022,0.256,7.865,0.000,0.000
2017-03-28 22:15:00+00:00,4.425,4.425,1.106,0.277,7.865,0.000,0.000
2017-03-28 22:30:00+00:00,3.910,3.910,0.978,0.244,7.865,0.000,0.000
2017-03-28 22:45:00+00:00,3.975,3.975,0.994,0.248,7.865,0.000,0.000
2017-03-28 23:00:00+00:00,4.025,4.025,1.006,0.252,7.865,0.000,0.000
2017-03-28 23:15:00+00:00,3.625,3.625,0.906,0.227,7.865,0.000,0.000
2017-03-28 23:30:00+00:00,4.090,4.090,1.022,0.256,7.865,0.000,0.000
2017-03-28 23:45:00+00:00,3.360,3.360,0.840,0.210,7.865,0.000,0.000
2017-03-29 00:00:00+00:00,2.915,2.915,0.729,0.182,7.865,0.000,0.000
2017-03-29 00:15:00+00:00,3.850,3.850,0.963,0.241,7.865,0.000,0.000
2017-03-29 00:30:00+00:00,3.380,3.380,0.845,0.211,7.865,0.000,0.000
2017-03-29 00:45:00+00:00,3.635,3.635,0.909,0.227,7.865,0.000,0.000
2017-03-29 01:00:00+00:00,3.420,3.420,0.855,0.214,7.865,0.000,0.000
2017-03-29 01:15:00+00:00,3.025,3.025,0.756,0.189,7.865,0.000,0.000
2017-03-29 01:30:00+00:00,2.675,2.675,0.669,0.167,7.865,0.000,0.000
2017-03-29 01:45:00+00:00,3.250,3.250,0.812,0.203,7.865,0.000,0.000
2017-03-29 02:00:00+00:00,3.015,3.015,0.754,0.188,7.865,0.000,0.000
2017-03-29 02:15:00+00:00,3.120,3.120,0.780,0.195,7.865,0.000,0.000
2017-03-29 02:30:00+00:00,4.550,4.550,1.137,0.284,7.865,0.000,0.000
2017-03-29 02:45:00+00:00,4.675,4.675,1.169,0.292,7.865,0.000,0.000
2017-03-29 03:00:00+00:00,4.230,4.230,1.058,0.264,7.865,0.000,0.000
2017-03-29 03:15:00+00:00,3.845,3.845,0.961,0.240,7.865,0.000,0.000
2017-03-29 03:30:00+00:00,3.610,3.610,0.902,0.226,7.865,0.000,0.000
2017-03-29 03:45:00+00:00,3.905,3.905,0.976,0.244,7.865,0.000,0.000
2017-03-29 04:00:00+00:00,3.130,3.130,0.782,0.196,7.865,0.000,0.000
2017-03-29 04:15:00+00:00,1.855,1.855,0.464,0.116,7.865,0.000,0.000
2017-03-29 04:30:00+00:00,2.205,2.205,0.551,0.138,7.865,0.000,0.000
2017-03-29 04:45:00+00:00,1.805,1.805,0.451,0.113,7.865,0.000,0.000
2017-03-29 05:00:00+00:00,1.655,1.655,0.414,0.103,7.865,0.000,0.000
2017-03-29 05:15:00+00:00,1.405,1.405,0.351,0.088,7.865,0.000,0.000
2017-03-29 05:30:00+00:00,1.170,1.170,0.292,0.073,7.865,0.000,0.000
2017-03-29 05:45:00+00:00,1.110,1.110,0.278,0.069,7.865,0.000,0.000
2017-03-29 06:00:00+00:00,1.015,1.015,0.254,0.063,7.865,0.000,0.000
2017-03-29 06:15:00+00:00,0.885,0.885,0.221,0.055,7.865,0.000,0.000
2017-03-29 06:30:00+00:00,0.925,0.925,0.231,0.058,7.865,0.000,0.000
2017-03-29 06:45:00+00:00,1.095,1.095,0.274,0.068,7.865,0.000,0.000
2017-03-29 07:00:00+00:00,0.885,0.885,0.221,0.055,7.865,0.000,0.000
2017-03-29 07:15:00+00:00,2.785,2.785,0.696,0.174,7.865,0.000,0.000
2017-03-29 07:30:00+00:00,6.425,6.425,1.606,0.402,7.865,0.000,0.000
2017-03-29 07:45:00+00:00,4.355,4.355,1.089,0.272,7.865,0.000,0.000
2017-03-29 08:00:00+00:00,4.790,4.790,1.198,0.299,7.865,0.000,0.000
2017-03-29 08:15:00+00:00,5.425,5.425,1.356,0.339,7.865,0.000,0.000
2017-03-29 08:30:00+00:00,6.115,6.115,1.529,0.382,7.865,0.000,0.000
2017-03-29 08:45:00+00:00,6.110,6.110,1.528,0.382,7.865,0.000,0.000
2017-03-29 09:00:00+00:00,4.840,4.840,1.210,0.302,7.865,0.000,0.000
2017-03-29 09:15:00+00:00,5.120,5.120,1.280,0.320,7.865,0.000,0.000
2017-03-29 09:30:00+00:00,5.260,5.260,1.315,0.329,7.865,0.000,0.000
2017-03-29 09:45:00+00:00,5.265,5.265,1.316,0.329,7.865,0.000,0.000
2017-03-29 10:00:00+00:00,5.155,5.155,1.289,0.322,7.865,0.000,0.000
2017-03-29 10:15:00+00:00,4.635,4.635,1.159,0.290,7.865,0.000,0.000
2017-03-29 10:30:00+00:00,5.070,5.070,1.268,0.317,7.865,0.000,0.000
2017-03-29 10:45:00+00:00,4.880,4.880,1.220,0.305,7.865,0.000,0.000
2017-03-29 11:00:00+00:00,5.335,5.335,1.334,0.333,7.865,0.000,0.000
2017-03-29 11:15:00+00:00,5.440,5.440,1.360,0.340,7.865,0.000,0.000
2017-03-29 11:30:00+00:00,4.685,4.685,1.171,0.293,7.865,0.000,0.000
2017-03-29 11:45:00+00:00,5.055,5.055,1.264,0.316,7.865,0.000,0.000
2017-03-29 12:00:00+00:00,5.275,5.275,1.319,0.330,7.865,0.000,0.000
2017-03-29 12:15:00+00:00,5.055,5.055,1.264,0.316,7.865,0.000,0.000
2017-03-29 12:30:00+00:00,4.585,4.585,1.146,0.287,7.865,0.000,0.000
2017-03-29 12:45:00+00:00,4.765,4.765,1.191,0.298,7.865,0.000,0.000
2017-03-29 13:00:00+00:00,5.070,5.070,1.268,0.317,7.865,0.000,0.000
2017-03-29 13:15:00+00:00,5.230,5.230,1.308,0.327,7.865,0.000,0.000
2017-03-29 13:30:00+00:00,5.020,5.020,1.255,0.314,7.865,0.000,0.000
2017-03-29 13:45:00+00:00,5.295,5.295,1.324,0.331,7.865,0.000,0.000
2017-03-29 14:00:00+00:00,5.150,5.150,1.288,0.322,7.865,0.000,0.000
2017-03-29 14:15:00+00:00,5.115,5.115,1.279,0.320,7.865,0.000,0.000
2017-03-29 14:30:00+00:00,4.950,4.950,1.238,0.309,7.865,0.000,0.000
2017-03-29 14:45:00+00:00,4.940,4.940,1.235,0.309,7.865,0.000,0.000
2017-03-29 15:00:00+00:00,5.285,5.285,1.321,0.330,7.865,0.000,0.000
2017-03-29 15:15:00+00:00,4.940,4.940,1.235,0.309,7.865,0.000,0.000
