timestamp_utc,load_kw,grid_import_kw,grid_import_kwh,energy_cost_eur,grid_peak_so_far_kw,demand_increment_kw,demand_increment_cost_eur
2016-12-31 23:15:00+00:00,4.340,4.340,1.085,0.271,4.340,4.340,434.000
2016-12-31 23:30:00+00:00,4.510,4.510,1.127,0.282,4.510,0.170,17.000
2016-12-31 23:45:00+00:00,3.795,3.795,0.949,0.237,4.510,0.000,0.000
2017-01-01 00:00:00+00:00,4.245,4.245,1.061,0.265,4.510,0.000,0.000
2017-01-01 00:15:00+00:00,4.050,4.050,1.012,0.253,4.510,0.000,0.000
2017-01-01 00:30:00+00:00,3.770,3.770,0.943,0.236,4.510,0.000,0.000
2017-01-01 00:45:00+00:00,3.110,3.110,0.777,0.194,4.510,0.000,0.000
2017-01-01 01:00:00+00:00,1.990,1.990,0.497,0.124,4.510,0.000,0.000
2017-01-01 01:15:00+00:00,1.690,1.690,0.422,0.106,4.510,0.000,0.000
2017-01-01 01:30:00+00:00,1.565,1.565,0.391,0.098,4.510,0.000,0.000
2017-01-01 01:45:00+00:00,1.710,1.710,0.427,0.107,4.510,0.000,0.000
2017-01-01 02:00:00+00:00,1.510,1.510,0.378,0.094,4.510,0.000,0.000
2017-01-01 02:15:00+00:00,1.750,1.750,0.438,0.109,4.510,0.000,0.000
2017-01-01 02:30:00+00:00,1.670,1.670,0.417,0.104,4.510,0.000,0.000
2017-01-01 02:45:00+00:00,1.855,1.855,0.464,0.116,4.510,0.000,0.000
2017-01-01 03:00:00+00:00,1.570,1.570,0.393,0.098,4.510,0.000,0.000
2017-01-01 03:15:00+00:00,1.940,1.940,0.485,0.121,4.510,0.000,0.000
2017-01-01 03:30:00+00:00,3.600,3.600,0.900,0.225,4.510,0.000,0.000
2017-01-01 03:45:00+00:00,2.935,2.935,0.734,0.183,4.510,0.000,0.000
2017-01-01 04:00:00+00:00,1.705,1.705,0.426,0.107,4.510,0.000,0.000
2017-01-01 04:15:00+00:00,1.125,1.125,0.281,0.070,4.510,0.000,0.000
2017-01-01 04:30:00+00:00,1.125,1.125,0.281,0.070,4.510,0.000,0.000
2017-01-01 04:45:00+00:00,1.165,1.165,0.291,0.073,4.510,0.000,0.000
2017-01-01 05:00:00+00:00,1.225,1.225,0.306,0.077,4.510,0.000,0.000
2017-01-01 05:15:00+00:00,1.565,1.565,0.391,0.098,4.510,0.000,0.000
2017-01-01 05:30:00+00:00,1.860,1.860,0.465,0.116,4.510,0.000,0.000
2017-01-01 05:45:00+00:00,1.765,1.765,0.441,0.110,4.510,0.000,0.000
2017-01-01 06:00:00+00:00,1.565,1.565,0.391,0.098,4.510,0.000,0.000
2017-01-01 06:15:00+00:00,1.225,1.225,0.306,0.077,4.510,0.000,0.000
2017-01-01 06:30:00+00:00,3.580,3.580,0.895,0.224,4.510,0.000,0.000
2017-01-01 06:45:00+00:00,4.130,4.130,1.032,0.258,4.510,0.000,0.000
2017-01-01 07:00:00+00:00,3.815,3.815,0.954,0.238,4.510,0.000,0.000
2017-01-01 07:15:00+00:00,3.710,3.710,0.927,0.232,4.510,0.000,0.000
2017-01-01 07:30:00+00:00,4.700,4.700,1.175,0.294,4.700,0.190,19.000
2017-01-01 07:45:00+00:00,3.785,3.785,0.946,0.237,4.700,0.000,0.000
2017-01-01 08:00:00+00:00,3.800,3.800,0.950,0.237,4.700,0.000,0.000
2017-01-01 08:15:00+00:00,4.010,4.010,1.002,0.251,4.700,0.000,0.000
2017-01-01 08:30:00+00:00,4.070,4.070,1.018,0.254,4.700,0.000,0.000
2017-01-01 08:45:00+00:00,3.670,3.670,0.917,0.229,4.700,0.000,0.000
2017-01-01 09:00:00+00:00,3.730,3.730,0.932,0.233,4.700,0.000,0.000
2017-01-01 09:15:00+00:00,5.125,5.125,1.281,0.320,5.125,0.425,42.500
2017-01-01 09:30:00+00:00,5.485,5.485,1.371,0.343,5.485,0.360,36.000
2017-01-01 09:45:00+00:00,5.345,5.345,1.336,0.334,5.485,0.000,0.000
2017-01-01 10:00:00+00:00,4.965,4.965,1.241,0.310,5.485,0.000,0.000
2017-01-01 10:15:00+00:00,5.005,5.005,1.251,0.313,5.485,0.000,0.000
2017-01-01 10:30:00+00:00,4.870,4.870,1.218,0.304,5.485,0.000,0.000
2017-01-01 10:45:00+00:00,4.815,4.815,1.204,0.301,5.485,0.000,0.000
2017-01-01 11:00:00+00:00,4.705,4.705,1.176,0.294,5.485,0.000,0.000
2017-01-01 11:15:00+00:00,4.915,4.915,1.229,0.307,5.485,0.000,0.000
2017-01-01 11:30:00+00:00,5.055,5.055,1.264,0.316,5.485,0.000,0.000
2017-01-01 11:45:00+00:00,4.575,4.575,1.144,0.286,5.485,0.000,0.000
2017-01-01 12:00:00+00:00,4.640,4.640,1.160,0.290,5.485,0.000,0.000
2017-01-01 12:15:00+00:00,5.415,5.415,1.354,0.338,5.485,0.000,0.000
2017-01-01 12:30:00+00:00,4.900,4.900,1.225,0.306,5.485,0.000,0.000
2017-01-01 12:45:00+00:00,4.940,4.940,1.235,0.309,5.485,0.000,0.000
2017-01-01 13:00:00+00:00,4.555,4.555,1.139,0.285,5.485,0.000,0.000
2017-01-01 13:15:00+00:00,4.590,4.590,1.147,0.287,5.485,0.000,0.000
2017-01-01 13:30:00+00:00,4.605,4.605,1.151,0.288,5.485,0.000,0.000
2017-01-01 13:45:00+00:00,5.030,5.030,1.258,0.314,5.485,0.000,0.000
2017-01-01 14:00:00+00:00,5.130,5.130,1.282,0.321,5.485,0.000,0.000
2017-01-01 14:15:00+00:00,5.230,5.230,1.308,0.327,5.485,0.000,0.000
2017-01-01 14:30:00+00:00,5.415,5.415,1.354,0.338,5.485,0.000,0.000
2017-01-01 14:45:00+00:00,5.270,5.270,1.317,0.329,5.485,0.000,0.000
2017-01-01 15:00:00+00:00,5.205,5.205,1.301,0.325,5.485,0.000,0.000
2017-01-01 15:15:00+00:00,5.240,5.240,1.310,0.328,5.485,0.000,0.000
2017-01-01 15:30:00+00:00,5.390,5.390,1.347,0.337,5.485,0.000,0.000
2017-01-01 15:45:00+00:00,5.260,5.260,1.315,0.329,5.485,0.000,0.000
2017-01-01 16:00:00+00:00,5.215,5.215,1.304,0.326,5.485,0.000,0.000
2017-01-01 16:15:00+00:00,5.070,5.070,1.268,0.317,5.485,0.000,0.000
2017-01-01 16:30:00+00:00,5.770,5.770,1.442,0.361,5.770,0.285,28.500
2017-01-01 16:45:00+00:00,5.960,5.960,1.490,0.372,5.960,0.190,19.000
2017-01-01 17:00:00+00:00,5.155,5.155,1.289,0.322,5.960,0.000,0.000
2017-01-01 17:15:00+00:00,5.850,5.850,1.462,0.366,5.960,0.000,0.000
2017-01-01 17:30:00+00:00,5.150,5.150,1.288,0.322,5.960,0.000,0.000
2017-01-01 17:45:00+00:00,5.050,5.050,1.262,0.316,5.960,0.000,0.000
2017-01-01 18:00:00+00:00,4.910,4.910,1.228,0.307,5.960,0.000,0.000
2017-01-01 18:15:00+00:00,4.990,4.990,1.248,0.312,5.960,0.000,0.000
2017-01-01 18:30:00+00:00,4.930,4.930,1.232,0.308,5.960,0.000,0.000
2017-01-01 18:45:00+00:00,6.050,6.050,1.512,0.378,6.050,0.090,9.000
2017-01-01 19:00:00+00:00,5.235,5.235,1.309,0.327,6.050,0.000,0.000
2017-01-01 19:15:00+00:00,4.930,4.930,1.232,0.308,6.050,0.000,0.000
2017-01-01 19:30:00+00:00,6.010,6.010,1.502,0.376,6.050,0.000,0.000
2017-01-01 19:45:00+00:00,5.515,5.515,1.379,0.345,6.050,0.000,0.000
2017-01-01 20:00:00+00:00,5.680,5.680,1.420,0.355,6.050,0.000,0.000
2017-01-01 20:15:00+00:00,6.020,6.020,1.505,0.376,6.050,0.000,0.000
2017-01-01 20:30:00+00:00,5.425,5.425,1.356,0.339,6.050,0.000,0.000
2017-01-01 20:45:00+00:00,5.670,5.670,1.417,0.354,6.050,0.000,0.000
2017-01-01 21:00:00+00:00,5.350,5.350,1.337,0.334,6.050,0.000,0.000
2017-01-01 21:15:00+00:00,5.685,5.685,1.421,0.355,6.050,0.000,0.000
2017-01-01 21:30:00+00:00,5.095,5.095,1.274,0.318,6.050,0.000,0.000
2017-01-01 21:45:00+00:00,5.300,5.300,1.325,0.331,6.050,0.000,0.000
2017-01-01 22:00:00+00:00,5.560,5.560,1.390,0.347,6.050,0.000,0.000
2017-01-01 22:15:00+00:00,5.370,5.370,1.343,0.336,6.050,0.000,0.000
2017-01-01 22:30:00+00:00,6.725,6.725,1.681,0.420,6.725,0.675,67.500
2017-01-01 22:45:00+00:00,5.490,5.490,1.373,0.343,6.725,0.000,0.000
2017-01-01 23:00:00+00:00,4.510,4.510,1.127,0.282,6.725,0.000,0.000
2017-01-01 23:15:00+00:00,4.015,4.015,1.004,0.251,6.725,0.000,0.000
2017-01-01 23:30:00+00:00,4.425,4.425,1.106,0.277,6.725,0.000,0.000
2017-01-01 23:45:00+00:00,3.425,3.425,0.856,0.214,6.725,0.000,0.000
2017-01-02 00:00:00+00:00,3.360,3.360,0.840,0.210,6.725,0.000,0.000
2017-01-02 00:15:00+00:00,3.370,3.370,0.843,0.211,6.725,0.000,0.000
2017-01-02 00:30:00+00:00,3.670,3.670,0.917,0.229,6.725,0.000,0.000
2017-01-02 00:45:00+00:00,3.235,3.235,0.809,0.202,6.725,0.000,0.000
2017-01-02 01:00:00+00:00,3.480,3.480,0.870,0.217,6.725,0.000,0.000
2017-01-02 01:15:00+00:00,3.620,3.620,0.905,0.226,6.725,0.000,0.000
2017-01-02 01:30:00+00:00,3.335,3.335,0.834,0.208,6.725,0.000,0.000
2017-01-02 01:45:00+00:00,3.495,3.495,0.874,0.218,6.725,0.000,0.000
2017-01-02 02:00:00+00:00,3.185,3.185,0.796,0.199,6.725,0.000,0.000
2017-01-02 02:15:00+00:00,3.210,3.210,0.802,0.201,6.725,0.000,0.000
2017-01-02 02:30:00+00:00,3.115,3.115,0.779,0.195,6.725,0.000,0.000
2017-01-02 02:45:00+00:00,1.915,1.915,0.479,0.120,6.725,0.000,0.000
2017-01-02 03:00:00+00:00,1.485,1.485,0.371,0.093,6.725,0.000,0.000
2017-01-02 03:15:00+00:00,1.845,1.845,0.461,0.115,6.725,0.000,0.000
2017-01-02 03:30:00+00:00,2.715,2.715,0.679,0.170,6.725,0.000,0.000
2017-01-02 03:45:00+00:00,2.560,2.560,0.640,0.160,6.725,0.000,0.000
2017-01-02 04:00:00+00:00,2.205,2.205,0.551,0.138,6.725,0.000,0.000
2017-01-02 04:15:00+00:00,2.250,2.250,0.562,0.141,6.725,0.000,0.000
2017-01-02 04:30:00+00:00,2.040,2.040,0.510,0.128,6.725,0.000,0.000
2017-01-02 04:45:00+00:00,1.800,1.800,0.450,0.113,6.725,0.000,0.000
2017-01-02 05:00:00+00:00,2.000,2.000,0.500,0.125,6.725,0.000,0.000
2017-01-02 05:15:00+00:00,2.060,2.060,0.515,0.129,6.725,0.000,0.000
2017-01-02 05:30:00+00:00,1.800,1.800,0.450,0.113,6.725,0.000,0.000
2017-01-02 05:45:00+00:00,1.555,1.555,0.389,0.097,6.725,0.000,0.000
2017-01-02 06:00:00+00:00,1.230,1.230,0.307,0.077,6.725,0.000,0.000
2017-01-02 06:15:00+00:00,1.190,1.190,0.297,0.074,6.725,0.000,0.000
2017-01-02 06:30:00+00:00,2.255,2.255,0.564,0.141,6.725,0.000,0.000
2017-01-02 06:45:00+00:00,4.855,4.855,1.214,0.303,6.725,0.000,0.000
2017-01-02 07:00:00+00:00,3.665,3.665,0.916,0.229,6.725,0.000,0.000
2017-01-02 07:15:00+00:00,3.455,3.455,0.864,0.216,6.725,0.000,0.000
2017-01-02 07:30:00+00:00,3.975,3.975,0.994,0.248,6.725,0.000,0.000
2017-01-02 07:45:00+00:00,3.605,3.605,0.901,0.225,6.725,0.000,0.000
2017-01-02 08:00:00+00:00,3.970,3.970,0.993,0.248,6.725,0.000,0.000
2017-01-02 08:15:00+00:00,5.170,5.170,1.292,0.323,6.725,0.000,0.000
2017-01-02 08:30:00+00:00,4.660,4.660,1.165,0.291,6.725,0.000,0.000
2017-01-02 08:45:00+00:00,4.540,4.540,1.135,0.284,6.725,0.000,0.000
2017-01-02 09:00:00+00:00,4.895,4.895,1.224,0.306,6.725,0.000,0.000
2017-01-02 09:15:00+00:00,5.445,5.445,1.361,0.340,6.725,0.000,0.000
2017-01-02 09:30:00+00:00,5.170,5.170,1.292,0.323,6.725,0.000,0.000
2017-01-02 09:45:00+00:00,4.985,4.985,1.246,0.312,6.725,0.000,0.000
2017-01-02 10:00:00+00:00,4.845,4.845,1.211,0.303,6.725,0.000,0.000
2017-01-02 10:15:00+00:00,5.045,5.045,1.261,0.315,6.725,0.000,0.000
2017-01-02 10:30:00+00:00,5.875,5.875,1.469,0.367,6.725,0.000,0.000
2017-01-02 10:45:00+00:00,5.315,5.315,1.329,0.332,6.725,0.000,0.000
2017-01-02 11:00:00+00:00,4.770,4.770,1.192,0.298,6.725,0.000,0.000
2017-01-02 11:15:00+00:00,4.780,4.780,1.195,0.299,6.725,0.000,0.000
2017-01-02 11:30:00+00:00,5.015,5.015,1.254,0.313,6.725,0.000,0.000
2017-01-02 11:45:00+00:00,4.710,4.710,1.177,0.294,6.725,0.000,0.000
2017-01-02 12:00:00+00:00,5.035,5.035,1.259,0.315,6.725,0.000,0.000
2017-01-02 12:15:00+00:00,4.845,4.845,1.211,0.303,6.725,0.000,0.000
2017-01-02 12:30:00+00:00,5.170,5.170,1.292,0.323,6.725,0.000,0.000
2017-01-02 12:45:00+00:00,4.620,4.620,1.155,0.289,6.725,0.000,0.000
2017-01-02 13:00:00+00:00,5.240,5.240,1.310,0.328,6.725,0.000,0.000
2017-01-02 13:15:00+00:00,5.285,5.285,1.321,0.330,6.725,0.000,0.000
2017-01-02 13:30:00+00:00,4.865,4.865,1.216,0.304,6.725,0.000,0.000
2017-01-02 13:45:00+00:00,5.070,5.070,1.268,0.317,6.725,0.000,0.000
2017-01-02 14:00:00+00:00,5.455,5.455,1.364,0.341,6.725,0.000,0.000
2017-01-02 14:15:00+00:00,4.995,4.995,1.249,0.312,6.725,0.000,0.000
2017-01-02 14:30:00+00:00,4.865,4.865,1.216,0.304,6.725,0.000,0.000
2017-01-02 14:45:00+00:00,5.090,5.090,1.272,0.318,6.725,0.000,0.000
2017-01-02 15:00:00+00:00,5.275,5.275,1.319,0.330,6.725,0.000,0.000
2017-01-02 15:15:00+00:00,5.280,5.280,1.320,0.330,6.725,0.000,0.000
2017-01-02 15:30:00+00:00,5.700,5.700,1.425,0.356,6.725,0.000,0.000
2017-01-02 15:45:00+00:00,5.870,5.870,1.468,0.367,6.725,0.000,0.000
2017-01-02 16:00:00+00:00,5.685,5.685,1.421,0.355,6.725,0.000,0.000
2017-01-02 16:15:00+00:00,5.080,5.080,1.270,0.318,6.725,0.000,0.000
2017-01-02 16:30:00+00:00,5.115,5.115,1.279,0.320,6.725,0.000,0.000
2017-01-02 16:45:00+00:00,4.935,4.935,1.234,0.308,6.725,0.000,0.000
2017-01-02 17:00:00+00:00,5.165,5.165,1.291,0.323,6.725,0.000,0.000
2017-01-02 17:15:00+00:00,5.385,5.385,1.346,0.337,6.725,0.000,0.000
2017-01-02 17:30:00+00:00,4.675,4.675,1.169,0.292,6.725,0.000,0.000
2017-01-02 17:45:00+00:00,5.015,5.015,1.254,0.313,6.725,0.000,0.000
2017-01-02 18:00:00+00:00,5.240,5.240,1.310,0.328,6.725,0.000,0.000
2017-01-02 18:15:00+00:00,5.060,5.060,1.265,0.316,6.725,0.000,0.000
2017-01-02 18:30:00+00:00,5.125,5.125,1.281,0.320,6.725,0.000,0.000
2017-01-02 18:45:00+00:00,4.850,4.850,1.212,0.303,6.725,0.000,0.000
2017-01-02 19:00:00+00:00,5.120,5.120,1.280,0.320,6.725,0.000,0.000
2017-01-02 19:15:00+00:00,5.585,5.585,1.396,0.349,6.725,0.000,0.000
2017-01-02 19:30:00+00:00,5.605,5.605,1.401,0.350,6.725,0.000,0.000
2017-01-02 19:45:00+00:00,5.735,5.735,1.434,0.358,6.725,0.000,0.000
2017-01-02 20:00:00+00:00,5.190,5.190,1.298,0.324,6.725,0.000,0.000
2017-01-02 20:15:00+00:00,5.280,5.280,1.320,0.330,6.725,0.000,0.000
2017-01-02 20:30:00+00:00,4.880,4.880,1.220,0.305,6.725,0.000,0.000
2017-01-02 20:45:00+00:00,5.235,5.235,1.309,0.327,6.725,0.000,0.000
2017-01-02 21:00:00+00:00,5.090,5.090,1.272,0.318,6.725,0.000,0.000
2017-01-02 21:15:00+00:00,4.915,4.915,1.229,0.307,6.725,0.000,0.000
2017-01-02 21:30:00+00:00,5.145,5.145,1.286,0.322,6.725,0.000,0.000
2017-01-02 21:45:00+00:00,5.075,5.075,1.269,0.317,6.725,0.000,0.000
2017-01-02 22:00:00+00:00,5.145,5.145,1.286,0.322,6.725,0.000,0.000
2017-01-02 22:15:00+00:00,5.075,5.075,1.269,0.317,6.725,0.000,0.000
2017-01-02 22:30:00+00:00,4.920,4.920,1.230,0.307,6.725,0.000,0.000
2017-01-02 22:45:00+00:00,5.090,5.090,1.272,0.318,6.725,0.000,0.000
2017-01-02 23:00:00+00:00,5.090,5.090,1.272,0.318,6.725,0.000,0.000
2017-01-02 23:15:00+00:00,4.710,4.710,1.177,0.294,6.725,0.000,0.000
2017-01-02 23:30:00+00:00,4.600,4.600,1.150,0.287,6.725,0.000,0.000
2017-01-02 23:45:00+00:00,4.410,4.410,1.103,0.276,6.725,0.000,0.000
2017-01-03 00:00:00+00:00,3.730,3.730,0.932,0.233,6.725,0.000,0.000
2017-01-03 00:15:00+00:00,3.745,3.745,0.936,0.234,6.725,0.000,0.000
2017-01-03 00:30:00+00:00,3.675,3.675,0.919,0.230,6.725,0.000,0.000
2017-01-03 00:45:00+00:00,3.840,3.840,0.960,0.240,6.725,0.000,0.000
2017-01-03 01:00:00+00:00,4.085,4.085,1.021,0.255,6.725,0.000,0.000
2017-01-03 01:15:00+00:00,3.745,3.745,0.936,0.234,6.725,0.000,0.000
2017-01-03 01:30:00+00:00,2.380,2.380,0.595,0.149,6.725,0.000,0.000
2017-01-03 01:45:00+00:00,2.130,2.130,0.532,0.133,6.725,0.000,0.000
2017-01-03 02:00:00+00:00,1.755,1.755,0.439,0.110,6.725,0.000,0.000
2017-01-03 02:15:00+00:00,1.435,1.435,0.359,0.090,6.725,0.000,0.000
2017-01-03 02:30:00+00:00,1.745,1.745,0.436,0.109,6.725,0.000,0.000
2017-01-03 02:45:00+00:00,1.585,1.585,0.396,0.099,6.725,0.000,0.000
2017-01-03 03:00:00+00:00,1.795,1.795,0.449,0.112,6.725,0.000,0.000
2017-01-03 03:15:00+00:00,1.940,1.940,0.485,0.121,6.725,0.000,0.000
2017-01-03 03:30:00+00:00,2.735,2.735,0.684,0.171,6.725,0.000,0.000
2017-01-03 03:45:00+00:00,2.650,2.650,0.662,0.166,6.725,0.000,0.000
2017-01-03 04:00:00+00:00,2.195,2.195,0.549,0.137,6.725,0.000,0.000
2017-01-03 04:15:00+00:00,2.145,2.145,0.536,0.134,6.725,0.000,0.000
2017-01-03 04:30:00+00:00,2.300,2.300,0.575,0.144,6.725,0.000,0.000
2017-01-03 04:45:00+00:00,2.925,2.925,0.731,0.183,6.725,0.000,0.000
2017-01-03 05:00:00+00:00,2.080,2.080,0.520,0.130,6.725,0.000,0.000
2017-01-03 05:15:00+00:00,1.365,1.365,0.341,0.085,6.725,0.000,0.000
2017-01-03 05:30:00+00:00,1.725,1.725,0.431,0.108,6.725,0.000,0.000
2017-01-03 05:45:00+00:00,1.775,1.775,0.444,0.111,6.725,0.000,0.000
2017-01-03 06:00:00+00:00,2.560,2.560,0.640,0.160,6.725,0.000,0.000
2017-01-03 06:15:00+00:00,4.060,4.060,1.015,0.254,6.725,0.000,0.000
2017-01-03 06:30:00+00:00,2.925,2.925,0.731,0.183,6.725,0.000,0.000
2017-01-03 06:45:00+00:00,2.970,2.970,0.743,0.186,6.725,0.000,0.000
2017-01-03 07:00:00+00:00,2.800,2.800,0.700,0.175,6.725,0.000,0.000
2017-01-03 07:15:00+00:00,3.710,3.710,0.927,0.232,6.725,0.000,0.000
2017-01-03 07:30:00+00:00,5.000,5.000,1.250,0.312,6.725,0.000,0.000
2017-01-03 07:45:00+00:00,4.490,4.490,1.123,0.281,6.725,0.000,0.000
2017-01-03 08:00:00+00:00,4.865,4.865,1.216,0.304,6.725,0.000,0.000
2017-01-03 08:15:00+00:00,4.875,4.875,1.219,0.305,6.725,0.000,0.000
2017-01-03 08:30:00+00:00,4.695,4.695,1.174,0.293,6.725,0.000,0.000
2017-01-03 08:45:00+00:00,4.910,4.910,1.228,0.307,6.725,0.000,0.000
2017-01-03 09:00:00+00:00,5.220,5.220,1.305,0.326,6.725,0.000,0.000
2017-01-03 09:15:00+00:00,5.270,5.270,1.317,0.329,6.725,0.000,0.000
2017-01-03 09:30:00+00:00,5.220,5.220,1.305,0.326,6.725,0.000,0.000
2017-01-03 09:45:00+00:00,5.040,5.040,1.260,0.315,6.725,0.000,0.000
2017-01-03 10:00:00+00:00,5.065,5.065,1.266,0.317,6.725,0.000,0.000
2017-01-03 10:15:00+00:00,4.905,4.905,1.226,0.307,6.725,0.000,0.000
2017-01-03 10:30:00+00:00,4.635,4.635,1.159,0.290,6.725,0.000,0.000
2017-01-03 10:45:00+00:00,5.405,5.405,1.351,0.338,6.725,0.000,0.000
2017-01-03 11:00:00+00:00,5.600,5.600,1.400,0.350,6.725,0.000,0.000
2017-01-03 11:15:00+00:00,5.070,5.070,1.268,0.317,6.725,0.000,0.000
2017-01-03 11:30:00+00:00,5.325,5.325,1.331,0.333,6.725,0.000,0.000
2017-01-03 11:45:00+00:00,5.290,5.290,1.323,0.331,6.725,0.000,0.000
2017-01-03 12:00:00+00:00,5.135,5.135,1.284,0.321,6.725,0.000,0.000
2017-01-03 12:15:00+00:00,5.155,5.155,1.289,0.322,6.725,0.000,0.000
2017-01-03 12:30:00+00:00,5.080,5.080,1.270,0.318,6.725,0.000,0.000
2017-01-03 12:45:00+00:00,5.250,5.250,1.312,0.328,6.725,0.000,0.000
2017-01-03 13:00:00+00:00,5.555,5.555,1.389,0.347,6.725,0.000,0.000
2017-01-03 13:15:00+00:00,5.480,5.480,1.370,0.343,6.725,0.000,0.000
2017-01-03 13:30:00+00:00,5.920,5.920,1.480,0.370,6.725,0.000,0.000
2017-01-03 13:45:00+00:00,5.930,5.930,1.482,0.371,6.725,0.000,0.000
2017-01-03 14:00:00+00:00,5.515,5.515,1.379,0.345,6.725,0.000,0.000
2017-01-03 14:15:00+00:00,5.595,5.595,1.399,0.350,6.725,0.000,0.000
2017-01-03 14:30:00+00:00,5.655,5.655,1.414,0.353,6.725,0.000,0.000
2017-01-03 14:45:00+00:00,5.640,5.640,1.410,0.352,6.725,0.000,0.000
2017-01-03 15:00:00+00:00,5.455,5.455,1.364,0.341,6.725,0.000,0.000
2017-01-03 15:15:00+00:00,5.090,5.090,1.272,0.318,6.725,0.000,0.000
2017-01-03 15:30:00+00:00,5.885,5.885,1.471,0.368,6.725,0.000,0.000
2017-01-03 15:45:00+00:00,6.290,6.290,1.573,0.393,6.725,0.000,0.000
2017-01-03 16:00:00+00:00,5.510,5.510,1.377,0.344,6.725,0.000,0.000
2017-01-03 16:15:00+00:00,6.030,6.030,1.508,0.377,6.725,0.000,0.000
2017-01-03 16:30:00+00:00,5.830,5.830,1.458,0.364,6.725,0.000,0.000
2017-01-03 16:45:00+00:00,5.335,5.335,1.334,0.333,6.725,0.000,0.000
2017-01-03 17:00:00+00:00,5.560,5.560,1.390,0.347,6.725,0.000,0.000
2017-01-03 17:15:00+00:00,5.315,5.315,1.329,0.332,6.725,0.000,0.000
2017-01-03 17:30:00+00:00,5.770,5.770,1.442,0.361,6.725,0.000,0.000
2017-01-03 17:45:00+00:00,5.390,5.390,1.347,0.337,6.725,0.000,0.000
2017-01-03 18:00:00+00:00,5.380,5.380,1.345,0.336,6.725,0.000,0.000
2017-01-03 18:15:00+00:00,5.390,5.390,1.347,0.337,6.725,0.000,0.000
2017-01-03 18:30:00+00:00,5.435,5.435,1.359,0.340,6.725,0.000,0.000
2017-01-03 18:45:00+00:00,5.335,5.335,1.334,0.333,6.725,0.000,0.000
2017-01-03 19:00:00+00:00,5.885,5.885,1.471,0.368,6.725,0.000,0.000
2017-01-03 19:15:00+00:00,5.650,5.650,1.413,0.353,6.725,0.000,0.000
2017-01-03 19:30:00+00:00,5.510,5.510,1.377,0.344,6.725,0.000,0.000
2017-01-03 19:45:00+00:00,5.440,5.440,1.360,0.340,6.725,0.000,0.000
2017-01-03 20:00:00+00:00,5.600,5.600,1.400,0.350,6.725,0.000,0.000
2017-01-03 20:15:00+00:00,6.280,6.280,1.570,0.393,6.725,0.000,0.000
2017-01-03 20:30:00+00:00,5.750,5.750,1.438,0.359,6.725,0.000,0.000
2017-01-03 20:45:00+00:00,6.320,6.320,1.580,0.395,6.725,0.000,0.000
2017-01-03 21:00:00+00:00,6.150,6.150,1.538,0.384,6.725,0.000,0.000
2017-01-03 21:15:00+00:00,6.130,6.130,1.532,0.383,6.725,0.000,0.000
2017-01-03 21:30:00+00:00,5.405,5.405,1.351,0.338,6.725,0.000,0.000
2017-01-03 21:45:00+00:00,5.470,5.470,1.367,0.342,6.725,0.000,0.000
2017-01-03 22:00:00+00:00,6.240,6.240,1.560,0.390,6.725,0.000,0.000
2017-01-03 22:15:00+00:00,5.055,5.055,1.264,0.316,6.725,0.000,0.000
2017-01-03 22:30:00+00:00,4.840,4.840,1.210,0.302,6.725,0.000,0.000
2017-01-03 22:45:00+00:00,4.540,4.540,1.135,0.284,6.725,0.000,0.000
2017-01-03 23:00:00+00:00,4.220,4.220,1.055,0.264,6.725,0.000,0.000
2017-01-03 23:15:00+00:00,3.640,3.640,0.910,0.228,6.725,0.000,0.000
2017-01-03 23:30:00+00:00,3.420,3.420,0.855,0.214,6.725,0.000,0.000
2017-01-03 23:45:00+00:00,3.020,3.020,0.755,0.189,6.725,0.000,0.000
2017-01-04 00:00:00+00:00,3.560,3.560,0.890,0.223,6.725,0.000,0.000
2017-01-04 00:15:00+00:00,3.230,3.230,0.807,0.202,6.725,0.000,0.000
2017-01-04 00:30:00+00:00,3.955,3.955,0.989,0.247,6.725,0.000,0.000
2017-01-04 00:45:00+00:00,2.935,2.935,0.734,0.183,6.725,0.000,0.000
2017-01-04 01:00:00+00:00,1.880,1.880,0.470,0.117,6.725,0.000,0.000
2017-01-04 01:15:00+00:00,1.910,1.910,0.477,0.119,6.725,0.000,0.000
2017-01-04 01:30:00+00:00,1.825,1.825,0.456,0.114,6.725,0.000,0.000
2017-01-04 01:45:00+00:00,1.620,1.620,0.405,0.101,6.725,0.000,0.000
2017-01-04 02:00:00+00:00,1.445,1.445,0.361,0.090,6.725,0.000,0.000
2017-01-04 02:15:00+00:00,1.520,1.520,0.380,0.095,6.725,0.000,0.000
2017-01-04 02:30:00+00:00,1.495,1.495,0.374,0.093,6.725,0.000,0.000
2017-01-04 02:45:00+00:00,1.620,1.620,0.405,0.101,6.725,0.000,0.000
2017-01-04 03:00:00+00:00,1.510,1.510,0.378,0.094,6.725,0.000,0.000
2017-01-04 03:15:00+00:00,1.740,1.740,0.435,0.109,6.725,0.000,0.000
2017-01-04 03:30:00+00:00,2.810,2.810,0.703,0.176,6.725,0.000,0.000
2017-01-04 03:45:00+00:00,2.570,2.570,0.642,0.161,6.725,0.000,0.000
2017-01-04 04:00:00+00:00,2.320,2.320,0.580,0.145,6.725,0.000,0.000
2017-01-04 04:15:00+00:00,2.260,2.260,0.565,0.141,6.725,0.000,0.000
