start_utc,end_utc,start_berlin,end_berlin,price_eur_per_mwh,market,bidding_zone,source
2024-03-04 21:00:00+00:00,2024-03-04 22:00:00+00:00,2024-03-04 22:00:00+01:00,2024-03-04 23:00:00+01:00,67.49,Day-ahead auction,Germany/Luxembourg,SMARD
2024-03-04 22:00:00+00:00,2024-03-04 23:00:00+00:00,2024-03-04 23:00:00+01:00,2024-03-05 00:00:00+01:00,63.93,Day-ahead auction,Germany/Luxembourg,SMARD
2024-03-04 23:00:00+00:00,2024-03-05 00:00:00+00:00,2024-03-05 00:00:00+01:00,2024-03-05 01:00:00+01:00,61.96,Day-ahead auction,Germany/Luxembourg,SMARD
2024-03-05 00:00:00+00:00,2024-03-05 01:00:00+00:00,2024-03-05 01:00:00+01:00,2024-03-05 02:00:00+01:00,61.67,Day-ahead auction,Germany/Luxembourg,SMARD
2024-03-05 01:00:00+00:00,2024-03-05 02:00:00+00:00,2024-03-05 02:00:00+01:00,2024-03-05 03:00:00+01:00,61.33,Day-ahead auction,Germany/Luxembourg,SMARD
2024-03-05 02:00:00+00:00,2024-03-05 03:00:00+00:00,2024-03-05 03:00:00+01:00,2024-03-05 04:00:00+01:00,59.86,Day-ahead auction,Germany/Luxembourg,SMARD
2024-03-05 03:00:00+00:00,2024-03-05 04:00:00+00:00,2024-03-05 04:00:00+01:00,2024-03-05 05:00:00+01:00,60.56,Day-ahead auction,Germany/Luxembourg,SMARD
2024-03-05 04:00:00+00:00,2024-03-05 05:00:00+00:00,2024-03-05 05:00:00+01:00,2024-03-05 06:00:00+01:00,61.67,Day-ahead auction,Germany/Luxembourg,SMARD
2024-03-05 05:00:00+00:00,2024-03-05 06:00:00+00:00,2024-03-05 06:00:00+01:00,2024-03-05 07:00:00+01:00,71.53,Day-ahead auction,Germany/Luxembourg,SMARD
2024-03-05 06:00:00+00:00,2024-03-05 07:00:00+00:00,2024-03-05 07:00:00+01:00,2024-03-05 08:00:00+01:00,79.28,Day-ahead auction,Germany/Luxembourg,SMARD
2024-03-05 07:00:00+00:00,2024-03-05 08:00:00+00:00,2024-03-05 08:00:00+01:00,2024-03-05 09:00:00+01:00,83.02,Day-ahead auction,Germany/Luxembourg,SMARD
2024-03-05 08:00:00+00:00,2024-03-05 09:00:00+00:00,2024-03-05 09:00:00+01:00,2024-03-05 10:00:00+01:00,77.0,Day-ahead auction,Germany/Luxembourg,SMARD
2024-03-05 09:00:00+00:00,2024-03-05 10:00:00+00:00,2024-03-05 10:00:00+01:00,2024-03-05 11:00:00+01:00,71.15,Day-ahead auction,Germany/Luxembourg,SMARD
2024-03-05 10:00:00+00:00,2024-03-05 11:00:00+00:00,2024-03-05 11:00:00+01:00,2024-03-05 12:00:00+01:00,69.72,Day-ahead auction,Germany/Luxembourg,SMARD
2024-03-05 11:00:00+00:00,2024-03-05 12:00:00+00:00,2024-03-05 12:00:00+01:00,2024-03-05 13:00:00+01:00,66.01,Day-ahead auction,Germany/Luxembourg,SMARD
2024-03-05 12:00:00+00:00,2024-03-05 13:00:00+00:00,2024-03-05 13:00:00+01:00,2024-03-05 14:00:00+01:00,65.83,Day-ahead auction,Germany/Luxembourg,SMARD
2024-03-05 13:00:00+00:00,2024-03-05 14:00:00+00:00,2024-03-05 14:00:00+01:00,2024-03-05 15:00:00+01:00,69.61,Day-ahead auction,Germany/Luxembourg,SMARD
2024-03-05 14:00:00+00:00,2024-03-05 15:00:00+00:00,2024-03-05 15:00:00+01:00,2024-03-05 16:00:00+01:00,70.67,Day-ahead auction,Germany/Luxembourg,SMARD
2024-03-05 15:00:00+00:00,2024-03-05 16:00:00+00:00,2024-03-05 16:00:00+01:00,2024-03-05 17:00:00+01:00,76.28,Day-ahead auction,Germany/Luxembourg,SMARD
2024-03-05 16:00:00+00:00,2024-03-05 17:00:00+00:00,2024-03-05 17:00:00+01:00,2024-03-05 18:00:00+01:00,82.07,Day-ahead auction,Germany/Luxembourg,SMARD
2024-03-05 17:00:00+00:00,2024-03-05 18:00:00+00:00,2024-03-05 18:00:00+01:00,2024-03-05 19:00:00+01:00,104.38,Day-ahead auction,Germany/Luxembourg,SMARD
2024-03-05 18:00:00+00:00,2024-03-05 19:00:00+00:00,2024-03-05 19:00:00+01:00,2024-03-05 20:00:00+01:00,112.99,Day-ahead auction,Germany/Luxembourg,SMARD
2024-03-05 19:00:00+00:00,2024-03-05 20:00:00+00:00,2024-03-05 20:00:00+01:00,2024-03-05 21:00:00+01:00,93.12,Day-ahead auction,Germany/Luxembourg,SMARD
2024-03-05 20:00:00+00:00,2024-03-05 21:00:00+00:00,2024-03-05 21:00:00+01:00,2024-03-05 22:00:00+01:00,82.81,Day-ahead auction,Germany/Luxembourg,SMARD
2024-03-05 21:00:00+00:00,2024-03-05 22:00:00+00:00,2024-03-05 22:00:00+01:00,2024-03-05 23:00:00+01:00,76.08,Day-ahead auction,Germany/Luxembourg,SMARD
2024-03-05 22:00:00+00:00,2024-03-05 23:00:00+00:00,2024-03-05 23:00:00+01:00,2024-03-06 00:00:00+01:00,71.83,Day-ahead auction,Germany/Luxembourg,SMARD
2024-03-05 23:00:00+00:00,2024-03-06 00:00:00+00:00,2024-03-06 00:00:00+01:00,2024-03-06 01:00:00+01:00,71.0,Day-ahead auction,Germany/Luxembourg,SMARD
2024-03-06 00:00:00+00:00,2024-03-06 01:00:00+00:00,2024-03-06 01:00:00+01:00,2024-03-06 02:00:00+01:00,70.7,Day-ahead auction,Germany/Luxembourg,SMARD
2024-03-06 01:00:00+00:00,2024-03-06 02:00:00+00:00,2024-03-06 02:00:00+01:00,2024-03-06 03:00:00+01:00,70.46,Day-ahead auction,Germany/Luxembourg,SMARD
2024-03-06 02:00:00+00:00,2024-03-06 03:00:00+00:00,2024-03-06 03:00:00+01:00,2024-03-06 04:00:00+01:00,69.74,Day-ahead auction,Germany/Luxembourg,SMARD
2024-03-06 03:00:00+00:00,2024-03-06 04:00:00+00:00,2024-03-06 04:00:00+01:00,2024-03-06 05:00:00+01:00,70.46,Day-ahead auction,Germany/Luxembourg,SMARD
2024-03-06 04:00:00+00:00,2024-03-06 05:00:00+00:00,2024-03-06 05:00:00+01:00,2024-03-06 06:00:00+01:00,73.91,Day-ahead auction,Germany/Luxembourg,SMARD
2024-03-06 05:00:00+00:00,2024-03-06 06:00:00+00:00,2024-03-06 06:00:00+01:00,2024-03-06 07:00:00+01:00,83.98,Day-ahead auction,Germany/Luxembourg,SMARD
2024-03-06 06:00:00+00:00,2024-03-06 07:00:00+00:00,2024-03-06 07:00:00+01:00,2024-03-06 08:00:00+01:00,106.64,Day-ahead auction,Germany/Luxembourg,SMARD
2024-03-06 07:00:00+00:00,2024-03-06 08:00:00+00:00,2024-03-06 08:00:00+01:00,2024-03-06 09:00:00+01:00,108.7,Day-ahead auction,Germany/Luxembourg,SMARD
2024-03-06 08:00:00+00:00,2024-03-06 09:00:00+00:00,2024-03-06 09:00:00+01:00,2024-03-06 10:00:00+01:00,87.21,Day-ahead auction,Germany/Luxembourg,SMARD
2024-03-06 09:00:00+00:00,2024-03-06 10:00:00+00:00,2024-03-06 10:00:00+01:00,2024-03-06 11:00:00+01:00,75.92,Day-ahead auction,Germany/Luxembourg,SMARD
2024-03-06 10:00:00+00:00,2024-03-06 11:00:00+00:00,2024-03-06 11:00:00+01:00,2024-03-06 12:00:00+01:00,72.02,Day-ahead auction,Germany/Luxembourg,SMARD
2024-03-06 11:00:00+00:00,2024-03-06 12:00:00+00:00,2024-03-06 12:00:00+01:00,2024-03-06 13:00:00+01:00,69.35,Day-ahead auction,Germany/Luxembourg,SMARD
2024-03-06 12:00:00+00:00,2024-03-06 13:00:00+00:00,2024-03-06 13:00:00+01:00,2024-03-06 14:00:00+01:00,69.29,Day-ahead auction,Germany/Luxembourg,SMARD
2024-03-06 13:00:00+00:00,2024-03-06 14:00:00+00:00,2024-03-06 14:00:00+01:00,2024-03-06 15:00:00+01:00,70.64,Day-ahead auction,Germany/Luxembourg,SMARD
2024-03-06 14:00:00+00:00,2024-03-06 15:00:00+00:00,2024-03-06 15:00:00+01:00,2024-03-06 16:00:00+01:00,72.26,Day-ahead auction,Germany/Luxembourg,SMARD
2024-03-06 15:00:00+00:00,2024-03-06 16:00:00+00:00,2024-03-06 16:00:00+01:00,2024-03-06 17:00:00+01:00,81.06,Day-ahead auction,Germany/Luxembourg,SMARD
2024-03-06 16:00:00+00:00,2024-03-06 17:00:00+00:00,2024-03-06 17:00:00+01:00,2024-03-06 18:00:00+01:00,100.0,Day-ahead auction,Germany/Luxembourg,SMARD
2024-03-06 17:00:00+00:00,2024-03-06 18:00:00+00:00,2024-03-06 18:00:00+01:00,2024-03-06 19:00:00+01:00,119.58,Day-ahead auction,Germany/Luxembourg,SMARD
2024-03-06 18:00:00+00:00,2024-03-06 19:00:00+00:00,2024-03-06 19:00:00+01:00,2024-03-06 20:00:00+01:00,119.25,Day-ahead auction,Germany/Luxembourg,SMARD
2024-03-06 19:00:00+00:00,2024-03-06 20:00:00+00:00,2024-03-06 20:00:00+01:00,2024-03-06 21:00:00+01:00,93.4,Day-ahead auction,Germany/Luxembourg,SMARD
2024-03-06 20:00:00+00:00,2024-03-06 21:00:00+00:00,2024-03-06 21:00:00+01:00,2024-03-06 22:00:00+01:00,80.15,Day-ahead auction,Germany/Luxembourg,SMARD
2024-03-06 21:00:00+00:00,2024-03-06 22:00:00+00:00,2024-03-06 22:00:00+01:00,2024-03-06 23:00:00+01:00,77.98,Day-ahead auction,Germany/Luxembourg,SMARD
2024-03-06 22:00:00+00:00,2024-03-06 23:00:00+00:00,2024-03-06 23:00:00+01:00,2024-03-07 00:00:00+01:00,74.34,Day-ahead auction,Germany/Luxembourg,SMARD
2024-03-06 23:00:00+00:00,2024-03-07 00:00:00+00:00,2024-03-07 00:00:00+01:00,2024-03-07 01:00:00+01:00,73.33,Day-ahead auction,Germany/Luxembourg,SMARD
2024-03-07 00:00:00+00:00,2024-03-07 01:00:00+00:00,2024-03-07 01:00:00+01:00,2024-03-07 02:00:00+01:00,72.32,Day-ahead auction,Germany/Luxembourg,SMARD
2024-03-07 01:00:00+00:00,2024-03-07 02:00:00+00:00,2024-03-07 02:00:00+01:00,2024-03-07 03:00:00+01:00,70.34,Day-ahead auction,Germany/Luxembourg,SMARD
2024-03-07 02:00:00+00:00,2024-03-07 03:00:00+00:00,2024-03-07 03:00:00+01:00,2024-03-07 04:00:00+01:00,68.71,Day-ahead auction,Germany/Luxembourg,SMARD
2024-03-07 03:00:00+00:00,2024-03-07 04:00:00+00:00,2024-03-07 04:00:00+01:00,2024-03-07 05:00:00+01:00,69.89,Day-ahead auction,Germany/Luxembourg,SMARD
2024-03-07 04:00:00+00:00,2024-03-07 05:00:00+00:00,2024-03-07 05:00:00+01:00,2024-03-07 06:00:00+01:00,73.13,Day-ahead auction,Germany/Luxembourg,SMARD
2024-03-07 05:00:00+00:00,2024-03-07 06:00:00+00:00,2024-03-07 06:00:00+01:00,2024-03-07 07:00:00+01:00,84.27,Day-ahead auction,Germany/Luxembourg,SMARD
2024-03-07 06:00:00+00:00,2024-03-07 07:00:00+00:00,2024-03-07 07:00:00+01:00,2024-03-07 08:00:00+01:00,103.2,Day-ahead auction,Germany/Luxembourg,SMARD
2024-03-07 07:00:00+00:00,2024-03-07 08:00:00+00:00,2024-03-07 08:00:00+01:00,2024-03-07 09:00:00+01:00,96.7,Day-ahead auction,Germany/Luxembourg,SMARD
2024-03-07 08:00:00+00:00,2024-03-07 09:00:00+00:00,2024-03-07 09:00:00+01:00,2024-03-07 10:00:00+01:00,79.09,Day-ahead auction,Germany/Luxembourg,SMARD
2024-03-07 09:00:00+00:00,2024-03-07 10:00:00+00:00,2024-03-07 10:00:00+01:00,2024-03-07 11:00:00+01:00,71.31,Day-ahead auction,Germany/Luxembourg,SMARD
2024-03-07 10:00:00+00:00,2024-03-07 11:00:00+00:00,2024-03-07 11:00:00+01:00,2024-03-07 12:00:00+01:00,66.16,Day-ahead auction,Germany/Luxembourg,SMARD
2024-03-07 11:00:00+00:00,2024-03-07 12:00:00+00:00,2024-03-07 12:00:00+01:00,2024-03-07 13:00:00+01:00,61.69,Day-ahead auction,Germany/Luxembourg,SMARD
2024-03-07 12:00:00+00:00,2024-03-07 13:00:00+00:00,2024-03-07 13:00:00+01:00,2024-03-07 14:00:00+01:00,60.26,Day-ahead auction,Germany/Luxembourg,SMARD
2024-03-07 13:00:00+00:00,2024-03-07 14:00:00+00:00,2024-03-07 14:00:00+01:00,2024-03-07 15:00:00+01:00,63.33,Day-ahead auction,Germany/Luxembourg,SMARD
2024-03-07 14:00:00+00:00,2024-03-07 15:00:00+00:00,2024-03-07 15:00:00+01:00,2024-03-07 16:00:00+01:00,66.04,Day-ahead auction,Germany/Luxembourg,SMARD
2024-03-07 15:00:00+00:00,2024-03-07 16:00:00+00:00,2024-03-07 16:00:00+01:00,2024-03-07 17:00:00+01:00,69.92,Day-ahead auction,Germany/Luxembourg,SMARD
2024-03-07 16:00:00+00:00,2024-03-07 17:00:00+00:00,2024-03-07 17:00:00+01:00,2024-03-07 18:00:00+01:00,89.2,Day-ahead auction,Germany/Luxembourg,SMARD
2024-03-07 17:00:00+00:00,2024-03-07 18:00:00+00:00,2024-03-07 18:00:00+01:00,2024-03-07 19:00:00+01:00,105.71,Day-ahead auction,Germany/Luxembourg,SMARD
2024-03-07 18:00:00+00:00,2024-03-07 19:00:00+00:00,2024-03-07 19:00:00+01:00,2024-03-07 20:00:00+01:00,90.3,Day-ahead auction,Germany/Luxembourg,SMARD
2024-03-07 19:00:00+00:00,2024-03-07 20:00:00+00:00,2024-03-07 20:00:00+01:00,2024-03-07 21:00:00+01:00,82.49,Day-ahead auction,Germany/Luxembourg,SMARD
2024-03-07 20:00:00+00:00,2024-03-07 21:00:00+00:00,2024-03-07 21:00:00+01:00,2024-03-07 22:00:00+01:00,73.35,Day-ahead auction,Germany/Luxembourg,SMARD
2024-03-07 21:00:00+00:00,2024-03-07 22:00:00+00:00,2024-03-07 22:00:00+01:00,2024-03-07 23:00:00+01:00,73.32,Day-ahead auction,Germany/Luxembourg,SMARD
2024-03-07 22:00:00+00:00,2024-03-07 23:00:00+00:00,2024-03-07 23:00:00+01:00,2024-03-08 00:00:00+01:00,67.72,Day-ahead auction,Germany/Luxembourg,SMARD
2024-03-07 23:00:00+00:00,2024-03-08 00:00:00+00:00,2024-03-08 00:00:00+01:00,2024-03-08 01:00:00+01:00,68.45,Day-ahead auction,Germany/Luxembourg,SMARD
2024-03-08 00:00:00+00:00,2024-03-08 01:00:00+00:00,2024-03-08 01:00:00+01:00,2024-03-08 02:00:00+01:00,66.96,Day-ahead auction,Germany/Luxembourg,SMARD
2024-03-08 01:00:00+00:00,2024-03-08 02:00:00+00:00,2024-03-08 02:00:00+01:00,2024-03-08 03:00:00+01:00,67.01,Day-ahead auction,Germany/Luxembourg,SMARD
2024-03-08 02:00:00+00:00,2024-03-08 03:00:00+00:00,2024-03-08 03:00:00+01:00,2024-03-08 04:00:00+01:00,65.99,Day-ahead auction,Germany/Luxembourg,SMARD
2024-03-08 03:00:00+00:00,2024-03-08 04:00:00+00:00,2024-03-08 04:00:00+01:00,2024-03-08 05:00:00+01:00,66.3,Day-ahead auction,Germany/Luxembourg,SMARD
2024-03-08 04:00:00+00:00,2024-03-08 05:00:00+00:00,2024-03-08 05:00:00+01:00,2024-03-08 06:00:00+01:00,67.11,Day-ahead auction,Germany/Luxembourg,SMARD
2024-03-08 05:00:00+00:00,2024-03-08 06:00:00+00:00,2024-03-08 06:00:00+01:00,2024-03-08 07:00:00+01:00,82.91,Day-ahead auction,Germany/Luxembourg,SMARD
2024-03-08 06:00:00+00:00,2024-03-08 07:00:00+00:00,2024-03-08 07:00:00+01:00,2024-03-08 08:00:00+01:00,95.06,Day-ahead auction,Germany/Luxembourg,SMARD
2024-03-08 07:00:00+00:00,2024-03-08 08:00:00+00:00,2024-03-08 08:00:00+01:00,2024-03-08 09:00:00+01:00,88.89,Day-ahead auction,Germany/Luxembourg,SMARD
2024-03-08 08:00:00+00:00,2024-03-08 09:00:00+00:00,2024-03-08 09:00:00+01:00,2024-03-08 10:00:00+01:00,74.36,Day-ahead auction,Germany/Luxembourg,SMARD
2024-03-08 09:00:00+00:00,2024-03-08 10:00:00+00:00,2024-03-08 10:00:00+01:00,2024-03-08 11:00:00+01:00,57.59,Day-ahead auction,Germany/Luxembourg,SMARD
2024-03-08 10:00:00+00:00,2024-03-08 11:00:00+00:00,2024-03-08 11:00:00+01:00,2024-03-08 12:00:00+01:00,52.05,Day-ahead auction,Germany/Luxembourg,SMARD
2024-03-08 11:00:00+00:00,2024-03-08 12:00:00+00:00,2024-03-08 12:00:00+01:00,2024-03-08 13:00:00+01:00,21.77,Day-ahead auction,Germany/Luxembourg,SMARD
2024-03-08 12:00:00+00:00,2024-03-08 13:00:00+00:00,2024-03-08 13:00:00+01:00,2024-03-08 14:00:00+01:00,4.26,Day-ahead auction,Germany/Luxembourg,SMARD
2024-03-08 13:00:00+00:00,2024-03-08 14:00:00+00:00,2024-03-08 14:00:00+01:00,2024-03-08 15:00:00+01:00,24.2,Day-ahead auction,Germany/Luxembourg,SMARD
2024-03-08 14:00:00+00:00,2024-03-08 15:00:00+00:00,2024-03-08 15:00:00+01:00,2024-03-08 16:00:00+01:00,40.25,Day-ahead auction,Germany/Luxembourg,SMARD
2024-03-08 15:00:00+00:00,2024-03-08 16:00:00+00:00,2024-03-08 16:00:00+01:00,2024-03-08 17:00:00+01:00,55.74,Day-ahead auction,Germany/Luxembourg,SMARD
2024-03-08 16:00:00+00:00,2024-03-08 17:00:00+00:00,2024-03-08 17:00:00+01:00,2024-03-08 18:00:00+01:00,71.98,Day-ahead auction,Germany/Luxembourg,SMARD
2024-03-08 17:00:00+00:00,2024-03-08 18:00:00+00:00,2024-03-08 18:00:00+01:00,2024-03-08 19:00:00+01:00,83.76,Day-ahead auction,Germany/Luxembourg,SMARD
2024-03-08 18:00:00+00:00,2024-03-08 19:00:00+00:00,2024-03-08 19:00:00+01:00,2024-03-08 20:00:00+01:00,79.98,Day-ahead auction,Germany/Luxembourg,SMARD
2024-03-08 19:00:00+00:00,2024-03-08 20:00:00+00:00,2024-03-08 20:00:00+01:00,2024-03-08 21:00:00+01:00,71.46,Day-ahead auction,Germany/Luxembourg,SMARD
2024-03-08 20:00:00+00:00,2024-03-08 21:00:00+00:00,2024-03-08 21:00:00+01:00,2024-03-08 22:00:00+01:00,64.9,Day-ahead auction,Germany/Luxembourg,SMARD
2024-03-08 21:00:00+00:00,2024-03-08 22:00:00+00:00,2024-03-08 22:00:00+01:00,2024-03-08 23:00:00+01:00,65.03,Day-ahead auction,Germany/Luxembourg,SMARD
2024-03-08 22:00:00+00:00,2024-03-08 23:00:00+00:00,2024-03-08 23:00:00+01:00,2024-03-09 00:00:00+01:00,59.89,Day-ahead auction,Germany/Luxembourg,SMARD
2024-03-08 23:00:00+00:00,2024-03-09 00:00:00+00:00,2024-03-09 00:00:00+01:00,2024-03-09 01:00:00+01:00,56.56,Day-ahead auction,Germany/Luxembourg,SMARD
2024-03-09 00:00:00+00:00,2024-03-09 01:00:00+00:00,2024-03-09 01:00:00+01:00,2024-03-09 02:00:00+01:00,54.91,Day-ahead auction,Germany/Luxembourg,SMARD
2024-03-09 01:00:00+00:00,2024-03-09 02:00:00+00:00,2024-03-09 02:00:00+01:00,2024-03-09 03:00:00+01:00,53.72,Day-ahead auction,Germany/Luxembourg,SMARD
2024-03-09 02:00:00+00:00,2024-03-09 03:00:00+00:00,2024-03-09 03:00:00+01:00,2024-03-09 04:00:00+01:00,52.56,Day-ahead auction,Germany/Luxembourg,SMARD
2024-03-09 03:00:00+00:00,2024-03-09 04:00:00+00:00,2024-03-09 04:00:00+01:00,2024-03-09 05:00:00+01:00,48.6,Day-ahead auction,Germany/Luxembourg,SMARD
2024-03-09 04:00:00+00:00,2024-03-09 05:00:00+00:00,2024-03-09 05:00:00+01:00,2024-03-09 06:00:00+01:00,47.79,Day-ahead auction,Germany/Luxembourg,SMARD
2024-03-09 05:00:00+00:00,2024-03-09 06:00:00+00:00,2024-03-09 06:00:00+01:00,2024-03-09 07:00:00+01:00,50.47,Day-ahead auction,Germany/Luxembourg,SMARD
2024-03-09 06:00:00+00:00,2024-03-09 07:00:00+00:00,2024-03-09 07:00:00+01:00,2024-03-09 08:00:00+01:00,53.06,Day-ahead auction,Germany/Luxembourg,SMARD
2024-03-09 07:00:00+00:00,2024-03-09 08:00:00+00:00,2024-03-09 08:00:00+01:00,2024-03-09 09:00:00+01:00,53.06,Day-ahead auction,Germany/Luxembourg,SMARD
2024-03-09 08:00:00+00:00,2024-03-09 09:00:00+00:00,2024-03-09 09:00:00+01:00,2024-03-09 10:00:00+01:00,48.12,Day-ahead auction,Germany/Luxembourg,SMARD
2024-03-09 09:00:00+00:00,2024-03-09 10:00:00+00:00,2024-03-09 10:00:00+01:00,2024-03-09 11:00:00+01:00,32.94,Day-ahead auction,Germany/Luxembourg,SMARD
2024-03-09 10:00:00+00:00,2024-03-09 11:00:00+00:00,2024-03-09 11:00:00+01:00,2024-03-09 12:00:00+01:00,0.2,Day-ahead auction,Germany/Luxembourg,SMARD
2024-03-09 11:00:00+00:00,2024-03-09 12:00:00+00:00,2024-03-09 12:00:00+01:00,2024-03-09 13:00:00+01:00,-1.15,Day-ahead auction,Germany/Luxembourg,SMARD
2024-03-09 12:00:00+00:00,2024-03-09 13:00:00+00:00,2024-03-09 13:00:00+01:00,2024-03-09 14:00:00+01:00,-5.02,Day-ahead auction,Germany/Luxembourg,SMARD
2024-03-09 13:00:00+00:00,2024-03-09 14:00:00+00:00,2024-03-09 14:00:00+01:00,2024-03-09 15:00:00+01:00,-0.04,Day-ahead auction,Germany/Luxembourg,SMARD
2024-03-09 14:00:00+00:00,2024-03-09 15:00:00+00:00,2024-03-09 15:00:00+01:00,2024-03-09 16:00:00+01:00,28.19,Day-ahead auction,Germany/Luxembourg,SMARD
2024-03-09 15:00:00+00:00,2024-03-09 16:00:00+00:00,2024-03-09 16:00:00+01:00,2024-03-09 17:00:00+01:00,52.64,Day-ahead auction,Germany/Luxembourg,SMARD
2024-03-09 16:00:00+00:00,2024-03-09 17:00:00+00:00,2024-03-09 17:00:00+01:00,2024-03-09 18:00:00+01:00,69.49,Day-ahead auction,Germany/Luxembourg,SMARD
2024-03-09 17:00:00+00:00,2024-03-09 18:00:00+00:00,2024-03-09 18:00:00+01:00,2024-03-09 19:00:00+01:00,78.02,Day-ahead auction,Germany/Luxembourg,SMARD
2024-03-09 18:00:00+00:00,2024-03-09 19:00:00+00:00,2024-03-09 19:00:00+01:00,2024-03-09 20:00:00+01:00,74.99,Day-ahead auction,Germany/Luxembourg,SMARD
2024-03-09 19:00:00+00:00,2024-03-09 20:00:00+00:00,2024-03-09 20:00:00+01:00,2024-03-09 21:00:00+01:00,67.26,Day-ahead auction,Germany/Luxembourg,SMARD
2024-03-09 20:00:00+00:00,2024-03-09 21:00:00+00:00,2024-03-09 21:00:00+01:00,2024-03-09 22:00:00+01:00,60.47,Day-ahead auction,Germany/Luxembourg,SMARD
2024-03-09 21:00:00+00:00,2024-03-09 22:00:00+00:00,2024-03-09 22:00:00+01:00,2024-03-09 23:00:00+01:00,60.53,Day-ahead auction,Germany/Luxembourg,SMARD
2024-03-09 22:00:00+00:00,2024-03-09 23:00:00+00:00,2024-03-09 23:00:00+01:00,2024-03-10 00:00:00+01:00,57.29,Day-ahead auction,Germany/Luxembourg,SMARD
2024-03-09 23:00:00+00:00,2024-03-10 00:00:00+00:00,2024-03-10 00:00:00+01:00,2024-03-10 01:00:00+01:00,48.65,Day-ahead auction,Germany/Luxembourg,SMARD
2024-03-10 00:00:00+00:00,2024-03-10 01:00:00+00:00,2024-03-10 01:00:00+01:00,2024-03-10 02:00:00+01:00,46.06,Day-ahead auction,Germany/Luxembourg,SMARD
2024-03-10 01:00:00+00:00,2024-03-10 02:00:00+00:00,2024-03-10 02:00:00+01:00,2024-03-10 03:00:00+01:00,40.98,Day-ahead auction,Germany/Luxembourg,SMARD
2024-03-10 02:00:00+00:00,2024-03-10 03:00:00+00:00,2024-03-10 03:00:00+01:00,2024-03-10 04:00:00+01:00,35.55,Day-ahead auction,Germany/Luxembourg,SMARD
2024-03-10 03:00:00+00:00,2024-03-10 04:00:00+00:00,2024-03-10 04:00:00+01:00,2024-03-10 05:00:00+01:00,32.39,Day-ahead auction,Germany/Luxembourg,SMARD
2024-03-10 04:00:00+00:00,2024-03-10 05:00:00+00:00,2024-03-10 05:00:00+01:00,2024-03-10 06:00:00+01:00,32.28,Day-ahead auction,Germany/Luxembourg,SMARD
2024-03-10 05:00:00+00:00,2024-03-10 06:00:00+00:00,2024-03-10 06:00:00+01:00,2024-03-10 07:00:00+01:00,33.91,Day-ahead auction,Germany/Luxembourg,SMARD
2024-03-10 06:00:00+00:00,2024-03-10 07:00:00+00:00,2024-03-10 07:00:00+01:00,2024-03-10 08:00:00+01:00,39.49,Day-ahead auction,Germany/Luxembourg,SMARD
2024-03-10 07:00:00+00:00,2024-03-10 08:00:00+00:00,2024-03-10 08:00:00+01:00,2024-03-10 09:00:00+01:00,34.82,Day-ahead auction,Germany/Luxembourg,SMARD
2024-03-10 08:00:00+00:00,2024-03-10 09:00:00+00:00,2024-03-10 09:00:00+01:00,2024-03-10 10:00:00+01:00,25.25,Day-ahead auction,Germany/Luxembourg,SMARD
2024-03-10 09:00:00+00:00,2024-03-10 10:00:00+00:00,2024-03-10 10:00:00+01:00,2024-03-10 11:00:00+01:00,2.35,Day-ahead auction,Germany/Luxembourg,SMARD
2024-03-10 10:00:00+00:00,2024-03-10 11:00:00+00:00,2024-03-10 11:00:00+01:00,2024-03-10 12:00:00+01:00,-0.1,Day-ahead auction,Germany/Luxembourg,SMARD
2024-03-10 11:00:00+00:00,2024-03-10 12:00:00+00:00,2024-03-10 12:00:00+01:00,2024-03-10 13:00:00+01:00,-8.24,Day-ahead auction,Germany/Luxembourg,SMARD
2024-03-10 12:00:00+00:00,2024-03-10 13:00:00+00:00,2024-03-10 13:00:00+01:00,2024-03-10 14:00:00+01:00,-9.98,Day-ahead auction,Germany/Luxembourg,SMARD
2024-03-10 13:00:00+00:00,2024-03-10 14:00:00+00:00,2024-03-10 14:00:00+01:00,2024-03-10 15:00:00+01:00,-0.51,Day-ahead auction,Germany/Luxembourg,SMARD
2024-03-10 14:00:00+00:00,2024-03-10 15:00:00+00:00,2024-03-10 15:00:00+01:00,2024-03-10 16:00:00+01:00,14.41,Day-ahead auction,Germany/Luxembourg,SMARD
2024-03-10 15:00:00+00:00,2024-03-10 16:00:00+00:00,2024-03-10 16:00:00+01:00,2024-03-10 17:00:00+01:00,47.96,Day-ahead auction,Germany/Luxembourg,SMARD
2024-03-10 16:00:00+00:00,2024-03-10 17:00:00+00:00,2024-03-10 17:00:00+01:00,2024-03-10 18:00:00+01:00,55.97,Day-ahead auction,Germany/Luxembourg,SMARD
2024-03-10 17:00:00+00:00,2024-03-10 18:00:00+00:00,2024-03-10 18:00:00+01:00,2024-03-10 19:00:00+01:00,66.35,Day-ahead auction,Germany/Luxembourg,SMARD
2024-03-10 18:00:00+00:00,2024-03-10 19:00:00+00:00,2024-03-10 19:00:00+01:00,2024-03-10 20:00:00+01:00,62.32,Day-ahead auction,Germany/Luxembourg,SMARD
2024-03-10 19:00:00+00:00,2024-03-10 20:00:00+00:00,2024-03-10 20:00:00+01:00,2024-03-10 21:00:00+01:00,57.14,Day-ahead auction,Germany/Luxembourg,SMARD
