start_utc,end_utc,start_berlin,end_berlin,price_eur_per_mwh,market,bidding_zone,source
2024-08-17 07:00:00+00:00,2024-08-17 08:00:00+00:00,2024-08-17 09:00:00+02:00,2024-08-17 10:00:00+02:00,84.0,Day-ahead auction,Germany/Luxembourg,SMARD
2024-08-17 08:00:00+00:00,2024-08-17 09:00:00+00:00,2024-08-17 10:00:00+02:00,2024-08-17 11:00:00+02:00,69.49,Day-ahead auction,Germany/Luxembourg,SMARD
2024-08-17 09:00:00+00:00,2024-08-17 10:00:00+00:00,2024-08-17 11:00:00+02:00,2024-08-17 12:00:00+02:00,54.28,Day-ahead auction,Germany/Luxembourg,SMARD
2024-08-17 10:00:00+00:00,2024-08-17 11:00:00+00:00,2024-08-17 12:00:00+02:00,2024-08-17 13:00:00+02:00,46.93,Day-ahead auction,Germany/Luxembourg,SMARD
2024-08-17 11:00:00+00:00,2024-08-17 12:00:00+00:00,2024-08-17 13:00:00+02:00,2024-08-17 14:00:00+02:00,40.71,Day-ahead auction,Germany/Luxembourg,SMARD
2024-08-17 12:00:00+00:00,2024-08-17 13:00:00+00:00,2024-08-17 14:00:00+02:00,2024-08-17 15:00:00+02:00,39.43,Day-ahead auction,Germany/Luxembourg,SMARD
2024-08-17 13:00:00+00:00,2024-08-17 14:00:00+00:00,2024-08-17 15:00:00+02:00,2024-08-17 16:00:00+02:00,39.56,Day-ahead auction,Germany/Luxembourg,SMARD
2024-08-17 14:00:00+00:00,2024-08-17 15:00:00+00:00,2024-08-17 16:00:00+02:00,2024-08-17 17:00:00+02:00,59.09,Day-ahead auction,Germany/Luxembourg,SMARD
2024-08-17 15:00:00+00:00,2024-08-17 16:00:00+00:00,2024-08-17 17:00:00+02:00,2024-08-17 18:00:00+02:00,88.4,Day-ahead auction,Germany/Luxembourg,SMARD
2024-08-17 16:00:00+00:00,2024-08-17 17:00:00+00:00,2024-08-17 18:00:00+02:00,2024-08-17 19:00:00+02:00,119.68,Day-ahead auction,Germany/Luxembourg,SMARD
2024-08-17 17:00:00+00:00,2024-08-17 18:00:00+00:00,2024-08-17 19:00:00+02:00,2024-08-17 20:00:00+02:00,140.56,Day-ahead auction,Germany/Luxembourg,SMARD
2024-08-17 18:00:00+00:00,2024-08-17 19:00:00+00:00,2024-08-17 20:00:00+02:00,2024-08-17 21:00:00+02:00,149.18,Day-ahead auction,Germany/Luxembourg,SMARD
2024-08-17 19:00:00+00:00,2024-08-17 20:00:00+00:00,2024-08-17 21:00:00+02:00,2024-08-17 22:00:00+02:00,126.98,Day-ahead auction,Germany/Luxembourg,SMARD
2024-08-17 20:00:00+00:00,2024-08-17 21:00:00+00:00,2024-08-17 22:00:00+02:00,2024-08-17 23:00:00+02:00,116.7,Day-ahead auction,Germany/Luxembourg,SMARD
2024-08-17 21:00:00+00:00,2024-08-17 22:00:00+00:00,2024-08-17 23:00:00+02:00,2024-08-18 00:00:00+02:00,105.82,Day-ahead auction,Germany/Luxembourg,SMARD
2024-08-17 22:00:00+00:00,2024-08-17 23:00:00+00:00,2024-08-18 00:00:00+02:00,2024-08-18 01:00:00+02:00,111.82,Day-ahead auction,Germany/Luxembourg,SMARD
2024-08-17 23:00:00+00:00,2024-08-18 00:00:00+00:00,2024-08-18 01:00:00+02:00,2024-08-18 02:00:00+02:00,112.8,Day-ahead auction,Germany/Luxembourg,SMARD
2024-08-18 00:00:00+00:00,2024-08-18 01:00:00+00:00,2024-08-18 02:00:00+02:00,2024-08-18 03:00:00+02:00,106.17,Day-ahead auction,Germany/Luxembourg,SMARD
2024-08-18 01:00:00+00:00,2024-08-18 02:00:00+00:00,2024-08-18 03:00:00+02:00,2024-08-18 04:00:00+02:00,106.22,Day-ahead auction,Germany/Luxembourg,SMARD
2024-08-18 02:00:00+00:00,2024-08-18 03:00:00+00:00,2024-08-18 04:00:00+02:00,2024-08-18 05:00:00+02:00,104.75,Day-ahead auction,Germany/Luxembourg,SMARD
2024-08-18 03:00:00+00:00,2024-08-18 04:00:00+00:00,2024-08-18 05:00:00+02:00,2024-08-18 06:00:00+02:00,104.97,Day-ahead auction,Germany/Luxembourg,SMARD
2024-08-18 04:00:00+00:00,2024-08-18 05:00:00+00:00,2024-08-18 06:00:00+02:00,2024-08-18 07:00:00+02:00,99.53,Day-ahead auction,Germany/Luxembourg,SMARD
2024-08-18 05:00:00+00:00,2024-08-18 06:00:00+00:00,2024-08-18 07:00:00+02:00,2024-08-18 08:00:00+02:00,95.2,Day-ahead auction,Germany/Luxembourg,SMARD
2024-08-18 06:00:00+00:00,2024-08-18 07:00:00+00:00,2024-08-18 08:00:00+02:00,2024-08-18 09:00:00+02:00,88.2,Day-ahead auction,Germany/Luxembourg,SMARD
2024-08-18 07:00:00+00:00,2024-08-18 08:00:00+00:00,2024-08-18 09:00:00+02:00,2024-08-18 10:00:00+02:00,82.32,Day-ahead auction,Germany/Luxembourg,SMARD
2024-08-18 08:00:00+00:00,2024-08-18 09:00:00+00:00,2024-08-18 10:00:00+02:00,2024-08-18 11:00:00+02:00,72.12,Day-ahead auction,Germany/Luxembourg,SMARD
2024-08-18 09:00:00+00:00,2024-08-18 10:00:00+00:00,2024-08-18 11:00:00+02:00,2024-08-18 12:00:00+02:00,72.52,Day-ahead auction,Germany/Luxembourg,SMARD
2024-08-18 10:00:00+00:00,2024-08-18 11:00:00+00:00,2024-08-18 12:00:00+02:00,2024-08-18 13:00:00+02:00,66.03,Day-ahead auction,Germany/Luxembourg,SMARD
2024-08-18 11:00:00+00:00,2024-08-18 12:00:00+00:00,2024-08-18 13:00:00+02:00,2024-08-18 14:00:00+02:00,33.64,Day-ahead auction,Germany/Luxembourg,SMARD
2024-08-18 12:00:00+00:00,2024-08-18 13:00:00+00:00,2024-08-18 14:00:00+02:00,2024-08-18 15:00:00+02:00,17.72,Day-ahead auction,Germany/Luxembourg,SMARD
2024-08-18 13:00:00+00:00,2024-08-18 14:00:00+00:00,2024-08-18 15:00:00+02:00,2024-08-18 16:00:00+02:00,51.28,Day-ahead auction,Germany/Luxembourg,SMARD
2024-08-18 14:00:00+00:00,2024-08-18 15:00:00+00:00,2024-08-18 16:00:00+02:00,2024-08-18 17:00:00+02:00,69.86,Day-ahead auction,Germany/Luxembourg,SMARD
2024-08-18 15:00:00+00:00,2024-08-18 16:00:00+00:00,2024-08-18 17:00:00+02:00,2024-08-18 18:00:00+02:00,82.39,Day-ahead auction,Germany/Luxembourg,SMARD
2024-08-18 16:00:00+00:00,2024-08-18 17:00:00+00:00,2024-08-18 18:00:00+02:00,2024-08-18 19:00:00+02:00,93.85,Day-ahead auction,Germany/Luxembourg,SMARD
2024-08-18 17:00:00+00:00,2024-08-18 18:00:00+00:00,2024-08-18 19:00:00+02:00,2024-08-18 20:00:00+02:00,109.93,Day-ahead auction,Germany/Luxembourg,SMARD
2024-08-18 18:00:00+00:00,2024-08-18 19:00:00+00:00,2024-08-18 20:00:00+02:00,2024-08-18 21:00:00+02:00,115.68,Day-ahead auction,Germany/Luxembourg,SMARD
2024-08-18 19:00:00+00:00,2024-08-18 20:00:00+00:00,2024-08-18 21:00:00+02:00,2024-08-18 22:00:00+02:00,109.83,Day-ahead auction,Germany/Luxembourg,SMARD
2024-08-18 20:00:00+00:00,2024-08-18 21:00:00+00:00,2024-08-18 22:00:00+02:00,2024-08-18 23:00:00+02:00,111.4,Day-ahead auction,Germany/Luxembourg,SMARD
2024-08-18 21:00:00+00:00,2024-08-18 22:00:00+00:00,2024-08-18 23:00:00+02:00,2024-08-19 00:00:00+02:00,99.45,Day-ahead auction,Germany/Luxembourg,SMARD
2024-08-18 22:00:00+00:00,2024-08-18 23:00:00+00:00,2024-08-19 00:00:00+02:00,2024-08-19 01:00:00+02:00,97.39,Day-ahead auction,Germany/Luxembourg,SMARD
2024-08-18 23:00:00+00:00,2024-08-19 00:00:00+00:00,2024-08-19 01:00:00+02:00,2024-08-19 02:00:00+02:00,90.1,Day-ahead auction,Germany/Luxembourg,SMARD
2024-08-19 00:00:00+00:00,2024-08-19 01:00:00+00:00,2024-08-19 02:00:00+02:00,2024-08-19 03:00:00+02:00,88.7,Day-ahead auction,Germany/Luxembourg,SMARD
2024-08-19 01:00:00+00:00,2024-08-19 02:00:00+00:00,2024-08-19 03:00:00+02:00,2024-08-19 04:00:00+02:00,84.86,Day-ahead auction,Germany/Luxembourg,SMARD
2024-08-19 02:00:00+00:00,2024-08-19 03:00:00+00:00,2024-08-19 04:00:00+02:00,2024-08-19 05:00:00+02:00,84.5,Day-ahead auction,Germany/Luxembourg,SMARD
2024-08-19 03:00:00+00:00,2024-08-19 04:00:00+00:00,2024-08-19 05:00:00+02:00,2024-08-19 06:00:00+02:00,87.97,Day-ahead auction,Germany/Luxembourg,SMARD
2024-08-19 04:00:00+00:00,2024-08-19 05:00:00+00:00,2024-08-19 06:00:00+02:00,2024-08-19 07:00:00+02:00,129.0,Day-ahead auction,Germany/Luxembourg,SMARD
2024-08-19 05:00:00+00:00,2024-08-19 06:00:00+00:00,2024-08-19 07:00:00+02:00,2024-08-19 08:00:00+02:00,152.33,Day-ahead auction,Germany/Luxembourg,SMARD
2024-08-19 06:00:00+00:00,2024-08-19 07:00:00+00:00,2024-08-19 08:00:00+02:00,2024-08-19 09:00:00+02:00,129.6,Day-ahead auction,Germany/Luxembourg,SMARD
2024-08-19 07:00:00+00:00,2024-08-19 08:00:00+00:00,2024-08-19 09:00:00+02:00,2024-08-19 10:00:00+02:00,112.58,Day-ahead auction,Germany/Luxembourg,SMARD
2024-08-19 08:00:00+00:00,2024-08-19 09:00:00+00:00,2024-08-19 10:00:00+02:00,2024-08-19 11:00:00+02:00,96.9,Day-ahead auction,Germany/Luxembourg,SMARD
2024-08-19 09:00:00+00:00,2024-08-19 10:00:00+00:00,2024-08-19 11:00:00+02:00,2024-08-19 12:00:00+02:00,89.74,Day-ahead auction,Germany/Luxembourg,SMARD
2024-08-19 10:00:00+00:00,2024-08-19 11:00:00+00:00,2024-08-19 12:00:00+02:00,2024-08-19 13:00:00+02:00,84.38,Day-ahead auction,Germany/Luxembourg,SMARD
2024-08-19 11:00:00+00:00,2024-08-19 12:00:00+00:00,2024-08-19 13:00:00+02:00,2024-08-19 14:00:00+02:00,78.87,Day-ahead auction,Germany/Luxembourg,SMARD
2024-08-19 12:00:00+00:00,2024-08-19 13:00:00+00:00,2024-08-19 14:00:00+02:00,2024-08-19 15:00:00+02:00,80.21,Day-ahead auction,Germany/Luxembourg,SMARD
2024-08-19 13:00:00+00:00,2024-08-19 14:00:00+00:00,2024-08-19 15:00:00+02:00,2024-08-19 16:00:00+02:00,79.9,Day-ahead auction,Germany/Luxembourg,SMARD
2024-08-19 14:00:00+00:00,2024-08-19 15:00:00+00:00,2024-08-19 16:00:00+02:00,2024-08-19 17:00:00+02:00,84.05,Day-ahead auction,Germany/Luxembourg,SMARD
2024-08-19 15:00:00+00:00,2024-08-19 16:00:00+00:00,2024-08-19 17:00:00+02:00,2024-08-19 18:00:00+02:00,100.7,Day-ahead auction,Germany/Luxembourg,SMARD
2024-08-19 16:00:00+00:00,2024-08-19 17:00:00+00:00,2024-08-19 18:00:00+02:00,2024-08-19 19:00:00+02:00,113.97,Day-ahead auction,Germany/Luxembourg,SMARD
2024-08-19 17:00:00+00:00,2024-08-19 18:00:00+00:00,2024-08-19 19:00:00+02:00,2024-08-19 20:00:00+02:00,200.0,Day-ahead auction,Germany/Luxembourg,SMARD
2024-08-19 18:00:00+00:00,2024-08-19 19:00:00+00:00,2024-08-19 20:00:00+02:00,2024-08-19 21:00:00+02:00,203.83,Day-ahead auction,Germany/Luxembourg,SMARD
2024-08-19 19:00:00+00:00,2024-08-19 20:00:00+00:00,2024-08-19 21:00:00+02:00,2024-08-19 22:00:00+02:00,140.11,Day-ahead auction,Germany/Luxembourg,SMARD
2024-08-19 20:00:00+00:00,2024-08-19 21:00:00+00:00,2024-08-19 22:00:00+02:00,2024-08-19 23:00:00+02:00,100.82,Day-ahead auction,Germany/Luxembourg,SMARD
2024-08-19 21:00:00+00:00,2024-08-19 22:00:00+00:00,2024-08-19 23:00:00+02:00,2024-08-20 00:00:00+02:00,86.2,Day-ahead auction,Germany/Luxembourg,SMARD
2024-08-19 22:00:00+00:00,2024-08-19 23:00:00+00:00,2024-08-20 00:00:00+02:00,2024-08-20 01:00:00+02:00,93.6,Day-ahead auction,Germany/Luxembourg,SMARD
2024-08-19 23:00:00+00:00,2024-08-20 00:00:00+00:00,2024-08-20 01:00:00+02:00,2024-08-20 02:00:00+02:00,89.55,Day-ahead auction,Germany/Luxembourg,SMARD
2024-08-20 00:00:00+00:00,2024-08-20 01:00:00+00:00,2024-08-20 02:00:00+02:00,2024-08-20 03:00:00+02:00,88.5,Day-ahead auction,Germany/Luxembourg,SMARD
2024-08-20 01:00:00+00:00,2024-08-20 02:00:00+00:00,2024-08-20 03:00:00+02:00,2024-08-20 04:00:00+02:00,89.31,Day-ahead auction,Germany/Luxembourg,SMARD
2024-08-20 02:00:00+00:00,2024-08-20 03:00:00+00:00,2024-08-20 04:00:00+02:00,2024-08-20 05:00:00+02:00,86.19,Day-ahead auction,Germany/Luxembourg,SMARD
2024-08-20 03:00:00+00:00,2024-08-20 04:00:00+00:00,2024-08-20 05:00:00+02:00,2024-08-20 06:00:00+02:00,89.97,Day-ahead auction,Germany/Luxembourg,SMARD
2024-08-20 04:00:00+00:00,2024-08-20 05:00:00+00:00,2024-08-20 06:00:00+02:00,2024-08-20 07:00:00+02:00,123.06,Day-ahead auction,Germany/Luxembourg,SMARD
2024-08-20 05:00:00+00:00,2024-08-20 06:00:00+00:00,2024-08-20 07:00:00+02:00,2024-08-20 08:00:00+02:00,133.23,Day-ahead auction,Germany/Luxembourg,SMARD
2024-08-20 06:00:00+00:00,2024-08-20 07:00:00+00:00,2024-08-20 08:00:00+02:00,2024-08-20 09:00:00+02:00,122.97,Day-ahead auction,Germany/Luxembourg,SMARD
2024-08-20 07:00:00+00:00,2024-08-20 08:00:00+00:00,2024-08-20 09:00:00+02:00,2024-08-20 10:00:00+02:00,103.09,Day-ahead auction,Germany/Luxembourg,SMARD
2024-08-20 08:00:00+00:00,2024-08-20 09:00:00+00:00,2024-08-20 10:00:00+02:00,2024-08-20 11:00:00+02:00,75.01,Day-ahead auction,Germany/Luxembourg,SMARD
2024-08-20 09:00:00+00:00,2024-08-20 10:00:00+00:00,2024-08-20 11:00:00+02:00,2024-08-20 12:00:00+02:00,50.13,Day-ahead auction,Germany/Luxembourg,SMARD
2024-08-20 10:00:00+00:00,2024-08-20 11:00:00+00:00,2024-08-20 12:00:00+02:00,2024-08-20 13:00:00+02:00,37.69,Day-ahead auction,Germany/Luxembourg,SMARD
2024-08-20 11:00:00+00:00,2024-08-20 12:00:00+00:00,2024-08-20 13:00:00+02:00,2024-08-20 14:00:00+02:00,18.22,Day-ahead auction,Germany/Luxembourg,SMARD
2024-08-20 12:00:00+00:00,2024-08-20 13:00:00+00:00,2024-08-20 14:00:00+02:00,2024-08-20 15:00:00+02:00,20.36,Day-ahead auction,Germany/Luxembourg,SMARD
2024-08-20 13:00:00+00:00,2024-08-20 14:00:00+00:00,2024-08-20 15:00:00+02:00,2024-08-20 16:00:00+02:00,48.9,Day-ahead auction,Germany/Luxembourg,SMARD
2024-08-20 14:00:00+00:00,2024-08-20 15:00:00+00:00,2024-08-20 16:00:00+02:00,2024-08-20 17:00:00+02:00,82.15,Day-ahead auction,Germany/Luxembourg,SMARD
2024-08-20 15:00:00+00:00,2024-08-20 16:00:00+00:00,2024-08-20 17:00:00+02:00,2024-08-20 18:00:00+02:00,104.5,Day-ahead auction,Germany/Luxembourg,SMARD
2024-08-20 16:00:00+00:00,2024-08-20 17:00:00+00:00,2024-08-20 18:00:00+02:00,2024-08-20 19:00:00+02:00,118.07,Day-ahead auction,Germany/Luxembourg,SMARD
2024-08-20 17:00:00+00:00,2024-08-20 18:00:00+00:00,2024-08-20 19:00:00+02:00,2024-08-20 20:00:00+02:00,158.81,Day-ahead auction,Germany/Luxembourg,SMARD
2024-08-20 18:00:00+00:00,2024-08-20 19:00:00+00:00,2024-08-20 20:00:00+02:00,2024-08-20 21:00:00+02:00,154.71,Day-ahead auction,Germany/Luxembourg,SMARD
2024-08-20 19:00:00+00:00,2024-08-20 20:00:00+00:00,2024-08-20 21:00:00+02:00,2024-08-20 22:00:00+02:00,120.89,Day-ahead auction,Germany/Luxembourg,SMARD
2024-08-20 20:00:00+00:00,2024-08-20 21:00:00+00:00,2024-08-20 22:00:00+02:00,2024-08-20 23:00:00+02:00,103.82,Day-ahead auction,Germany/Luxembourg,SMARD
2024-08-20 21:00:00+00:00,2024-08-20 22:00:00+00:00,2024-08-20 23:00:00+02:00,2024-08-21 00:00:00+02:00,97.96,Day-ahead auction,Germany/Luxembourg,SMARD
2024-08-20 22:00:00+00:00,2024-08-20 23:00:00+00:00,2024-08-21 00:00:00+02:00,2024-08-21 01:00:00+02:00,87.36,Day-ahead auction,Germany/Luxembourg,SMARD
2024-08-20 23:00:00+00:00,2024-08-21 00:00:00+00:00,2024-08-21 01:00:00+02:00,2024-08-21 02:00:00+02:00,82.0,Day-ahead auction,Germany/Luxembourg,SMARD
2024-08-21 00:00:00+00:00,2024-08-21 01:00:00+00:00,2024-08-21 02:00:00+02:00,2024-08-21 03:00:00+02:00,65.93,Day-ahead auction,Germany/Luxembourg,SMARD
2024-08-21 01:00:00+00:00,2024-08-21 02:00:00+00:00,2024-08-21 03:00:00+02:00,2024-08-21 04:00:00+02:00,56.09,Day-ahead auction,Germany/Luxembourg,SMARD
2024-08-21 02:00:00+00:00,2024-08-21 03:00:00+00:00,2024-08-21 04:00:00+02:00,2024-08-21 05:00:00+02:00,60.42,Day-ahead auction,Germany/Luxembourg,SMARD
2024-08-21 03:00:00+00:00,2024-08-21 04:00:00+00:00,2024-08-21 05:00:00+02:00,2024-08-21 06:00:00+02:00,59.95,Day-ahead auction,Germany/Luxembourg,SMARD
2024-08-21 04:00:00+00:00,2024-08-21 05:00:00+00:00,2024-08-21 06:00:00+02:00,2024-08-21 07:00:00+02:00,81.3,Day-ahead auction,Germany/Luxembourg,SMARD
2024-08-21 05:00:00+00:00,2024-08-21 06:00:00+00:00,2024-08-21 07:00:00+02:00,2024-08-21 08:00:00+02:00,85.92,Day-ahead auction,Germany/Luxembourg,SMARD
2024-08-21 06:00:00+00:00,2024-08-21 07:00:00+00:00,2024-08-21 08:00:00+02:00,2024-08-21 09:00:00+02:00,87.38,Day-ahead auction,Germany/Luxembourg,SMARD
2024-08-21 07:00:00+00:00,2024-08-21 08:00:00+00:00,2024-08-21 09:00:00+02:00,2024-08-21 10:00:00+02:00,53.16,Day-ahead auction,Germany/Luxembourg,SMARD
2024-08-21 08:00:00+00:00,2024-08-21 09:00:00+00:00,2024-08-21 10:00:00+02:00,2024-08-21 11:00:00+02:00,0.16,Day-ahead auction,Germany/Luxembourg,SMARD
2024-08-21 09:00:00+00:00,2024-08-21 10:00:00+00:00,2024-08-21 11:00:00+02:00,2024-08-21 12:00:00+02:00,-4.95,Day-ahead auction,Germany/Luxembourg,SMARD
2024-08-21 10:00:00+00:00,2024-08-21 11:00:00+00:00,2024-08-21 12:00:00+02:00,2024-08-21 13:00:00+02:00,-13.01,Day-ahead auction,Germany/Luxembourg,SMARD
2024-08-21 11:00:00+00:00,2024-08-21 12:00:00+00:00,2024-08-21 13:00:00+02:00,2024-08-21 14:00:00+02:00,-20.32,Day-ahead auction,Germany/Luxembourg,SMARD
2024-08-21 12:00:00+00:00,2024-08-21 13:00:00+00:00,2024-08-21 14:00:00+02:00,2024-08-21 15:00:00+02:00,-21.28,Day-ahead auction,Germany/Luxembourg,SMARD
2024-08-21 13:00:00+00:00,2024-08-21 14:00:00+00:00,2024-08-21 15:00:00+02:00,2024-08-21 16:00:00+02:00,-16.05,Day-ahead auction,Germany/Luxembourg,SMARD
2024-08-21 14:00:00+00:00,2024-08-21 15:00:00+00:00,2024-08-21 16:00:00+02:00,2024-08-21 17:00:00+02:00,-12.64,Day-ahead auction,Germany/Luxembourg,SMARD
2024-08-21 15:00:00+00:00,2024-08-21 16:00:00+00:00,2024-08-21 17:00:00+02:00,2024-08-21 18:00:00+02:00,2.01,Day-ahead auction,Germany/Luxembourg,SMARD
2024-08-21 16:00:00+00:00,2024-08-21 17:00:00+00:00,2024-08-21 18:00:00+02:00,2024-08-21 19:00:00+02:00,67.26,Day-ahead auction,Germany/Luxembourg,SMARD
2024-08-21 17:00:00+00:00,2024-08-21 18:00:00+00:00,2024-08-21 19:00:00+02:00,2024-08-21 20:00:00+02:00,101.89,Day-ahead auction,Germany/Luxembourg,SMARD
2024-08-21 18:00:00+00:00,2024-08-21 19:00:00+00:00,2024-08-21 20:00:00+02:00,2024-08-21 21:00:00+02:00,140.35,Day-ahead auction,Germany/Luxembourg,SMARD
2024-08-21 19:00:00+00:00,2024-08-21 20:00:00+00:00,2024-08-21 21:00:00+02:00,2024-08-21 22:00:00+02:00,130.96,Day-ahead auction,Germany/Luxembourg,SMARD
2024-08-21 20:00:00+00:00,2024-08-21 21:00:00+00:00,2024-08-21 22:00:00+02:00,2024-08-21 23:00:00+02:00,103.42,Day-ahead auction,Germany/Luxembourg,SMARD
2024-08-21 21:00:00+00:00,2024-08-21 22:00:00+00:00,2024-08-21 23:00:00+02:00,2024-08-22 00:00:00+02:00,85.65,Day-ahead auction,Germany/Luxembourg,SMARD
2024-08-21 22:00:00+00:00,2024-08-21 23:00:00+00:00,2024-08-22 00:00:00+02:00,2024-08-22 01:00:00+02:00,78.94,Day-ahead auction,Germany/Luxembourg,SMARD
2024-08-21 23:00:00+00:00,2024-08-22 00:00:00+00:00,2024-08-22 01:00:00+02:00,2024-08-22 02:00:00+02:00,73.04,Day-ahead auction,Germany/Luxembourg,SMARD
2024-08-22 00:00:00+00:00,2024-08-22 01:00:00+00:00,2024-08-22 02:00:00+02:00,2024-08-22 03:00:00+02:00,80.46,Day-ahead auction,Germany/Luxembourg,SMARD
2024-08-22 01:00:00+00:00,2024-08-22 02:00:00+00:00,2024-08-22 03:00:00+02:00,2024-08-22 04:00:00+02:00,80.17,Day-ahead auction,Germany/Luxembourg,SMARD
2024-08-22 02:00:00+00:00,2024-08-22 03:00:00+00:00,2024-08-22 04:00:00+02:00,2024-08-22 05:00:00+02:00,70.23,Day-ahead auction,Germany/Luxembourg,SMARD
2024-08-22 03:00:00+00:00,2024-08-22 04:00:00+00:00,2024-08-22 05:00:00+02:00,2024-08-22 06:00:00+02:00,85.42,Day-ahead auction,Germany/Luxembourg,SMARD
2024-08-22 04:00:00+00:00,2024-08-22 05:00:00+00:00,2024-08-22 06:00:00+02:00,2024-08-22 07:00:00+02:00,99.95,Day-ahead auction,Germany/Luxembourg,SMARD
2024-08-22 05:00:00+00:00,2024-08-22 06:00:00+00:00,2024-08-22 07:00:00+02:00,2024-08-22 08:00:00+02:00,129.46,Day-ahead auction,Germany/Luxembourg,SMARD
2024-08-22 06:00:00+00:00,2024-08-22 07:00:00+00:00,2024-08-22 08:00:00+02:00,2024-08-22 09:00:00+02:00,113.05,Day-ahead auction,Germany/Luxembourg,SMARD
2024-08-22 07:00:00+00:00,2024-08-22 08:00:00+00:00,2024-08-22 09:00:00+02:00,2024-08-22 10:00:00+02:00,73.1,Day-ahead auction,Germany/Luxembourg,SMARD
2024-08-22 08:00:00+00:00,2024-08-22 09:00:00+00:00,2024-08-22 10:00:00+02:00,2024-08-22 11:00:00+02:00,14.8,Day-ahead auction,Germany/Luxembourg,SMARD
2024-08-22 09:00:00+00:00,2024-08-22 10:00:00+00:00,2024-08-22 11:00:00+02:00,2024-08-22 12:00:00+02:00,0.0,Day-ahead auction,Germany/Luxembourg,SMARD
2024-08-22 10:00:00+00:00,2024-08-22 11:00:00+00:00,2024-08-22 12:00:00+02:00,2024-08-22 13:00:00+02:00,-0.38,Day-ahead auction,Germany/Luxembourg,SMARD
2024-08-22 11:00:00+00:00,2024-08-22 12:00:00+00:00,2024-08-22 13:00:00+02:00,2024-08-22 14:00:00+02:00,-2.56,Day-ahead auction,Germany/Luxembourg,SMARD
2024-08-22 12:00:00+00:00,2024-08-22 13:00:00+00:00,2024-08-22 14:00:00+02:00,2024-08-22 15:00:00+02:00,-1.51,Day-ahead auction,Germany/Luxembourg,SMARD
2024-08-22 13:00:00+00:00,2024-08-22 14:00:00+00:00,2024-08-22 15:00:00+02:00,2024-08-22 16:00:00+02:00,-4.35,Day-ahead auction,Germany/Luxembourg,SMARD
2024-08-22 14:00:00+00:00,2024-08-22 15:00:00+00:00,2024-08-22 16:00:00+02:00,2024-08-22 17:00:00+02:00,-0.09,Day-ahead auction,Germany/Luxembourg,SMARD
2024-08-22 15:00:00+00:00,2024-08-22 16:00:00+00:00,2024-08-22 17:00:00+02:00,2024-08-22 18:00:00+02:00,24.89,Day-ahead auction,Germany/Luxembourg,SMARD
2024-08-22 16:00:00+00:00,2024-08-22 17:00:00+00:00,2024-08-22 18:00:00+02:00,2024-08-22 19:00:00+02:00,89.46,Day-ahead auction,Germany/Luxembourg,SMARD
2024-08-22 17:00:00+00:00,2024-08-22 18:00:00+00:00,2024-08-22 19:00:00+02:00,2024-08-22 20:00:00+02:00,112.74,Day-ahead auction,Germany/Luxembourg,SMARD
2024-08-22 18:00:00+00:00,2024-08-22 19:00:00+00:00,2024-08-22 20:00:00+02:00,2024-08-22 21:00:00+02:00,111.5,Day-ahead auction,Germany/Luxembourg,SMARD
2024-08-22 19:00:00+00:00,2024-08-22 20:00:00+00:00,2024-08-22 21:00:00+02:00,2024-08-22 22:00:00+02:00,109.99,Day-ahead auction,Germany/Luxembourg,SMARD
2024-08-22 20:00:00+00:00,2024-08-22 21:00:00+00:00,2024-08-22 22:00:00+02:00,2024-08-22 23:00:00+02:00,95.48,Day-ahead auction,Germany/Luxembourg,SMARD
2024-08-22 21:00:00+00:00,2024-08-22 22:00:00+00:00,2024-08-22 23:00:00+02:00,2024-08-23 00:00:00+02:00,79.22,Day-ahead auction,Germany/Luxembourg,SMARD
2024-08-22 22:00:00+00:00,2024-08-22 23:00:00+00:00,2024-08-23 00:00:00+02:00,2024-08-23 01:00:00+02:00,51.9,Day-ahead auction,Germany/Luxembourg,SMARD
2024-08-22 23:00:00+00:00,2024-08-23 00:00:00+00:00,2024-08-23 01:00:00+02:00,2024-08-23 02:00:00+02:00,45.87,Day-ahead auction,Germany/Luxembourg,SMARD
2024-08-23 00:00:00+00:00,2024-08-23 01:00:00+00:00,2024-08-23 02:00:00+02:00,2024-08-23 03:00:00+02:00,38.51,Day-ahead auction,Germany/Luxembourg,SMARD
2024-08-23 01:00:00+00:00,2024-08-23 02:00:00+00:00,2024-08-23 03:00:00+02:00,2024-08-23 04:00:00+02:00,26.36,Day-ahead auction,Germany/Luxembourg,SMARD
2024-08-23 02:00:00+00:00,2024-08-23 03:00:00+00:00,2024-08-23 04:00:00+02:00,2024-08-23 05:00:00+02:00,26.48,Day-ahead auction,Germany/Luxembourg,SMARD
2024-08-23 03:00:00+00:00,2024-08-23 04:00:00+00:00,2024-08-23 05:00:00+02:00,2024-08-23 06:00:00+02:00,30.59,Day-ahead auction,Germany/Luxembourg,SMARD
2024-08-23 04:00:00+00:00,2024-08-23 05:00:00+00:00,2024-08-23 06:00:00+02:00,2024-08-23 07:00:00+02:00,64.22,Day-ahead auction,Germany/Luxembourg,SMARD
2024-08-23 05:00:00+00:00,2024-08-23 06:00:00+00:00,2024-08-23 07:00:00+02:00,2024-08-23 08:00:00+02:00,60.63,Day-ahead auction,Germany/Luxembourg,SMARD
