station_id,station_name,latitude,longitude,height_m_amsl
05347,Warburg Nordrhein-Westfalen,51.5039,9.1118,236.0
05349,Waren (Müritz) Mecklenburg-Vorpommern,53.5196,12.6654,73.0
05371,Wasserkuppe Hessen,50.4973,9.9427,920.0
05397,Weiden Bayern,49.6662,12.1844,440.0
05404,Weihenstephan-Dürnast Bayern,48.4024,11.6946,477.0
05419,Weimar Thüringen,50.9751,11.3076,264.0
05424,Weimar-Schöndorf Thüringen,51.0177,11.3544,328.0
05426,Weinbiet Rheinland-Pfalz,49.3758,8.1212,553.0
05433,Weiskirchen/Saar Saarland,49.5534,6.812,383.0
05440,Weißenburg-Emetzheim Bayern,49.0115,10.9308,439.0
05467,Wendelstein Bayern,47.7035,12.0119,1832.0
05480,Werl Nordrhein-Westfalen,51.5763,7.8879,85.0
05490,Wernigerode Sachsen-Anhalt,51.8454,10.7686,233.0
05516,Fehmarn Schleswig-Holstein,54.5283,11.0606,3.0
05538,Wielenbach (Demollstr.) Bayern,47.8827,11.1576,551.0
05541,Wiesbaden-Auringen Hessen,50.1321,8.3169,263.0
05546,Wiesenburg Brandenburg,52.1206,12.4586,187.0
05562,Neubulach-Oberhaugstett Baden-Württemberg,48.6516,8.6801,571.0
05629,Wittenberg Sachsen-Anhalt,51.8891,12.6446,105.0
05643,Wittstock-Rote Mühle Brandenburg,53.1864,12.4949,68.0
05663,Woldegk Mecklenburg-Vorpommern,53.4618,13.6099,118.0
05664,Wolfach Baden-Württemberg,48.2953,8.2391,296.0
05665,Wolfegg Baden-Württemberg,47.818,9.797,677.0
05676,Wolfsburg (Südwest) Niedersachsen,52.3962,10.6892,82.0
05688,Dachsberg-Wolpadingen Baden-Württemberg,47.7004,8.1057,881.0
05692,Worms Rheinland-Pfalz,49.6051,8.3659,88.0
05705,Würzburg Bayern,49.7704,9.9576,268.0
05717,Wuppertal-Buchenhofen Nordrhein-Westfalen,51.2256,7.1052,134.0
05719,Remscheid Nordrhein-Westfalen,51.2051,7.2,235.0
05731,Wutöschingen-Ofteringen Baden-Württemberg,47.6783,8.3801,395.0
05745,Zehdenick Brandenburg,52.9664,13.3268,51.0
05750,Zeitz Sachsen-Anhalt,51.0314,12.1495,264.0
05779,Zinnwald-Georgenfeld Sachsen,50.7313,13.7516,877.0
05792,Zugspitze Bayern,47.421,10.9848,2956.0
05797,Lichtentanne Sachsen,50.6879,12.4329,349.0
05800,Zwiesel Bayern,49.028,13.2385,615.0
05822,Bassum Niedersachsen,52.863,8.6989,42.0
05825,Berge Brandenburg,52.6198,12.7867,41.0
05839,Emden Niedersachsen,53.3881,7.2287,-0.0
05856,Fürstenzell Bayern,48.5451,13.3532,476.0
05871,Hahn Rheinland-Pfalz,49.9463,7.2645,497.0
05906,Mannheim Baden-Württemberg,49.5063,8.5584,98.0
05930,Schönhagen (Ostseebad) Schleswig-Holstein,54.641,10.0238,1.0
05941,Reit im Winkl-Groißenbach Bayern,47.6721,12.4756,680.0
06093,Wendisch Evern Niedersachsen,53.2139,10.4704,62.0
06105,Ostenfeld (Rendsburg) Schleswig-Holstein,54.3194,9.8051,15.0
06109,Grambow-Schwennenz Mecklenburg-Vorpommern,53.3837,14.3728,51.0
06129,Sohland/Spree Sachsen,51.0594,14.4266,291.0
06157,Wangerland-Hooksiel Niedersachsen,53.6411,8.0809,4.0
06158,Weidenbach-Weiherschneidbach Bayern,49.2249,10.6085,454.0
06159,Dörpen Niedersachsen,52.9542,7.3197,8.0
06163,Dörnick Schleswig-Holstein,54.1654,10.3519,27.0
06170,Coschen Brandenburg,52.0192,14.7254,39.0
06182,Mallersdorf-Pfaffenberg Bayern,48.7757,12.1743,404.0
06186,Nastätten Rheinland-Pfalz,50.1989,7.8651,268.0
06197,Lügde-Paenbruch Nordrhein-Westfalen,51.8664,9.271,258.0
06199,Steinhagen-Negast Mecklenburg-Vorpommern,54.2484,13.0419,16.0
06217,Saarbrücken-Burbach Saarland,49.2406,6.9351,190.0
06258,Friedrichshafen-Unterraderach Baden-Württemberg,47.6845,9.4409,461.0
06259,Großerlach-Mannenweiler Baden-Württemberg,49.021,9.6033,524.0
06260,Ingelfingen-Stachenhausen Baden-Württemberg,49.3328,9.704,381.0
06262,Schwäbisch Gmünd-Weiler Baden-Württemberg,48.7695,9.8737,412.0
06263,Singen Baden-Württemberg,47.7738,8.8219,445.0
06264,Brilon-Thülen Nordrhein-Westfalen,51.414,8.65,457.0
06265,Wusterwitz Brandenburg,52.3613,12.3867,36.0
06266,Huy-Pabstorf Sachsen-Anhalt,52.0304,10.9626,112.0
06272,"Salzungen, Bad-Gräfen-Nitzendorf Thüringen",50.8426,10.2518,284.0
06273,Demker Sachsen-Anhalt,52.5075,11.8551,36.0
06275,Notzingen Baden-Württemberg,48.6705,9.4627,327.0
06305,Mühlhausen/Thüringen-Görmar Thüringen,51.2061,10.4978,194.0
06310,Karlshagen Mecklenburg-Vorpommern,54.1049,13.8239,1.0
06312,Markt Erlbach-Mosbach Bayern,49.5314,10.6418,362.0
06314,Nossen Sachsen,51.0507,13.3003,306.0
06336,Lohr/Main-Halsbach Bayern,50.0132,9.654,288.0
06337,Lüdinghausen-Brochtrup Nordrhein-Westfalen,51.7663,7.5194,58.0
06344,Runkel-Ennerich Hessen,50.394,8.1423,168.0
06346,Maisach-Galgen Bayern,48.207,11.2035,531.0
06347,Schonungen-Mainberg Bayern,50.0579,10.2972,305.0
07075,Elsendorf-Horneck Bayern,48.702,11.8493,429.0
07099,Liebenburg-Othfresen Niedersachsen,52.0111,10.3966,187.0
07105,Siegsdorf-Höll Bayern,47.835,12.6548,719.0
07106,Bielefeld-Deppendorf Nordrhein-Westfalen,52.0714,8.4565,105.0
07187,Freudenberg/Main-Boxtal Baden-Württemberg,49.7636,9.4063,194.0
07244,Neuglobsow (HM) Brandenburg,53.1425,13.0323,62.0
07298,Hattstedt Schleswig-Holstein,54.5268,9.0425,4.0
07319,Donauwörth-Osterweiler Bayern,48.7374,10.7393,435.0
07321,Olbersleben Thüringen,51.1507,11.3321,157.0
07325,Schneefernerhaus Bayern,47.4165,10.9795,2650.0
07329,Treuen Sachsen,50.5467,12.2863,465.0
07330,Arnsberg-Neheim Nordrhein-Westfalen,51.4633,7.978,159.0
07331,Hermaringen-Allewind Baden-Württemberg,48.6099,10.2674,467.0
07341,Offenbach-Wetterpark Hessen,50.09,8.7862,119.0
07343,Deutschneudorf-Brüderwiese Sachsen,50.62,13.4817,689.0
07350,Prackenbach-Neuhäusl Bayern,49.1088,12.8231,585.0
07351,Feldberg/Mecklenburg Mecklenburg-Vorpommern,53.3176,13.4175,115.0
07364,Jeßnitz Sachsen-Anhalt,51.6818,12.3053,74.0
07367,Alfeld Niedersachsen,51.9643,9.8072,144.0
07368,Eisenach Thüringen,51.0007,10.3621,312.0
07369,Feuchtwangen-Heilbronn Bayern,49.1623,10.3661,475.0
07370,Waldmünchen Bayern,49.391,12.6838,499.0
07373,Borkum-Flugplatz Niedersachsen,53.5984,6.7024,3.0
07374,Ahaus Nordrhein-Westfalen,52.0813,6.9409,46.0
07389,Heckelberg Brandenburg,52.7461,13.8427,83.0
07393,Hoyerswerda Sachsen,51.4492,14.2533,116.0
07394,Wunsiedel-Schönbrunn Bayern,50.0315,11.9745,622.0
07395,Gottfrieding Bayern,48.6595,12.5388,351.0
07396,Hoherodskopf/Vogelsberg Hessen,50.5084,9.2246,740.0
07403,Leutkirch-Herlazhofen Baden-Württemberg,47.7955,10.0325,672.0
07410,Neu-Ulrichstein Hessen,50.7513,9.0224,350.0
07412,Neuhütten/Spessart Bayern,50.0083,9.4238,340.0
07419,Langenwetzendorf-Göttendorf Thüringen,50.661,12.0756,389.0
07420,Naumburg/Saale-Kreipitzsch Sachsen-Anhalt,51.1045,11.7113,246.0
07424,Piding Bayern,47.7724,12.9073,457.0
07427,Padenstedt (Pony-Park) Schleswig-Holstein,54.0188,9.9255,17.0
07428,Veilsdorf Thüringen,50.4167,10.8156,397.0
07431,Oberhaching-Laufzorn Bayern,48.013,11.5524,604.0
07432,Wittingen-Vorhop Niedersachsen,52.6423,10.6628,71.0
13670,Duisburg-Baerl Nordrhein-Westfalen,51.5088,6.7018,24.0
13674,Waibstadt Baden-Württemberg,49.2943,8.9053,237.0
13675,Hameln-Hastenbeck Niedersachsen,52.0818,9.4077,75.0
13696,Waltrop-Abdinghof Nordrhein-Westfalen,51.5966,7.4048,60.0
13700,Gevelsberg-Oberbröking Nordrhein-Westfalen,51.3329,7.3412,203.0
13710,Landshut-Reithof Bayern,48.5734,12.2576,490.0
13711,Krölpa-Rockendorf Thüringen,50.682,11.515,289.0
13713,Meinerzhagen-Redlendorf Nordrhein-Westfalen,51.0899,7.6289,385.0
13776,Hildesheim-Drispenstedt Niedersachsen,52.1789,9.9524,85.0
13777,Helmstedt-Emmerstedt Niedersachsen,52.2467,10.9592,109.0
13965,Balingen-Bronnhaupten Baden-Württemberg,48.2639,8.8134,619.0
14138,Falkenberg (Grenzschichtmessfeld) Brandenburg,52.1655,14.1224,73.0
15000,Aachen-Orsbach Nordrhein-Westfalen,50.7983,6.0244,231.0
15207,Schauenburg-Elgershausen Hessen,51.2835,9.359,317.0
15444,Ulm-Mähringen Baden-Württemberg,48.4418,9.9216,593.0
15555,Kaufbeuren-Oberbeuren Bayern,47.8761,10.5849,815.0
15813,Lingen-Baccum Niedersachsen,52.5126,7.4131,40.0
19171,Hasenkrug-Hardebek Schleswig-Holstein,54.0039,9.8555,13.0
19172,Wacken Schleswig-Holstein,54.0246,9.388,48.0
19207,Gülzow-Prüzen Mecklenburg-Vorpommern,53.8178,12.0645,16.0
19856,Schönau am Königssee Bayern,47.6134,12.9819,625.0
20098,Seebach (Nationalpark Schwarzwald) Baden-Württemberg,48.5651,8.2284,1019.0
