timestamp_utc,action_kw,actual_kw,charge_ac_kwh,discharge_ac_kwh,loss_kwh,soc_kwh,soc_fraction,capacity_kwh
2024-03-04 03:45:00+00:00,0.000,0.000,0.000,0.000,0.000,2.490,0.050,49.795
2024-03-04 04:00:00+00:00,0.000,0.000,0.000,0.000,0.000,2.490,0.050,49.795
2024-03-04 04:15:00+00:00,0.000,0.000,0.000,0.000,0.000,2.490,0.050,49.795
2024-03-04 04:30:00+00:00,0.000,0.000,0.000,0.000,0.000,2.490,0.050,49.795
2024-03-04 04:45:00+00:00,0.000,0.000,0.000,0.000,0.000,2.490,0.050,49.795
2024-03-04 05:00:00+00:00,0.000,0.000,0.000,0.000,0.000,2.490,0.050,49.795
2024-03-04 05:15:00+00:00,0.000,0.000,0.000,0.000,0.000,2.490,0.050,49.795
2024-03-04 05:30:00+00:00,0.000,0.000,0.000,0.000,0.000,2.490,0.050,49.795
2024-03-04 05:45:00+00:00,0.000,0.000,0.000,0.000,0.000,2.490,0.050,49.795
2024-03-04 06:00:00+00:00,0.000,0.000,0.000,0.000,0.000,2.490,0.050,49.795
2024-03-04 06:15:00+00:00,0.000,0.000,0.000,0.000,0.000,2.490,0.050,49.795
2024-03-04 06:30:00+00:00,0.000,0.000,0.000,0.000,0.000,2.490,0.050,49.795
2024-03-04 06:45:00+00:00,0.000,0.000,0.000,0.000,0.000,2.490,0.050,49.795
2024-03-04 07:00:00+00:00,0.000,0.000,0.000,0.000,0.000,2.490,0.050,49.795
2024-03-04 07:15:00+00:00,0.000,0.000,0.000,0.000,0.000,2.490,0.050,49.795
2024-03-04 07:30:00+00:00,0.000,0.000,0.000,0.000,0.000,2.490,0.050,49.795
2024-03-04 07:45:00+00:00,0.000,0.000,0.000,0.000,0.000,2.490,0.050,49.795
2024-03-04 08:00:00+00:00,0.000,0.000,0.000,0.000,0.000,2.490,0.050,49.795
2024-03-04 08:15:00+00:00,0.000,0.000,0.000,0.000,0.000,2.490,0.050,49.795
2024-03-04 08:30:00+00:00,0.000,0.000,0.000,0.000,0.000,2.490,0.050,49.795
2024-03-04 08:45:00+00:00,0.000,0.000,0.000,0.000,0.000,2.490,0.050,49.795
2024-03-04 09:00:00+00:00,0.000,0.000,0.000,0.000,0.000,2.490,0.050,49.795
2024-03-04 09:15:00+00:00,0.000,0.000,0.000,0.000,0.000,2.490,0.050,49.795
2024-03-04 09:30:00+00:00,0.000,0.000,0.000,0.000,0.000,2.490,0.050,49.795
2024-03-04 09:45:00+00:00,0.136,0.136,0.034,0.000,0.001,2.522,0.051,49.795
2024-03-04 10:00:00+00:00,0.469,0.469,0.117,0.000,0.005,2.635,0.053,49.795
2024-03-04 10:15:00+00:00,0.793,0.793,0.198,0.000,0.008,2.825,0.057,49.795
2024-03-04 10:30:00+00:00,-0.094,-0.094,0.000,0.023,0.001,2.801,0.056,49.795
2024-03-04 10:45:00+00:00,0.000,0.000,0.000,0.000,0.000,2.801,0.056,49.795
2024-03-04 11:00:00+00:00,-1.194,-1.194,0.000,0.299,0.012,2.490,0.050,49.795
2024-03-04 11:15:00+00:00,0.000,0.000,0.000,0.000,0.000,2.490,0.050,49.795
2024-03-04 11:30:00+00:00,0.000,0.000,0.000,0.000,0.000,2.490,0.050,49.795
2024-03-04 11:45:00+00:00,0.000,0.000,0.000,0.000,0.000,2.490,0.050,49.795
2024-03-04 12:00:00+00:00,0.000,0.000,0.000,0.000,0.000,2.490,0.050,49.795
2024-03-04 12:15:00+00:00,0.984,0.984,0.246,0.000,0.010,2.726,0.055,49.795
2024-03-04 12:30:00+00:00,0.749,0.749,0.187,0.000,0.007,2.906,0.058,49.795
2024-03-04 12:45:00+00:00,-0.814,-0.814,0.000,0.204,0.008,2.694,0.054,49.795
2024-03-04 13:00:00+00:00,-0.783,-0.783,0.000,0.196,0.008,2.490,0.050,49.795
2024-03-04 13:15:00+00:00,0.153,0.153,0.038,0.000,0.002,2.526,0.051,49.795
2024-03-04 13:30:00+00:00,-0.141,-0.141,0.000,0.035,0.001,2.490,0.050,49.795
2024-03-04 13:45:00+00:00,0.000,0.000,0.000,0.000,0.000,2.490,0.050,49.795
2024-03-04 14:00:00+00:00,0.000,0.000,0.000,0.000,0.000,2.490,0.050,49.795
2024-03-04 14:15:00+00:00,0.000,0.000,0.000,0.000,0.000,2.490,0.050,49.795
2024-03-04 14:30:00+00:00,0.000,0.000,0.000,0.000,0.000,2.490,0.050,49.795
2024-03-04 14:45:00+00:00,0.000,0.000,0.000,0.000,0.000,2.490,0.050,49.795
2024-03-04 15:00:00+00:00,0.000,0.000,0.000,0.000,0.000,2.490,0.050,49.795
2024-03-04 15:15:00+00:00,0.000,0.000,0.000,0.000,0.000,2.490,0.050,49.795
2024-03-04 15:30:00+00:00,0.000,0.000,0.000,0.000,0.000,2.490,0.050,49.795
2024-03-04 15:45:00+00:00,0.000,0.000,0.000,0.000,0.000,2.490,0.050,49.795
2024-03-04 16:00:00+00:00,0.000,0.000,0.000,0.000,0.000,2.490,0.050,49.795
2024-03-04 16:15:00+00:00,0.000,0.000,0.000,0.000,0.000,2.490,0.050,49.795
2024-03-04 16:30:00+00:00,0.000,0.000,0.000,0.000,0.000,2.490,0.050,49.795
2024-03-04 16:45:00+00:00,0.000,0.000,0.000,0.000,0.000,2.490,0.050,49.795
2024-03-04 17:00:00+00:00,0.000,0.000,0.000,0.000,0.000,2.490,0.050,49.795
2024-03-04 17:15:00+00:00,0.000,0.000,0.000,0.000,0.000,2.490,0.050,49.795
2024-03-04 17:30:00+00:00,0.000,0.000,0.000,0.000,0.000,2.490,0.050,49.795
2024-03-04 17:45:00+00:00,0.000,0.000,0.000,0.000,0.000,2.490,0.050,49.795
2024-03-04 18:00:00+00:00,0.000,0.000,0.000,0.000,0.000,2.490,0.050,49.795
2024-03-04 18:15:00+00:00,0.000,0.000,0.000,0.000,0.000,2.490,0.050,49.795
2024-03-04 18:30:00+00:00,0.000,0.000,0.000,0.000,0.000,2.490,0.050,49.795
2024-03-04 18:45:00+00:00,0.000,0.000,0.000,0.000,0.000,2.490,0.050,49.795
2024-03-04 19:00:00+00:00,0.000,0.000,0.000,0.000,0.000,2.490,0.050,49.795
2024-03-04 19:15:00+00:00,0.000,0.000,0.000,0.000,0.000,2.490,0.050,49.795
2024-03-04 19:30:00+00:00,0.000,0.000,0.000,0.000,0.000,2.490,0.050,49.795
2024-03-04 19:45:00+00:00,0.000,0.000,0.000,0.000,0.000,2.490,0.050,49.795
2024-03-04 20:00:00+00:00,0.000,0.000,0.000,0.000,0.000,2.490,0.050,49.795
2024-03-04 20:15:00+00:00,0.000,0.000,0.000,0.000,0.000,2.490,0.050,49.795
2024-03-04 20:30:00+00:00,0.000,0.000,0.000,0.000,0.000,2.490,0.050,49.795
2024-03-04 20:45:00+00:00,0.000,0.000,0.000,0.000,0.000,2.490,0.050,49.795
2024-03-04 21:00:00+00:00,0.000,0.000,0.000,0.000,0.000,2.490,0.050,49.795
2024-03-04 21:15:00+00:00,0.000,0.000,0.000,0.000,0.000,2.490,0.050,49.795
2024-03-04 21:30:00+00:00,0.000,0.000,0.000,0.000,0.000,2.490,0.050,49.795
2024-03-04 21:45:00+00:00,0.000,0.000,0.000,0.000,0.000,2.490,0.050,49.795
2024-03-04 22:00:00+00:00,0.000,0.000,0.000,0.000,0.000,2.490,0.050,49.795
2024-03-04 22:15:00+00:00,0.000,0.000,0.000,0.000,0.000,2.490,0.050,49.795
2024-03-04 22:30:00+00:00,0.000,0.000,0.000,0.000,0.000,2.490,0.050,49.795
2024-03-04 22:45:00+00:00,0.000,0.000,0.000,0.000,0.000,2.490,0.050,49.795
2024-03-04 23:00:00+00:00,0.000,0.000,0.000,0.000,0.000,2.490,0.050,49.795
2024-03-04 23:15:00+00:00,0.000,0.000,0.000,0.000,0.000,2.490,0.050,49.795
2024-03-04 23:30:00+00:00,0.000,0.000,0.000,0.000,0.000,2.490,0.050,49.795
2024-03-04 23:45:00+00:00,0.000,0.000,0.000,0.000,0.000,2.490,0.050,49.795
2024-03-05 00:00:00+00:00,0.000,0.000,0.000,0.000,0.000,2.490,0.050,49.795
2024-03-05 00:15:00+00:00,0.000,0.000,0.000,0.000,0.000,2.490,0.050,49.795
2024-03-05 00:30:00+00:00,0.000,0.000,0.000,0.000,0.000,2.490,0.050,49.795
2024-03-05 00:45:00+00:00,0.000,0.000,0.000,0.000,0.000,2.490,0.050,49.795
2024-03-05 01:00:00+00:00,0.000,0.000,0.000,0.000,0.000,2.490,0.050,49.795
2024-03-05 01:15:00+00:00,0.000,0.000,0.000,0.000,0.000,2.490,0.050,49.795
2024-03-05 01:30:00+00:00,0.000,0.000,0.000,0.000,0.000,2.490,0.050,49.795
2024-03-05 01:45:00+00:00,0.000,0.000,0.000,0.000,0.000,2.490,0.050,49.795
2024-03-05 02:00:00+00:00,0.000,0.000,0.000,0.000,0.000,2.490,0.050,49.795
2024-03-05 02:15:00+00:00,0.000,0.000,0.000,0.000,0.000,2.490,0.050,49.795
2024-03-05 02:30:00+00:00,0.000,0.000,0.000,0.000,0.000,2.490,0.050,49.795
2024-03-05 02:45:00+00:00,0.000,0.000,0.000,0.000,0.000,2.490,0.050,49.795
2024-03-05 03:00:00+00:00,0.000,0.000,0.000,0.000,0.000,2.490,0.050,49.795
2024-03-05 03:15:00+00:00,0.000,0.000,0.000,0.000,0.000,2.490,0.050,49.795
2024-03-05 03:30:00+00:00,0.000,0.000,0.000,0.000,0.000,2.490,0.050,49.795
2024-03-05 03:45:00+00:00,0.000,0.000,0.000,0.000,0.000,2.490,0.050,49.795
2024-03-05 04:00:00+00:00,0.000,0.000,0.000,0.000,0.000,2.490,0.050,49.795
2024-03-05 04:15:00+00:00,0.000,0.000,0.000,0.000,0.000,2.490,0.050,49.795
2024-03-05 04:30:00+00:00,0.000,0.000,0.000,0.000,0.000,2.490,0.050,49.795
2024-03-05 04:45:00+00:00,0.000,0.000,0.000,0.000,0.000,2.490,0.050,49.795
2024-03-05 05:00:00+00:00,0.000,0.000,0.000,0.000,0.000,2.490,0.050,49.795
2024-03-05 05:15:00+00:00,0.000,0.000,0.000,0.000,0.000,2.490,0.050,49.795
2024-03-05 05:30:00+00:00,0.000,0.000,0.000,0.000,0.000,2.490,0.050,49.795
2024-03-05 05:45:00+00:00,0.000,0.000,0.000,0.000,0.000,2.490,0.050,49.795
2024-03-05 06:00:00+00:00,0.000,0.000,0.000,0.000,0.000,2.490,0.050,49.795
2024-03-05 06:15:00+00:00,0.000,0.000,0.000,0.000,0.000,2.490,0.050,49.795
2024-03-05 06:30:00+00:00,0.000,0.000,0.000,0.000,0.000,2.490,0.050,49.795
2024-03-05 06:45:00+00:00,0.036,0.036,0.009,0.000,0.000,2.498,0.050,49.795
2024-03-05 07:00:00+00:00,-0.033,-0.033,0.000,0.008,0.000,2.490,0.050,49.795
2024-03-05 07:15:00+00:00,0.000,0.000,0.000,0.000,0.000,2.490,0.050,49.795
2024-03-05 07:30:00+00:00,0.000,0.000,0.000,0.000,0.000,2.490,0.050,49.795
2024-03-05 07:45:00+00:00,0.000,0.000,0.000,0.000,0.000,2.490,0.050,49.795
2024-03-05 08:00:00+00:00,0.000,0.000,0.000,0.000,0.000,2.490,0.050,49.795
2024-03-05 08:15:00+00:00,0.000,0.000,0.000,0.000,0.000,2.490,0.050,49.795
2024-03-05 08:30:00+00:00,0.000,0.000,0.000,0.000,0.000,2.490,0.050,49.795
2024-03-05 08:45:00+00:00,0.460,0.460,0.115,0.000,0.005,2.600,0.052,49.795
2024-03-05 09:00:00+00:00,0.051,0.051,0.013,0.000,0.001,2.612,0.052,49.795
2024-03-05 09:15:00+00:00,-0.471,-0.471,0.000,0.118,0.005,2.490,0.050,49.795
2024-03-05 09:30:00+00:00,0.000,0.000,0.000,0.000,0.000,2.490,0.050,49.795
2024-03-05 09:45:00+00:00,0.000,0.000,0.000,0.000,0.000,2.490,0.050,49.795
2024-03-05 10:00:00+00:00,0.000,0.000,0.000,0.000,0.000,2.490,0.050,49.795
2024-03-05 10:15:00+00:00,0.000,0.000,0.000,0.000,0.000,2.490,0.050,49.795
2024-03-05 10:30:00+00:00,0.385,0.385,0.096,0.000,0.004,2.582,0.052,49.795
2024-03-05 10:45:00+00:00,-0.355,-0.355,0.000,0.089,0.004,2.490,0.050,49.795
2024-03-05 11:00:00+00:00,0.000,0.000,0.000,0.000,0.000,2.490,0.050,49.795
2024-03-05 11:15:00+00:00,0.614,0.614,0.154,0.000,0.006,2.637,0.053,49.795
2024-03-05 11:30:00+00:00,-0.566,-0.566,0.000,0.141,0.006,2.490,0.050,49.795
2024-03-05 11:45:00+00:00,0.000,0.000,0.000,0.000,0.000,2.490,0.050,49.795
2024-03-05 12:00:00+00:00,3.741,3.741,0.935,0.000,0.037,3.387,0.068,49.795
2024-03-05 12:15:00+00:00,8.980,8.980,2.245,0.000,0.090,5.543,0.111,49.795
2024-03-05 12:30:00+00:00,6.936,6.936,1.734,0.000,0.069,7.207,0.145,49.795
2024-03-05 12:45:00+00:00,4.979,4.979,1.245,0.000,0.050,8.402,0.169,49.795
2024-03-05 13:00:00+00:00,3.749,3.749,0.937,0.000,0.037,9.302,0.187,49.795
2024-03-05 13:15:00+00:00,-0.496,-0.496,0.000,0.124,0.005,9.173,0.184,49.795
2024-03-05 13:30:00+00:00,-2.814,-2.814,0.000,0.704,0.029,8.440,0.170,49.795
2024-03-05 13:45:00+00:00,-3.933,-3.933,0.000,0.983,0.041,7.416,0.149,49.795
2024-03-05 14:00:00+00:00,-4.337,-4.337,0.000,1.084,0.045,6.287,0.126,49.795
2024-03-05 14:15:00+00:00,-1.966,-1.966,0.000,0.491,0.020,5.775,0.116,49.795
2024-03-05 14:30:00+00:00,-3.998,-3.998,0.000,0.999,0.042,4.733,0.095,49.795
2024-03-05 14:45:00+00:00,-4.342,-4.342,0.000,1.085,0.045,3.603,0.072,49.795
2024-03-05 15:00:00+00:00,-4.274,-4.274,0.000,1.069,0.045,2.490,0.050,49.795
2024-03-05 15:15:00+00:00,0.000,0.000,0.000,0.000,0.000,2.490,0.050,49.795
2024-03-05 15:30:00+00:00,0.000,0.000,0.000,0.000,0.000,2.490,0.050,49.795
2024-03-05 15:45:00+00:00,0.000,0.000,0.000,0.000,0.000,2.490,0.050,49.795
2024-03-05 16:00:00+00:00,0.000,0.000,0.000,0.000,0.000,2.490,0.050,49.795
2024-03-05 16:15:00+00:00,0.000,0.000,0.000,0.000,0.000,2.490,0.050,49.795
2024-03-05 16:30:00+00:00,0.000,0.000,0.000,0.000,0.000,2.490,0.050,49.795
2024-03-05 16:45:00+00:00,0.000,0.000,0.000,0.000,0.000,2.490,0.050,49.795
2024-03-05 17:00:00+00:00,0.000,0.000,0.000,0.000,0.000,2.490,0.050,49.795
2024-03-05 17:15:00+00:00,0.000,0.000,0.000,0.000,0.000,2.490,0.050,49.795
2024-03-05 17:30:00+00:00,0.000,0.000,0.000,0.000,0.000,2.490,0.050,49.795
2024-03-05 17:45:00+00:00,0.000,0.000,0.000,0.000,0.000,2.490,0.050,49.795
2024-03-05 18:00:00+00:00,0.000,0.000,0.000,0.000,0.000,2.490,0.050,49.795
2024-03-05 18:15:00+00:00,0.000,0.000,0.000,0.000,0.000,2.490,0.050,49.795
2024-03-05 18:30:00+00:00,0.000,0.000,0.000,0.000,0.000,2.490,0.050,49.795
2024-03-05 18:45:00+00:00,0.000,0.000,0.000,0.000,0.000,2.490,0.050,49.795
2024-03-05 19:00:00+00:00,0.000,0.000,0.000,0.000,0.000,2.490,0.050,49.795
2024-03-05 19:15:00+00:00,0.000,0.000,0.000,0.000,0.000,2.490,0.050,49.795
2024-03-05 19:30:00+00:00,0.000,0.000,0.000,0.000,0.000,2.490,0.050,49.795
2024-03-05 19:45:00+00:00,0.000,0.000,0.000,0.000,0.000,2.490,0.050,49.795
2024-03-05 20:00:00+00:00,0.000,0.000,0.000,0.000,0.000,2.490,0.050,49.795
2024-03-05 20:15:00+00:00,0.000,0.000,0.000,0.000,0.000,2.490,0.050,49.795
2024-03-05 20:30:00+00:00,0.000,0.000,0.000,0.000,0.000,2.490,0.050,49.795
2024-03-05 20:45:00+00:00,0.000,0.000,0.000,0.000,0.000,2.490,0.050,49.795
2024-03-05 21:00:00+00:00,0.000,0.000,0.000,0.000,0.000,2.490,0.050,49.795
2024-03-05 21:15:00+00:00,0.000,0.000,0.000,0.000,0.000,2.490,0.050,49.795
2024-03-05 21:30:00+00:00,0.000,0.000,0.000,0.000,0.000,2.490,0.050,49.795
2024-03-05 21:45:00+00:00,0.000,0.000,0.000,0.000,0.000,2.490,0.050,49.795
2024-03-05 22:00:00+00:00,0.000,0.000,0.000,0.000,0.000,2.490,0.050,49.795
2024-03-05 22:15:00+00:00,0.000,0.000,0.000,0.000,0.000,2.490,0.050,49.795
2024-03-05 22:30:00+00:00,0.000,0.000,0.000,0.000,0.000,2.490,0.050,49.795
2024-03-05 22:45:00+00:00,0.000,0.000,0.000,0.000,0.000,2.490,0.050,49.795
2024-03-05 23:00:00+00:00,0.000,0.000,0.000,0.000,0.000,2.490,0.050,49.795
2024-03-05 23:15:00+00:00,0.000,0.000,0.000,0.000,0.000,2.490,0.050,49.795
2024-03-05 23:30:00+00:00,0.000,0.000,0.000,0.000,0.000,2.490,0.050,49.795
2024-03-05 23:45:00+00:00,0.000,0.000,0.000,0.000,0.000,2.490,0.050,49.795
2024-03-06 00:00:00+00:00,0.000,0.000,0.000,0.000,0.000,2.490,0.050,49.795
2024-03-06 00:15:00+00:00,0.000,0.000,0.000,0.000,0.000,2.490,0.050,49.795
2024-03-06 00:30:00+00:00,0.000,0.000,0.000,0.000,0.000,2.490,0.050,49.795
2024-03-06 00:45:00+00:00,0.000,0.000,0.000,0.000,0.000,2.490,0.050,49.795
2024-03-06 01:00:00+00:00,0.000,0.000,0.000,0.000,0.000,2.490,0.050,49.795
2024-03-06 01:15:00+00:00,0.000,0.000,0.000,0.000,0.000,2.490,0.050,49.795
2024-03-06 01:30:00+00:00,0.000,0.000,0.000,0.000,0.000,2.490,0.050,49.795
2024-03-06 01:45:00+00:00,0.000,0.000,0.000,0.000,0.000,2.490,0.050,49.795
2024-03-06 02:00:00+00:00,0.000,0.000,0.000,0.000,0.000,2.490,0.050,49.795
2024-03-06 02:15:00+00:00,0.000,0.000,0.000,0.000,0.000,2.490,0.050,49.795
2024-03-06 02:30:00+00:00,0.000,0.000,0.000,0.000,0.000,2.490,0.050,49.795
2024-03-06 02:45:00+00:00,0.000,0.000,0.000,0.000,0.000,2.490,0.050,49.795
2024-03-06 03:00:00+00:00,0.000,0.000,0.000,0.000,0.000,2.490,0.050,49.795
2024-03-06 03:15:00+00:00,0.000,0.000,0.000,0.000,0.000,2.490,0.050,49.795
2024-03-06 03:30:00+00:00,0.000,0.000,0.000,0.000,0.000,2.490,0.050,49.795
2024-03-06 03:45:00+00:00,0.000,0.000,0.000,0.000,0.000,2.490,0.050,49.795
2024-03-06 04:00:00+00:00,0.000,0.000,0.000,0.000,0.000,2.490,0.050,49.795
2024-03-06 04:15:00+00:00,0.000,0.000,0.000,0.000,0.000,2.490,0.050,49.795
2024-03-06 04:30:00+00:00,0.000,0.000,0.000,0.000,0.000,2.490,0.050,49.795
2024-03-06 04:45:00+00:00,0.000,0.000,0.000,0.000,0.000,2.490,0.050,49.795
2024-03-06 05:00:00+00:00,0.000,0.000,0.000,0.000,0.000,2.490,0.050,49.795
2024-03-06 05:15:00+00:00,0.000,0.000,0.000,0.000,0.000,2.490,0.050,49.795
2024-03-06 05:30:00+00:00,0.000,0.000,0.000,0.000,0.000,2.490,0.050,49.795
2024-03-06 05:45:00+00:00,0.000,0.000,0.000,0.000,0.000,2.490,0.050,49.795
2024-03-06 06:00:00+00:00,0.000,0.000,0.000,0.000,0.000,2.490,0.050,49.795
2024-03-06 06:15:00+00:00,0.000,0.000,0.000,0.000,0.000,2.490,0.050,49.795
2024-03-06 06:30:00+00:00,0.000,0.000,0.000,0.000,0.000,2.490,0.050,49.795
2024-03-06 06:45:00+00:00,0.000,0.000,0.000,0.000,0.000,2.490,0.050,49.795
2024-03-06 07:00:00+00:00,0.000,0.000,0.000,0.000,0.000,2.490,0.050,49.795
2024-03-06 07:15:00+00:00,0.000,0.000,0.000,0.000,0.000,2.490,0.050,49.795
2024-03-06 07:30:00+00:00,0.000,0.000,0.000,0.000,0.000,2.490,0.050,49.795
2024-03-06 07:45:00+00:00,0.000,0.000,0.000,0.000,0.000,2.490,0.050,49.795
2024-03-06 08:00:00+00:00,0.000,0.000,0.000,0.000,0.000,2.490,0.050,49.795
2024-03-06 08:15:00+00:00,0.000,0.000,0.000,0.000,0.000,2.490,0.050,49.795
2024-03-06 08:30:00+00:00,0.000,0.000,0.000,0.000,0.000,2.490,0.050,49.795
2024-03-06 08:45:00+00:00,0.000,0.000,0.000,0.000,0.000,2.490,0.050,49.795
2024-03-06 09:00:00+00:00,0.000,0.000,0.000,0.000,0.000,2.490,0.050,49.795
2024-03-06 10:45:00+00:00,2.431,2.431,0.608,0.000,0.024,3.073,0.062,49.795
2024-03-06 11:00:00+00:00,2.208,2.208,0.552,0.000,0.022,3.603,0.072,49.795
2024-03-06 11:15:00+00:00,5.388,5.388,1.347,0.000,0.054,4.896,0.098,49.795
2024-03-06 11:30:00+00:00,6.375,6.375,1.594,0.000,0.064,6.426,0.129,49.795
2024-03-06 11:45:00+00:00,6.001,6.001,1.500,0.000,0.060,7.866,0.158,49.795
2024-03-06 12:00:00+00:00,4.296,4.296,1.074,0.000,0.043,8.897,0.179,49.795
2024-03-06 12:15:00+00:00,2.023,2.023,0.506,0.000,0.020,9.383,0.188,49.795
2024-03-06 12:30:00+00:00,1.207,1.207,0.302,0.000,0.012,9.673,0.194,49.795
2024-03-06 12:45:00+00:00,0.300,0.300,0.075,0.000,0.003,9.745,0.196,49.795
2024-03-06 13:00:00+00:00,1.087,1.087,0.272,0.000,0.011,10.005,0.201,49.795
2024-03-06 13:15:00+00:00,-0.209,-0.209,0.000,0.052,0.002,9.951,0.200,49.795
2024-03-06 13:30:00+00:00,0.306,0.306,0.077,0.000,0.003,10.025,0.201,49.795
2024-03-06 13:45:00+00:00,-1.389,-1.389,0.000,0.347,0.014,9.663,0.194,49.795
2024-03-06 14:00:00+00:00,-2.589,-2.589,0.000,0.647,0.027,8.989,0.181,49.795
2024-03-06 14:15:00+00:00,-4.397,-4.397,0.000,1.099,0.046,7.844,0.158,49.795
2024-03-06 14:30:00+00:00,-4.598,-4.598,0.000,1.149,0.048,6.646,0.133,49.795
2024-03-06 14:45:00+00:00,-5.184,-5.184,0.000,1.296,0.054,5.296,0.106,49.795
2024-03-06 15:00:00+00:00,-4.216,-4.216,0.000,1.054,0.044,4.198,0.084,49.795
2024-03-06 15:15:00+00:00,-4.111,-4.111,0.000,1.028,0.043,3.128,0.063,49.795
2024-03-06 15:30:00+00:00,-2.450,-2.450,0.000,0.613,0.026,2.490,0.050,49.795
2024-03-06 15:45:00+00:00,0.000,0.000,0.000,0.000,0.000,2.490,0.050,49.795
2024-03-06 16:00:00+00:00,0.000,0.000,0.000,0.000,0.000,2.490,0.050,49.795
2024-03-06 16:15:00+00:00,0.000,0.000,0.000,0.000,0.000,2.490,0.050,49.795
2024-03-06 16:30:00+00:00,0.000,0.000,0.000,0.000,0.000,2.490,0.050,49.795
2024-03-06 16:45:00+00:00,0.000,0.000,0.000,0.000,0.000,2.490,0.050,49.795
2024-03-06 17:00:00+00:00,0.000,0.000,0.000,0.000,0.000,2.490,0.050,49.795
2024-03-06 17:15:00+00:00,0.000,0.000,0.000,0.000,0.000,2.490,0.050,49.795
2024-03-06 17:30:00+00:00,0.000,0.000,0.000,0.000,0.000,2.490,0.050,49.795
2024-03-06 17:45:00+00:00,0.000,0.000,0.000,0.000,0.000,2.490,0.050,49.795
2024-03-06 18:00:00+00:00,0.000,0.000,0.000,0.000,0.000,2.490,0.050,49.795
2024-03-06 18:15:00+00:00,0.000,0.000,0.000,0.000,0.000,2.490,0.050,49.795
2024-03-06 18:30:00+00:00,0.000,0.000,0.000,0.000,0.000,2.490,0.050,49.795
2024-03-06 18:45:00+00:00,0.000,0.000,0.000,0.000,0.000,2.490,0.050,49.795
2024-03-06 19:00:00+00:00,0.000,0.000,0.000,0.000,0.000,2.490,0.050,49.795
2024-03-06 19:15:00+00:00,0.000,0.000,0.000,0.000,0.000,2.490,0.050,49.795
2024-03-06 19:30:00+00:00,0.000,0.000,0.000,0.000,0.000,2.490,0.050,49.795
2024-03-06 19:45:00+00:00,0.000,0.000,0.000,0.000,0.000,2.490,0.050,49.795
2024-03-06 20:00:00+00:00,0.000,0.000,0.000,0.000,0.000,2.490,0.050,49.795
2024-03-06 20:15:00+00:00,0.000,0.000,0.000,0.000,0.000,2.490,0.050,49.795
2024-03-06 20:30:00+00:00,0.000,0.000,0.000,0.000,0.000,2.490,0.050,49.795
2024-03-06 20:45:00+00:00,0.000,0.000,0.000,0.000,0.000,2.490,0.050,49.795
2024-03-06 21:00:00+00:00,0.000,0.000,0.000,0.000,0.000,2.490,0.050,49.795
2024-03-06 21:15:00+00:00,0.000,0.000,0.000,0.000,0.000,2.490,0.050,49.795
2024-03-06 21:30:00+00:00,0.000,0.000,0.000,0.000,0.000,2.490,0.050,49.795
2024-03-06 21:45:00+00:00,0.000,0.000,0.000,0.000,0.000,2.490,0.050,49.795
2024-03-06 22:00:00+00:00,0.000,0.000,0.000,0.000,0.000,2.490,0.050,49.795
2024-03-06 22:15:00+00:00,0.000,0.000,0.000,0.000,0.000,2.490,0.050,49.795
2024-03-06 22:30:00+00:00,0.000,0.000,0.000,0.000,0.000,2.490,0.050,49.795
2024-03-06 22:45:00+00:00,0.000,0.000,0.000,0.000,0.000,2.490,0.050,49.795
2024-03-06 23:00:00+00:00,0.000,0.000,0.000,0.000,0.000,2.490,0.050,49.795
2024-03-06 23:15:00+00:00,0.000,0.000,0.000,0.000,0.000,2.490,0.050,49.795
2024-03-06 23:30:00+00:00,0.000,0.000,0.000,0.000,0.000,2.490,0.050,49.795
2024-03-06 23:45:00+00:00,0.000,0.000,0.000,0.000,0.000,2.490,0.050,49.795
2024-03-07 00:00:00+00:00,0.000,0.000,0.000,0.000,0.000,2.490,0.050,49.795
2024-03-07 00:15:00+00:00,0.000,0.000,0.000,0.000,0.000,2.490,0.050,49.795
2024-03-07 00:30:00+00:00,0.000,0.000,0.000,0.000,0.000,2.490,0.050,49.795
2024-03-07 00:45:00+00:00,0.000,0.000,0.000,0.000,0.000,2.490,0.050,49.795
2024-03-07 01:00:00+00:00,0.000,0.000,0.000,0.000,0.000,2.490,0.050,49.795
2024-03-07 01:15:00+00:00,0.000,0.000,0.000,0.000,0.000,2.490,0.050,49.795
2024-03-07 01:30:00+00:00,0.000,0.000,0.000,0.000,0.000,2.490,0.050,49.795
2024-03-07 01:45:00+00:00,0.000,0.000,0.000,0.000,0.000,2.490,0.050,49.795
2024-03-07 02:00:00+00:00,0.000,0.000,0.000,0.000,0.000,2.490,0.050,49.795
2024-03-07 02:15:00+00:00,0.000,0.000,0.000,0.000,0.000,2.490,0.050,49.795
2024-03-07 02:30:00+00:00,0.000,0.000,0.000,0.000,0.000,2.490,0.050,49.795
2024-03-07 02:45:00+00:00,0.000,0.000,0.000,0.000,0.000,2.490,0.050,49.795
2024-03-07 03:00:00+00:00,0.000,0.000,0.000,0.000,0.000,2.490,0.050,49.795
2024-03-07 03:15:00+00:00,0.000,0.000,0.000,0.000,0.000,2.490,0.050,49.795
2024-03-07 03:30:00+00:00,0.000,0.000,0.000,0.000,0.000,2.490,0.050,49.795
2024-03-07 03:45:00+00:00,0.000,0.000,0.000,0.000,0.000,2.490,0.050,49.795
