timestamp_utc,action_kw,actual_kw,charge_ac_kwh,discharge_ac_kwh,loss_kwh,soc_kwh,soc_fraction,capacity_kwh
2024-01-01 00:15:00+00:00,-4.050,-4.050,0.000,1.012,0.042,23.945,0.479,50.000
2024-01-01 00:30:00+00:00,-3.770,-3.770,0.000,0.943,0.039,22.964,0.459,50.000
2024-01-01 00:45:00+00:00,-3.110,-3.110,0.000,0.777,0.032,22.154,0.443,50.000
2024-01-01 01:00:00+00:00,-1.990,-1.990,0.000,0.497,0.021,21.635,0.433,50.000
2024-01-01 01:15:00+00:00,-1.690,-1.690,0.000,0.422,0.018,21.195,0.424,50.000
2024-01-01 01:30:00+00:00,-1.565,-1.565,0.000,0.391,0.016,20.788,0.416,50.000
2024-01-01 01:45:00+00:00,-1.710,-1.710,0.000,0.427,0.018,20.342,0.407,50.000
2024-01-01 02:00:00+00:00,-1.510,-1.510,0.000,0.378,0.016,19.949,0.399,50.000
2024-01-01 02:15:00+00:00,-1.750,-1.750,0.000,0.438,0.018,19.493,0.390,50.000
2024-01-01 02:30:00+00:00,-1.670,-1.670,0.000,0.417,0.017,19.059,0.381,50.000
2024-01-01 02:45:00+00:00,-1.855,-1.855,0.000,0.464,0.019,18.576,0.372,50.000
2024-01-01 03:00:00+00:00,-1.570,-1.570,0.000,0.393,0.016,18.167,0.363,50.000
2024-01-01 03:15:00+00:00,-1.940,-1.940,0.000,0.485,0.020,17.661,0.353,50.000
2024-01-01 03:30:00+00:00,-3.600,-3.600,0.000,0.900,0.038,16.724,0.334,50.000
2024-01-01 03:45:00+00:00,-2.935,-2.935,0.000,0.734,0.031,15.960,0.319,50.000
2024-01-01 04:00:00+00:00,-1.705,-1.705,0.000,0.426,0.018,15.516,0.310,50.000
2024-01-01 04:15:00+00:00,-1.125,-1.125,0.000,0.281,0.012,15.223,0.304,50.000
2024-01-01 04:30:00+00:00,-1.125,-1.125,0.000,0.281,0.012,14.930,0.299,50.000
2024-01-01 04:45:00+00:00,-1.165,-1.165,0.000,0.291,0.012,14.626,0.293,50.000
2024-01-01 05:00:00+00:00,-1.225,-1.225,0.000,0.306,0.013,14.307,0.286,50.000
2024-01-01 05:15:00+00:00,-1.565,-1.565,0.000,0.391,0.016,13.900,0.278,50.000
2024-01-01 05:30:00+00:00,-1.860,-1.860,0.000,0.465,0.019,13.415,0.268,50.000
2024-01-01 05:45:00+00:00,-1.765,-1.765,0.000,0.441,0.018,12.956,0.259,50.000
2024-01-01 06:00:00+00:00,-1.565,-1.565,0.000,0.391,0.016,12.548,0.251,50.000
2024-01-01 06:15:00+00:00,-1.225,-1.225,0.000,0.306,0.013,12.229,0.245,50.000
2024-01-01 06:30:00+00:00,-3.580,-3.580,0.000,0.895,0.037,11.297,0.226,50.000
2024-01-01 06:45:00+00:00,-4.130,-4.130,0.000,1.032,0.043,10.221,0.204,50.000
2024-01-01 07:00:00+00:00,-3.815,-3.815,0.000,0.954,0.040,9.228,0.185,50.000
2024-01-01 07:15:00+00:00,-3.710,-3.710,0.000,0.927,0.039,8.262,0.165,50.000
2024-01-01 07:30:00+00:00,-4.521,-4.521,0.000,1.130,0.047,7.084,0.142,50.000
2024-01-01 07:45:00+00:00,-0.518,-0.518,0.000,0.129,0.005,6.950,0.139,50.000
2024-01-01 08:00:00+00:00,0.000,0.000,0.000,0.000,0.000,6.950,0.139,50.000
2024-01-01 08:15:00+00:00,0.000,0.000,0.000,0.000,0.000,6.950,0.139,50.000
2024-01-01 08:30:00+00:00,0.000,0.000,0.000,0.000,0.000,6.950,0.139,50.000
2024-01-01 08:45:00+00:00,0.000,0.000,0.000,0.000,0.000,6.950,0.139,50.000
2024-01-01 09:00:00+00:00,0.000,0.000,0.000,0.000,0.000,6.950,0.139,50.000
2024-01-01 09:15:00+00:00,0.000,0.000,0.000,0.000,0.000,6.950,0.139,50.000
2024-01-01 09:30:00+00:00,0.000,0.000,0.000,0.000,0.000,6.950,0.139,50.000
2024-01-01 09:45:00+00:00,-2.104,-2.104,0.000,0.526,0.022,6.402,0.128,50.000
2024-01-01 10:00:00+00:00,-0.827,-0.827,0.000,0.207,0.009,6.186,0.124,50.000
2024-01-01 10:15:00+00:00,0.000,0.000,0.000,0.000,0.000,6.186,0.124,50.000
2024-01-01 10:30:00+00:00,0.000,0.000,0.000,0.000,0.000,6.186,0.124,50.000
2024-01-01 10:45:00+00:00,0.000,0.000,0.000,0.000,0.000,6.186,0.124,50.000
2024-01-01 11:00:00+00:00,5.673,5.673,1.418,0.000,0.057,7.548,0.151,50.000
2024-01-01 11:15:00+00:00,0.000,0.000,0.000,0.000,0.000,7.548,0.151,50.000
2024-01-01 11:30:00+00:00,20.938,20.938,5.234,0.000,0.209,12.573,0.251,50.000
2024-01-01 11:45:00+00:00,23.147,23.147,5.787,0.000,0.231,18.128,0.363,50.000
2024-01-01 12:00:00+00:00,19.656,19.656,4.914,0.000,0.197,22.846,0.457,50.000
2024-01-01 12:15:00+00:00,13.619,13.619,3.405,0.000,0.136,26.114,0.522,50.000
2024-01-01 12:30:00+00:00,16.331,16.331,4.083,0.000,0.163,30.034,0.601,50.000
2024-01-01 12:45:00+00:00,10.988,10.988,2.747,0.000,0.110,32.671,0.653,50.000
2024-01-01 13:00:00+00:00,7.444,7.444,1.861,0.000,0.074,34.457,0.689,50.000
2024-01-01 13:15:00+00:00,17.952,17.952,4.488,0.000,0.180,38.766,0.775,50.000
2024-01-01 13:30:00+00:00,17.709,17.709,4.427,0.000,0.177,43.016,0.860,50.000
2024-01-01 13:45:00+00:00,11.069,11.069,2.767,0.000,0.111,45.673,0.913,50.000
2024-01-01 14:00:00+00:00,2.709,2.709,0.677,0.000,0.027,46.323,0.926,50.000
2024-01-01 14:15:00+00:00,1.971,1.971,0.493,0.000,0.020,46.796,0.936,50.000
2024-01-01 14:30:00+00:00,2.742,2.742,0.686,0.000,0.027,47.454,0.949,50.000
2024-01-01 14:45:00+00:00,0.191,0.191,0.048,0.000,0.002,47.500,0.950,50.000
2024-01-01 15:00:00+00:00,-2.171,-2.171,0.000,0.543,0.023,46.935,0.939,50.000
2024-01-01 15:15:00+00:00,-4.129,-4.129,0.000,1.032,0.043,45.859,0.917,50.000
2024-01-01 15:30:00+00:00,-4.901,-4.901,0.000,1.225,0.051,44.583,0.892,50.000
2024-01-01 15:45:00+00:00,-4.860,-4.860,0.000,1.215,0.051,43.317,0.866,50.000
2024-01-01 16:00:00+00:00,-4.815,-4.815,0.000,1.204,0.050,42.064,0.841,50.000
2024-01-01 16:15:00+00:00,-4.670,-4.670,0.000,1.168,0.049,40.847,0.817,50.000
2024-01-01 16:30:00+00:00,-5.370,-5.370,0.000,1.343,0.056,39.449,0.789,50.000
2024-01-01 16:45:00+00:00,-5.560,-5.560,0.000,1.390,0.058,38.001,0.760,50.000
2024-01-01 17:00:00+00:00,-4.755,-4.755,0.000,1.189,0.050,36.763,0.735,50.000
2024-01-01 17:15:00+00:00,-5.450,-5.450,0.000,1.363,0.057,35.343,0.707,50.000
2024-01-01 17:30:00+00:00,-4.750,-4.750,0.000,1.188,0.049,34.106,0.682,50.000
2024-01-01 17:45:00+00:00,-4.650,-4.650,0.000,1.163,0.048,32.895,0.658,50.000
2024-01-01 18:00:00+00:00,-4.510,-4.510,0.000,1.128,0.047,31.721,0.634,50.000
2024-01-01 18:15:00+00:00,-4.590,-4.590,0.000,1.148,0.048,30.525,0.611,50.000
2024-01-01 18:30:00+00:00,-4.530,-4.530,0.000,1.133,0.047,29.346,0.587,50.000
2024-01-01 18:45:00+00:00,-5.650,-5.650,0.000,1.413,0.059,27.874,0.557,50.000
2024-01-01 19:00:00+00:00,-4.835,-4.835,0.000,1.209,0.050,26.615,0.532,50.000
2024-01-01 19:15:00+00:00,-4.530,-4.530,0.000,1.133,0.047,25.436,0.509,50.000
2024-01-01 19:30:00+00:00,-5.610,-5.610,0.000,1.403,0.058,23.975,0.479,50.000
2024-01-01 19:45:00+00:00,-5.115,-5.115,0.000,1.279,0.053,22.642,0.453,50.000
2024-01-01 20:00:00+00:00,-5.280,-5.280,0.000,1.320,0.055,21.267,0.425,50.000
2024-01-01 20:15:00+00:00,-5.620,-5.620,0.000,1.405,0.059,19.804,0.396,50.000
2024-01-01 20:30:00+00:00,-5.025,-5.025,0.000,1.256,0.052,18.495,0.370,50.000
2024-01-01 20:45:00+00:00,-5.270,-5.270,0.000,1.318,0.055,17.123,0.342,50.000
2024-01-01 21:00:00+00:00,-4.950,-4.950,0.000,1.238,0.052,15.834,0.317,50.000
2024-01-01 21:15:00+00:00,-5.285,-5.285,0.000,1.321,0.055,14.457,0.289,50.000
2024-01-01 21:30:00+00:00,-4.695,-4.695,0.000,1.174,0.049,13.235,0.265,50.000
2024-01-01 21:45:00+00:00,-4.900,-4.900,0.000,1.225,0.051,11.959,0.239,50.000
2024-01-01 22:00:00+00:00,-5.160,-5.160,0.000,1.290,0.054,10.615,0.212,50.000
2024-01-01 22:15:00+00:00,-4.970,-4.970,0.000,1.243,0.052,9.321,0.186,50.000
2024-01-01 22:30:00+00:00,-6.325,-6.325,0.000,1.581,0.066,7.673,0.153,50.000
2024-01-01 22:45:00+00:00,-5.090,-5.090,0.000,1.273,0.053,6.348,0.127,50.000
2024-01-01 23:00:00+00:00,-4.110,-4.110,0.000,1.028,0.043,5.277,0.106,50.000
2024-01-01 23:15:00+00:00,-3.615,-3.615,0.000,0.904,0.038,4.336,0.087,50.000
2024-01-01 23:30:00+00:00,-4.025,-4.025,0.000,1.006,0.042,3.288,0.066,50.000
2024-01-01 23:45:00+00:00,-3.025,-3.025,0.000,0.756,0.032,2.500,0.050,50.000
2024-01-02 00:00:00+00:00,0.398,0.398,0.100,0.000,0.004,2.596,0.052,50.000
2024-01-02 00:15:00+00:00,0.388,0.388,0.097,0.000,0.004,2.689,0.054,50.000
2024-01-02 00:30:00+00:00,0.088,0.088,0.022,0.000,0.001,2.710,0.054,50.000
2024-01-02 00:45:00+00:00,0.523,0.523,0.131,0.000,0.005,2.835,0.057,50.000
2024-01-02 01:00:00+00:00,0.278,0.278,0.070,0.000,0.003,2.902,0.058,50.000
2024-01-02 01:15:00+00:00,0.138,0.138,0.035,0.000,0.001,2.935,0.059,50.000
2024-01-02 01:30:00+00:00,0.423,0.423,0.106,0.000,0.005,3.036,0.061,50.000
2024-01-02 01:45:00+00:00,0.263,0.263,0.066,0.000,0.003,3.099,0.062,50.000
2024-01-02 02:00:00+00:00,0.573,0.573,0.143,0.000,0.006,3.237,0.065,50.000
2024-01-02 02:15:00+00:00,0.548,0.548,0.137,0.000,0.006,3.368,0.067,50.000
2024-01-02 02:30:00+00:00,0.643,0.643,0.161,0.000,0.007,3.522,0.070,50.000
2024-01-02 02:45:00+00:00,1.843,1.843,0.461,0.000,0.020,3.963,0.079,50.000
2024-01-02 03:00:00+00:00,2.273,2.273,0.568,0.000,0.025,4.506,0.090,50.000
2024-01-02 03:15:00+00:00,1.913,1.913,0.478,0.000,0.021,4.964,0.099,50.000
2024-01-02 03:30:00+00:00,1.043,1.043,0.261,0.000,0.011,5.214,0.104,50.000
2024-01-02 03:45:00+00:00,1.198,1.198,0.300,0.000,0.013,5.500,0.110,50.000
2024-01-02 04:00:00+00:00,1.553,1.553,0.388,0.000,0.017,5.872,0.117,50.000
2024-01-02 04:15:00+00:00,1.508,1.508,0.377,0.000,0.016,6.233,0.125,50.000
2024-01-02 04:30:00+00:00,1.718,1.718,0.430,0.000,0.018,6.645,0.133,50.000
2024-01-02 04:45:00+00:00,1.958,1.958,0.490,0.000,0.021,7.114,0.142,50.000
2024-01-02 05:00:00+00:00,1.758,1.758,0.440,0.000,0.018,7.535,0.151,50.000
2024-01-02 05:15:00+00:00,1.698,1.698,0.425,0.000,0.018,7.942,0.159,50.000
2024-01-02 05:30:00+00:00,1.958,1.958,0.490,0.000,0.020,8.411,0.168,50.000
2024-01-02 05:45:00+00:00,2.203,2.203,0.551,0.000,0.023,8.939,0.179,50.000
2024-01-02 06:00:00+00:00,2.528,2.528,0.632,0.000,0.026,9.546,0.191,50.000
2024-01-02 06:15:00+00:00,2.568,2.568,0.642,0.000,0.026,10.162,0.203,50.000
2024-01-02 06:30:00+00:00,1.503,1.503,0.376,0.000,0.015,10.522,0.210,50.000
2024-01-02 06:45:00+00:00,-1.097,-1.097,0.000,0.274,0.011,10.236,0.205,50.000
2024-01-02 07:00:00+00:00,0.093,0.093,0.023,0.000,0.001,10.259,0.205,50.000
2024-01-02 07:15:00+00:00,0.303,0.303,0.076,0.000,0.003,10.332,0.207,50.000
2024-01-02 07:30:00+00:00,-0.217,-0.217,0.000,0.054,0.002,10.275,0.206,50.000
2024-01-02 07:45:00+00:00,0.153,0.153,0.038,0.000,0.002,10.312,0.206,50.000
2024-01-02 08:00:00+00:00,-0.212,-0.212,0.000,0.053,0.002,10.257,0.205,50.000
2024-01-02 08:15:00+00:00,-1.313,-1.313,0.000,0.328,0.014,9.915,0.198,50.000
2024-01-02 08:30:00+00:00,-0.596,-0.596,0.000,0.149,0.006,9.760,0.195,50.000
2024-01-02 08:45:00+00:00,0.068,0.068,0.017,0.000,0.001,9.776,0.196,50.000
2024-01-02 09:00:00+00:00,0.179,0.179,0.045,0.000,0.002,9.819,0.196,50.000
2024-01-02 09:15:00+00:00,-0.217,-0.217,0.000,0.054,0.002,9.763,0.195,50.000
2024-01-02 09:30:00+00:00,-0.098,-0.098,0.000,0.024,0.001,9.738,0.195,50.000
2024-01-02 09:45:00+00:00,-0.173,-0.173,0.000,0.043,0.002,9.693,0.194,50.000
2024-01-02 10:00:00+00:00,0.019,0.019,0.005,0.000,0.000,9.697,0.194,50.000
2024-01-02 10:15:00+00:00,0.285,0.285,0.071,0.000,0.003,9.766,0.195,50.000
2024-01-02 10:30:00+00:00,-0.131,-0.131,0.000,0.033,0.001,9.732,0.195,50.000
2024-01-02 10:45:00+00:00,0.945,0.945,0.236,0.000,0.009,9.958,0.199,50.000
2024-01-02 11:00:00+00:00,1.696,1.696,0.424,0.000,0.017,10.365,0.207,50.000
2024-01-02 11:15:00+00:00,2.188,2.188,0.547,0.000,0.022,10.891,0.218,50.000
2024-01-02 11:30:00+00:00,2.751,2.751,0.688,0.000,0.028,11.551,0.231,50.000
2024-01-02 11:45:00+00:00,4.535,4.535,1.134,0.000,0.045,12.639,0.253,50.000
2024-01-02 12:00:00+00:00,4.777,4.777,1.194,0.000,0.048,13.786,0.276,50.000
2024-01-02 12:15:00+00:00,2.796,2.796,0.699,0.000,0.028,14.457,0.289,50.000
2024-01-02 12:30:00+00:00,2.070,2.070,0.518,0.000,0.021,14.954,0.299,50.000
2024-01-02 12:45:00+00:00,2.320,2.320,0.580,0.000,0.023,15.511,0.310,50.000
2024-01-02 13:00:00+00:00,1.093,1.093,0.273,0.000,0.011,15.773,0.315,50.000
2024-01-02 13:15:00+00:00,0.323,0.323,0.081,0.000,0.003,15.851,0.317,50.000
2024-01-02 13:30:00+00:00,0.433,0.433,0.108,0.000,0.004,15.955,0.319,50.000
2024-01-02 13:45:00+00:00,-0.236,-0.236,0.000,0.059,0.002,15.893,0.318,50.000
2024-01-02 14:00:00+00:00,-0.724,-0.724,0.000,0.181,0.008,15.705,0.314,50.000
2024-01-02 14:15:00+00:00,-0.213,-0.213,0.000,0.053,0.002,15.649,0.313,50.000
2024-01-02 14:30:00+00:00,0.176,0.176,0.044,0.000,0.002,15.692,0.314,50.000
2024-01-02 14:45:00+00:00,-0.798,-0.798,0.000,0.199,0.008,15.484,0.310,50.000
2024-01-02 15:00:00+00:00,-1.395,-1.395,0.000,0.349,0.015,15.121,0.302,50.000
2024-01-02 15:15:00+00:00,-1.522,-1.522,0.000,0.380,0.016,14.724,0.294,50.000
2024-01-02 15:30:00+00:00,-1.942,-1.942,0.000,0.485,0.020,14.219,0.284,50.000
2024-01-02 15:45:00+00:00,-2.112,-2.112,0.000,0.528,0.022,13.669,0.273,50.000
2024-01-02 16:00:00+00:00,-1.927,-1.927,0.000,0.482,0.020,13.167,0.263,50.000
2024-01-02 16:15:00+00:00,-1.322,-1.322,0.000,0.330,0.014,12.823,0.256,50.000
2024-01-02 16:30:00+00:00,-1.357,-1.357,0.000,0.339,0.014,12.470,0.249,50.000
2024-01-02 16:45:00+00:00,-1.177,-1.177,0.000,0.294,0.012,12.163,0.243,50.000
2024-01-02 17:00:00+00:00,-1.407,-1.407,0.000,0.352,0.015,11.797,0.236,50.000
2024-01-02 17:15:00+00:00,-1.627,-1.627,0.000,0.407,0.017,11.373,0.227,50.000
2024-01-02 17:30:00+00:00,-0.917,-0.917,0.000,0.229,0.010,11.135,0.223,50.000
2024-01-02 17:45:00+00:00,-1.257,-1.257,0.000,0.314,0.013,10.808,0.216,50.000
2024-01-02 18:00:00+00:00,-1.482,-1.482,0.000,0.370,0.015,10.422,0.208,50.000
2024-01-02 18:15:00+00:00,-1.302,-1.302,0.000,0.325,0.014,10.083,0.202,50.000
2024-01-02 18:30:00+00:00,-1.367,-1.367,0.000,0.342,0.014,9.727,0.195,50.000
2024-01-02 18:45:00+00:00,-1.092,-1.092,0.000,0.273,0.011,9.443,0.189,50.000
2024-01-02 19:00:00+00:00,-1.362,-1.362,0.000,0.340,0.014,9.088,0.182,50.000
2024-01-02 19:15:00+00:00,-1.827,-1.827,0.000,0.457,0.019,8.612,0.172,50.000
2024-01-02 19:30:00+00:00,-1.847,-1.847,0.000,0.462,0.019,8.131,0.163,50.000
2024-01-02 19:45:00+00:00,-1.977,-1.977,0.000,0.494,0.021,7.617,0.152,50.000
2024-01-02 20:00:00+00:00,-1.432,-1.432,0.000,0.358,0.015,7.244,0.145,50.000
2024-01-02 20:15:00+00:00,-1.522,-1.522,0.000,0.380,0.016,6.848,0.137,50.000
2024-01-02 20:30:00+00:00,-1.122,-1.122,0.000,0.280,0.012,6.556,0.131,50.000
2024-01-02 20:45:00+00:00,-1.477,-1.477,0.000,0.369,0.015,6.171,0.123,50.000
2024-01-02 21:00:00+00:00,-1.332,-1.332,0.000,0.333,0.014,5.824,0.116,50.000
2024-01-02 21:15:00+00:00,-1.157,-1.157,0.000,0.289,0.012,5.523,0.110,50.000
2024-01-02 21:30:00+00:00,-1.387,-1.387,0.000,0.347,0.014,5.162,0.103,50.000
2024-01-02 21:45:00+00:00,-1.317,-1.317,0.000,0.329,0.014,4.819,0.096,50.000
2024-01-02 22:00:00+00:00,-1.387,-1.387,0.000,0.347,0.014,4.458,0.089,50.000
2024-01-02 22:15:00+00:00,-1.317,-1.317,0.000,0.329,0.014,4.115,0.082,50.000
2024-01-02 22:30:00+00:00,-1.162,-1.162,0.000,0.290,0.012,3.813,0.076,50.000
2024-01-02 22:45:00+00:00,-1.332,-1.332,0.000,0.333,0.014,3.466,0.069,50.000
2024-01-02 23:00:00+00:00,-1.332,-1.332,0.000,0.333,0.014,3.119,0.062,50.000
2024-01-02 23:15:00+00:00,-0.952,-0.952,0.000,0.238,0.010,2.871,0.057,50.000
2024-01-02 23:30:00+00:00,-0.842,-0.842,0.000,0.210,0.009,2.652,0.053,50.000
2024-01-02 23:45:00+00:00,-0.652,-0.585,0.000,0.146,0.006,2.500,0.050,50.000
2024-01-03 00:00:00+00:00,0.067,0.067,0.017,0.000,0.001,2.516,0.050,50.000
2024-01-03 00:15:00+00:00,0.080,0.080,0.020,0.000,0.001,2.535,0.051,50.000
2024-01-03 00:30:00+00:00,0.150,0.150,0.038,0.000,0.002,2.571,0.051,50.000
2024-01-03 00:45:00+00:00,-0.015,-0.015,0.000,0.004,0.000,2.568,0.051,50.000
2024-01-03 01:00:00+00:00,-0.260,-0.260,0.000,0.065,0.003,2.500,0.050,50.000
2024-01-03 01:15:00+00:00,0.000,0.000,0.000,0.000,0.000,2.500,0.050,50.000
2024-01-03 01:30:00+00:00,0.000,0.000,0.000,0.000,0.000,2.500,0.050,50.000
2024-01-03 01:45:00+00:00,0.000,0.000,0.000,0.000,0.000,2.500,0.050,50.000
2024-01-03 02:00:00+00:00,0.000,0.000,0.000,0.000,0.000,2.500,0.050,50.000
2024-01-03 02:15:00+00:00,0.000,0.000,0.000,0.000,0.000,2.500,0.050,50.000
2024-01-03 02:30:00+00:00,0.000,0.000,0.000,0.000,0.000,2.500,0.050,50.000
2024-01-03 02:45:00+00:00,0.000,0.000,0.000,0.000,0.000,2.500,0.050,50.000
2024-01-03 03:00:00+00:00,0.000,0.000,0.000,0.000,0.000,2.500,0.050,50.000
2024-01-03 03:15:00+00:00,0.000,0.000,0.000,0.000,0.000,2.500,0.050,50.000
2024-01-03 03:30:00+00:00,0.000,0.000,0.000,0.000,0.000,2.500,0.050,50.000
2024-01-03 03:45:00+00:00,0.000,0.000,0.000,0.000,0.000,2.500,0.050,50.000
2024-01-03 04:00:00+00:00,0.000,0.000,0.000,0.000,0.000,2.500,0.050,50.000
2024-01-03 04:15:00+00:00,0.000,0.000,0.000,0.000,0.000,2.500,0.050,50.000
2024-01-03 04:30:00+00:00,0.000,0.000,0.000,0.000,0.000,2.500,0.050,50.000
2024-01-03 04:45:00+00:00,0.000,0.000,0.000,0.000,0.000,2.500,0.050,50.000
2024-01-03 05:00:00+00:00,0.000,0.000,0.000,0.000,0.000,2.500,0.050,50.000
2024-01-03 05:15:00+00:00,0.000,0.000,0.000,0.000,0.000,2.500,0.050,50.000
2024-01-03 05:30:00+00:00,0.000,0.000,0.000,0.000,0.000,2.500,0.050,50.000
2024-01-03 05:45:00+00:00,0.000,0.000,0.000,0.000,0.000,2.500,0.050,50.000
2024-01-03 06:00:00+00:00,0.255,0.255,0.064,0.000,0.003,2.561,0.051,50.000
2024-01-03 06:15:00+00:00,-0.235,-0.235,0.000,0.059,0.002,2.500,0.050,50.000
2024-01-03 06:30:00+00:00,0.283,0.283,0.071,0.000,0.003,2.568,0.051,50.000
2024-01-03 06:45:00+00:00,0.855,0.855,0.214,0.000,0.009,2.773,0.055,50.000
2024-01-03 07:00:00+00:00,1.025,1.025,0.256,0.000,0.010,3.019,0.060,50.000
2024-01-03 07:15:00+00:00,0.115,0.115,0.029,0.000,0.001,3.047,0.061,50.000
2024-01-03 07:30:00+00:00,-1.161,-1.161,0.000,0.290,0.012,2.745,0.055,50.000
2024-01-03 07:45:00+00:00,-0.282,-0.282,0.000,0.070,0.003,2.671,0.053,50.000
2024-01-03 08:00:00+00:00,-0.658,-0.658,0.000,0.164,0.007,2.500,0.050,50.000
2024-01-03 08:15:00+00:00,0.000,0.000,0.000,0.000,0.000,2.500,0.050,50.000
2024-01-03 08:30:00+00:00,0.000,0.000,0.000,0.000,0.000,2.500,0.050,50.000
2024-01-03 08:45:00+00:00,0.000,0.000,0.000,0.000,0.000,2.500,0.050,50.000
2024-01-03 09:00:00+00:00,0.000,0.000,0.000,0.000,0.000,2.500,0.050,50.000
2024-01-03 09:15:00+00:00,1.506,1.506,0.377,0.000,0.015,2.862,0.057,50.000
2024-01-03 09:30:00+00:00,0.144,0.144,0.036,0.000,0.001,2.896,0.058,50.000
2024-01-03 09:45:00+00:00,1.983,1.983,0.496,0.000,0.020,3.372,0.067,50.000
2024-01-03 10:00:00+00:00,0.071,0.071,0.018,0.000,0.001,3.389,0.068,50.000
2024-01-03 10:15:00+00:00,0.000,0.000,0.000,0.000,0.000,3.389,0.068,50.000
2024-01-03 10:30:00+00:00,0.000,0.000,0.000,0.000,0.000,3.389,0.068,50.000
2024-01-03 10:45:00+00:00,0.326,0.326,0.081,0.000,0.003,3.467,0.069,50.000
2024-01-03 11:00:00+00:00,1.611,1.611,0.403,0.000,0.016,3.854,0.077,50.000
2024-01-03 11:15:00+00:00,0.000,0.000,0.000,0.000,0.000,3.854,0.077,50.000
2024-01-03 11:30:00+00:00,0.790,0.790,0.197,0.000,0.008,4.043,0.081,50.000
2024-01-03 11:45:00+00:00,0.000,0.000,0.000,0.000,0.000,4.043,0.081,50.000
2024-01-03 12:00:00+00:00,0.000,0.000,0.000,0.000,0.000,4.043,0.081,50.000
2024-01-03 12:15:00+00:00,1.125,1.125,0.281,0.000,0.011,4.313,0.086,50.000
2024-01-03 12:30:00+00:00,5.314,5.314,1.328,0.000,0.053,5.589,0.112,50.000
2024-01-03 12:45:00+00:00,0.552,0.552,0.138,0.000,0.006,5.721,0.114,50.000
2024-01-03 13:00:00+00:00,0.000,0.000,0.000,0.000,0.000,5.721,0.114,50.000
2024-01-03 13:15:00+00:00,0.000,0.000,0.000,0.000,0.000,5.721,0.114,50.000
2024-01-03 13:30:00+00:00,0.000,0.000,0.000,0.000,0.000,5.721,0.114,50.000
2024-01-03 13:45:00+00:00,5.861,5.861,1.465,0.000,0.059,7.128,0.143,50.000
2024-01-03 14:00:00+00:00,14.528,14.528,3.632,0.000,0.145,10.614,0.212,50.000
2024-01-03 14:15:00+00:00,13.709,13.709,3.427,0.000,0.137,13.905,0.278,50.000
2024-01-03 14:30:00+00:00,5.858,5.858,1.464,0.000,0.059,15.310,0.306,50.000
2024-01-03 14:45:00+00:00,3.786,3.786,0.946,0.000,0.038,16.219,0.324,50.000
2024-01-03 15:00:00+00:00,1.637,1.637,0.409,0.000,0.016,16.612,0.332,50.000
2024-01-03 15:15:00+00:00,0.053,0.053,0.013,0.000,0.001,16.625,0.332,50.000
2024-01-03 15:30:00+00:00,-1.944,-1.944,0.000,0.486,0.020,16.118,0.322,50.000
2024-01-03 15:45:00+00:00,-2.465,-2.465,0.000,0.616,0.026,15.477,0.310,50.000
2024-01-03 16:00:00+00:00,-1.685,-1.685,0.000,0.421,0.018,15.038,0.301,50.000
2024-01-03 16:15:00+00:00,-2.205,-2.205,0.000,0.551,0.023,14.464,0.289,50.000
2024-01-03 16:30:00+00:00,-2.005,-2.005,0.000,0.501,0.021,13.942,0.279,50.000
2024-01-03 16:45:00+00:00,-1.510,-1.510,0.000,0.377,0.016,13.549,0.271,50.000
2024-01-03 17:00:00+00:00,-1.735,-1.735,0.000,0.434,0.018,13.097,0.262,50.000
2024-01-03 17:15:00+00:00,-1.490,-1.490,0.000,0.372,0.016,12.709,0.254,50.000
2024-01-03 17:30:00+00:00,-1.945,-1.945,0.000,0.486,0.020,12.202,0.244,50.000
2024-01-03 17:45:00+00:00,-1.565,-1.565,0.000,0.391,0.016,11.795,0.236,50.000
2024-01-03 18:00:00+00:00,-1.555,-1.555,0.000,0.389,0.016,11.390,0.228,50.000
2024-01-03 18:15:00+00:00,-1.565,-1.565,0.000,0.391,0.016,10.983,0.220,50.000
2024-01-03 18:30:00+00:00,-1.610,-1.610,0.000,0.402,0.017,10.563,0.211,50.000
2024-01-03 18:45:00+00:00,-1.510,-1.510,0.000,0.377,0.016,10.170,0.203,50.000
2024-01-03 19:00:00+00:00,-2.060,-2.060,0.000,0.515,0.021,9.634,0.193,50.000
2024-01-03 19:15:00+00:00,-1.825,-1.825,0.000,0.456,0.019,9.159,0.183,50.000
2024-01-03 19:30:00+00:00,-1.685,-1.685,0.000,0.421,0.018,8.720,0.174,50.000
2024-01-03 19:45:00+00:00,-1.615,-1.615,0.000,0.404,0.017,8.300,0.166,50.000
2024-01-03 20:00:00+00:00,-1.775,-1.775,0.000,0.444,0.018,7.837,0.157,50.000
2024-01-03 20:15:00+00:00,-2.455,-2.455,0.000,0.614,0.026,7.198,0.144,50.000
2024-01-03 20:30:00+00:00,-1.925,-1.925,0.000,0.481,0.020,6.697,0.134,50.000
2024-01-03 20:45:00+00:00,-2.495,-2.495,0.000,0.624,0.026,6.047,0.121,50.000
2024-01-03 21:00:00+00:00,-2.325,-2.325,0.000,0.581,0.024,5.442,0.109,50.000
2024-01-03 21:15:00+00:00,-2.305,-2.305,0.000,0.576,0.024,4.842,0.097,50.000
2024-01-03 21:30:00+00:00,-1.580,-1.580,0.000,0.395,0.016,4.430,0.089,50.000
